VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Sistemski inženir/Programer (m/ž) v enoti IT razvoj,https://www.mojedelo.com/sistemski-inzenirprogramer-mz-v-enoti-it-razvoj/d-493221?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,UniCredit Banka Slovenija d.d.,Ljubljana,m/ž,https://www.mojedelo.com/sistemski-inzenirprogramer-mz-v-enoti-it-razvoj/d-493221?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,Svetovalec/ka
Referent v proizvodnji (m/ž),https://www.mojedelo.com/referent-v-proizvodnji-mz/d-493183?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Incom d.o.o.,Ajdovščina,m/ž,https://www.mojedelo.com/referent-v-proizvodnji-mz/d-493183?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Obratovodja    Referent v proizvodnjiKraj dela: AjdovščinaVaše glavne delovne odgovornosti:Organizacija urnika proizvodnega procesa na osnovi specifikacij naročil za delo, trenutnega urnika ter glede na razpoložljivost opreme, materiala in osebja.koordiniranje prioritet proizvodnje na osnovi urnika proizvodnega procesa ter glede na zahteve kupcev.ugotavljanje zasedenosti kapacitet in ozkih grl proizvodnje.izvajanje, urejanje, usklajevanje in razporejanje delovnih nalogov ter neprestani pregled nad odprtimi delovnimi nalogi; spremljanje izvedb nalogov skozi proizvodni proces;zagotavljanje natančnih in točnih podatkov pri vseh odprtih delovnih nalogih, vključujoč podatke o količini, datumih, opravljenih delovnih urah, oddaji v obračun. analitično zbiranje in obdelava kazalnikov uspešnosti v operativni proizvodnji.Od vas pričakujemo:Visokošolsko stopnjo izobrazbe ekonomske ali druge ustrezne smeri;1 leto relevantnih delovnih izkušenj;aktivno znanje angleškega jezika;odlično poznavanje orodij Microsoft Office – zlasti Excel;odlične komunikacijske sposobnosti, samostojnost in samoiniciativnost visoka stopnja osebne higiene zaradi narave dela v živilski proizvodnji;vozniški izpit B kategorije;pripravljenost na delo v več izmenah;dobro poznavanje informacijskih sistemov za nadzor proizvodnje (ERP, WMS).Ponujamo:Možnost dolgoročne zaposlitve;urejen topel obrok v okviru lastne restavracije za zaposlene;delo v mednarodnem okolju polnem dinamike in izzivov;vlaganje v vaše izobraževanje in osebnosti razvoj;možnost napredovanja in stimulativno plačilo.Kandidate vabimo, da se prijavite prek portala MojeDelo s klikom na gumb – Prijavi se zdaj. Prijava naj vključuje vaše kontaktne podatke (tel. številka, email) in življenjepis."
Upravljalec stroja (m/ž),https://www.mojedelo.com/upravljalec-stroja-mz/d-493182?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Incom d.o.o.,Ajdovščina,m/ž,https://www.mojedelo.com/upravljalec-stroja-mz/d-493182?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Obratovodja    Upravljalec strojaKraj dela: AjdovščinaVaše glavne delovne odgovornosti:Skrb za upravljanje in pravilno obratovanje naprav in strojev v okviru proizvodnje sladolednih izdelkov;čiščenje naprav ob koncu proizvodnega procesa po predpisanem tehnološkem postopku;skrb za proizvodnjo kakovostnega in varnega izdelka;evidentiranje in odpravljane napak in pomanjkljivosti pri proizvodnji ter iskanje optimizacij;vodenje ustrezne porabe materialov in energentov na stroju/napravi.Od vas pričakujemo:Zaključena srednja ali višja šola (V. ali VI. stopnja) smeri mehatronika, elektrotehnika ali druga ustrezna smer;tehnična afiniteta ter odgovornost do dela s strojno opremo;6 mesecev relevantnih delovnih izkušenj;osnovno znanje angleškega jezika;odlične komunikacijske sposobnosti, samostojnost in samoiniciativnostvisoka stopnja osebne higiene zaradi narave dela v živilski proizvodnji;pripravljenost na delo v več izmenah;vozniški izpit B kategorije.Ponujamo:Možnost dolgoročne zaposlitve;urejen topel obrok v okviru lastne restavracije za zaposlene;delo v mednarodnem okolju polnem dinamike in izzivov;vlaganje v vaše izobraževanje in osebnosti razvoj;možnost napredovanja in stimulativno plačilo.Kandidate vabimo, da se prijavite prek portala MojeDelo s klikom na gumb – Prijavi se zdaj. Prijava naj vključuje vaše kontaktne podatke (tel. številka, email) in življenjepis."
Delavec v hladilnici (m/ž),https://www.mojedelo.com/delavec-v-hladilnici-mz/d-493181?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Incom d.o.o.,Ajdovščina,m/ž,https://www.mojedelo.com/delavec-v-hladilnici-mz/d-493181?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Obratovodja    Delavec v hladilniciKraj dela: AjdovščinaVaše glavne delovne odgovornosti:Priprava delovnega mesta in ustreznih palet glede na tehnološki postopek za zagotavljanje nemotenega poteka proizvodnje; zlaganje transportnih enot/kartonov na ustrezne palete po predpisanem postopku;vizualna kontrola transportnih kartonov ter ustreznost deklaracij na transportnih kartonih;ovijanje in oprema končanih palet s paletnimi listi;sprotno vzdrževanje in zagotavljanje čistosti delovnega mesta ter njegove okolice;čiščenje delovnega okolja po zaključenem tehnološkem procesu v skladu z navodili.Od vas pričakujemo:Zaključena srednja poklicna šola (IV. stopnja);3 mesece relevantnih delovnih izkušenj;pripravljenost na delo v več izmenah;pripravljenost na delo v hladnih pogojih (občasno do – 25 °C) z uporabo ustrezne zaščitne opreme;dobre komunikacijske sposobnosti, samostojnost in samoiniciativnost;visoka stopnja osebne higiene zaradi narave dela v živilski proizvodnji;vozniški izpit B kategorije.Ponujamo:Možnost dolgoročne zaposlitve;urejen topel obrok v okviru lastne restavracije za zaposlene;delo v mednarodnem okolju polnem dinamike in izzivov;vlaganje v vaše izobraževanje in osebnosti razvoj;možnost napredovanja in stimulativno plačilo.Kandidate vabimo, da se prijavite prek portala MojeDelo s klikom na gumb – Prijavi se zdaj. Prijava naj vključuje vaše kontaktne podatke (tel. številka, email) in življenjepis."
Vodja linije (m/ž),https://www.mojedelo.com/vodja-linije-mz/d-493180?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Incom d.o.o.,Ajdovščina,m/ž,https://www.mojedelo.com/vodja-linije-mz/d-493180?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Obratovodja    Vodja linijeKraj dela: AjdovščinaVaše glavne delovne odgovornosti:Organiziranje in vodenje specifične proizvodne linije v svoji izmeni čez celoten postopek proizvodnje izdelka – priprava linije, konfekciniranje, zaključevanje in pranje linije;nadzor nad delovnimi, sanitarnimi, tehničnimi ter kadrovski pogoji za kakovostno izdelavo in pripravo izdelkov;reševanje tehničnih zapletov pri delu, vodenje evidenc opravljenega dela, porabe surovin in embalaže;izvajanje vseh potrebnih faznih kontrol – direktni nadzor kakovosti in proizvodnih parametrov, da se zagotovi kakovost in kvantitativna ustreznost izdelka;organiziranje in vodenje dela skupine, poučevanje delavcev in motiviranje delavcev za kakovostno delo ter skrb za čistost delovnega okolja;sodelovanje z ostalimi podpornimi službami (vzdrževanje, kontrola kakovosti …).Od vas pričakujemo:Zaključena srednja ali višja šola (V. ali VI. stopnja) smeri mehatronika, elektrotehnika ali druga ustrezna smer;izrazita tehnična afiniteta do nadzora delovanja več strojev in naprav ter poznavanja temeljnih proizvodnih tehnoloških postopkov;1 leto relevantnih delovnih izkušenj;aktivno znanje angleškega jezika;odlične komunikacijske sposobnosti, samostojnost in samoiniciativnostvisoka stopnja osebne higiene zaradi narave dela v živilski proizvodnji;pripravljenost na delo v več izmenah;vozniški izpit B kategorije.Ponujamo:Možnost dolgoročne zaposlitve;urejen topel obrok v okviru lastne restavracije za zaposlene;delo v mednarodnem okolju polnem dinamike in izzivov;vlaganje v vaše izobraževanje in osebnosti razvoj;možnost napredovanja in stimulativno plačilo.Kandidate vabimo, da se prijavite prek portala MojeDelo s klikom na gumb – Prijavi se zdaj. Prijava naj vključuje vaše kontaktne podatke (tel. številka, email) in življenjepis."
Projektni vodja v Kontrolingu,https://www.mojedelo.com/projektni-vodja-v-kontrolingu/d-493179?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Mercator d.d.,Ljubljana,m/ž,https://www.mojedelo.com/projektni-vodja-v-kontrolingu/d-493179?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    K sodelovanju vabimoPROJEKTNI VODJA (m/ž) v Kontrolingu.Ključne odgovornosti in opis delovnih nalog:priprava poglobljenih analiz finančnih podatkov za potrebe notranjega odločanja in priprava analiz, načrtov in poročil za vodstvo;zbiranje, preverjanje in analiziranje finančnih podatkov na nivoju skupine, družbe in poslovnih enot;sodelovanje pri pripravi letnih planov in spremljavi realizacije letnih planov;sodelovanje pri pripravi mesečnih in letnih poročil;sodelovanje pri pripravi računovodskih poročil;sodelovanje v projektnih skupinah.Od kandidatov pričakujemo:VII. stopnja izobrazbe ekonomske smeri;vsaj 2 leti delovnih izkušenj v kontrolingu ali finančnem računovodstvu, oz. primerljivem delovnem mestu;dobre komunikacijske in analitične sposobnosti;prilagodljivost, samoiniciativnost in pozitiven pristop;poznavanje orodij MS PowerPoint, Word, Excel;znanje angleškega jezika (ustno in pisno);poznavanje računovodskih izkazov;sposobnost samostojnega dela in dela v timu.Kot projektnega vodjo vas v Mercatorju čakajo številne prednosti:čaka vas zanimivo in razgibano delo pri največjem delodajalcu v Sloveniji;v delo vas bodo uvajali izkušeni sodelavci;skrbeli bomo za vaš strokovni razvoj in pridobivanje novih znanj;za vas bomo plačevali dodatno kolektivno pokojninsko zavarovanje, poleg tega pa vam nudimo tudi druge ugodnosti;čaka vas priložnost, da ustvarite svojo lastno zgodbo o uspešni karierni poti.Z izbranim kandidatom bomo sklenili delovno razmerje za nedoločen čas, s 6-mesečnim poskusnim delom.Vsi kandidati, ki se bodo uvrstili v ožji izbor, bodo opravljali psihološko testiranje.Na prosto delovno mesto se prijavite preko spletnega obrazca, vaše prijave z življenjepisom in dokazili o izpolnjevanju pogojev pa lahko pošljete tudi na elektronski naslov: zaposlitev@mercator.siPrijave pričakujemo do 17.4. 2020, obravnavali jih bomo z najvišjo stopnjo diskretnosti"
Materialni oskrbnik (m/ž),https://www.mojedelo.com/materialni-oskrbnik-mz/d-493178?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Incom d.o.o.,Ajdovščina,m/ž,https://www.mojedelo.com/materialni-oskrbnik-mz/d-493178?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Obratovodja    Materialni oskrbnikKraj dela: AjdovščinaVaše glavne delovne odgovornosti:oskrbovanje proizvodnih linij preko dostave ustreznih surovin in embalaže;priprava in manipulacija blaga na ustrezne transportne enota za dostavo v proizvodnjo;kvalitativni in količinski prevzem blaga med skladiščem in proizvodnjo ter nadzor na pravočasnostjo dostave na linijo in ustreznostjo surovin oz. LOT-ov surovin;zaključevanje materialnih list ob koncu proizvodnje in vračanje ostankov surovin in embalaže v skladišče preko doslednega vodenje evidence porabe;skrb za čistočo okolice linije, odvoz in ustrezno razvrščanje odpadkov;javljanje odstopanj in neskladij relevantnim službam.Od vas pričakujemo:zaključena srednja šola (želena srednja izobrazba živilske);vsaj 3 mesece relevantnih delovnih izkušenj na primerljivem delovnem mestu;visoka stopnja natančnosti in osebne higiene zaradi narave dela v živilski proizvodnji;odlične komunikacijske sposobnosti, samostojnost in samoiniciativnostpripravljenost na delo v več izmenah;vozniški izpit B kategorije.Ponujamo:možnost dolgoročne zaposlitve;urejen topel obrok v okviru lastne restavracije za zaposlene;delo v mednarodnem okolju polnem dinamike in izzivov;vlaganje v vaše izobraževanje in osebnosti razvoj;možnost napredovanja in stimulativno plačilo.Kandidate vabimo, da se prijavite prek portala MojeDelo s klikom na gumb – Prijavi se zdaj. Prijava naj vključuje vaše kontaktne podatke (tel. številka, email) in življenjepis."
Strokovni sodelavec za regulativo (m/ž),https://www.mojedelo.com/strokovni-sodelavec-za-regulativo-mz/d-493165?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Marifarm d.o.o.,Maribor,m/ž,https://www.mojedelo.com/strokovni-sodelavec-za-regulativo-mz/d-493165?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Strokovni sodelavec za regulativo (m/ž)    Marifarm d.o.o. je farmacevtsko podjetje, ki deluje na področju pogodbenih storitev, povezanih s proizvodnjo in pakiranjem farmacevtskih izdelkov.Strokovni sodelavec za regulativo (m/ž)Glavne naloge:Zagotavljanje izvajanja učinkovitih postopkov registracije, ponovne registracije in sprememb obstoječih registracijskih dokumentov za snovi, gotovih zdravil, veterinarskih zdravil in prehranskih dopolnil v skladu z zakonskimi zahtevami Slovenije in na trgih katerih dela ali planira poslovati družba,priprava dokumentacije za module 1, 2, 3, 4 in 5 registracijskega dosjeja v okviru Splošnega tehničnega dokumenta (Common Technical Document) v slovenskem in angleškem jeziku sladno z regulatornimi zahtevami, izvajanje analiz regulativnega okvira za registracijo, promet in uvoz zdravil v države, na trgih katerih posluje družba,nadzorovanje sklepanja pogodb in njihovo izvajanje na področju registracije in ponovne registracije snovi, medicinskih izdelkov, gotovih zdravil, veterinarskih zdravil, medicinskih pripomočkov in sestavin za medicinske pripomočke,zagotavljanje delovanja sistema kakovosti,koordiniranje vpeljave registracijskih postopkov v družbi, nadzorovanje pravočasnega vpisa informacij v ustrezne baze podatkov ter arhiviranje dokumentov, ki jim je iztekel rok veljavnosti,sodelovanje z drugimi strokovnjaki iz strukturnih oddelkov zaradi izvajanja učinkovitih postopkov za registracije,  ponovne registracije ter sprememb obstoječih dokumentov o registraciji,spremljanje postopkov registracije, ponovne registracijo in sprememb obstoječih dokumentov za registracijo snovi, gotovih zdravil, veterinarskih zdravil,upoštevanje in nadzorovanje zahtev in predpisov za varnost pri delu.Pričakujemo: Najmanj 2 leti delovnih izkušenj v pripravi registracijskega dosjeja za EU in ne-EU trge,dobro poznavanje zakonodaje s področja regulative zdravil,7. stopnja izobrazbe farmacevtske, kemijske ali druge ustrezne smeri,zelo dobro znanje angleškega jezika,računalniška znanja (MS Office, Word, Excell, Power Point,  Internet, delo s preglednicami in z bazami podatkov).Nudimo:Zaposlitev za določen čas 12 mesecev, s poskusnim obdobjem 6 mesecev, karierni izziv, možnost osebnega razvoja ter sodelovanje in podporo pri delu s strokovnjaki iz tujine,brezplačno parkiranje v garaži družbe.Od kandidata pričakujemo CV v Europass obliki (v slovenskem in angleškem jeziku) ter kopijo dokazil o izpolnjevanju pogojev.Prijave sprejemamo preko portala mojedelo.com ali na elektronski naslov: HR@marifarm.siwww.marifarm.si"
Mesar prodajalec - Štepanjsko naselje,https://www.mojedelo.com/mesar-prodajalec-stepanjsko-naselje/d-493147?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,Spar Slovenija d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/mesar-prodajalec-stepanjsko-naselje/d-493147?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Kuhar - Interspar Vič    Mesar  - Prodajalec (m/ž)Spar temelji na kakovosti, zanesljivosti in odgovornosti tako do svojih kupcev kot tudi do svojih zaposlenih. Tako smo zrasli v veliko in uspešno podjetje z varno prihodnostjo. Naša vizija temelji na izkušnjah in znanju, imamo jasen pogled v jutri. Iščemo sodelavce, s katerimi bo Spar tudi v prihodnje kos izzivu biti vedno najboljši.Za delo v trgovini Spar Štepanjsko naselje iščemo: Mesar - Prodajalec (m/ž)PRIČAKUJEMO:IV. stopnjo izobrazbe živilske ali druge ustrezne smeriizkušnje na podobnih delovnih mestihveselje do dela z ljudmi komunikativnostvaše naloge bodo obsegale:strežbo kupcev za pultomnaročanje in vračanje ustreznih količin mesa in mesnih izdelkovpripravo mesa za prodajoskrb za ustrezen izgled in kvaliteto razstavljenega blagaNudimo:delo v sodobno opremljeni poslovalniciprijetno delovno okoljezaposlitev v velikem, stabilnem in uspešnem mednarodnem podjetjuzaposlitev za nedoločen čas s poskusnim delomplačevanja dodatnega pokojninskega zavarovanjaVaše prijave pričakujemo do 15.04.2020 na naslov: zaposlitevspar@spar.si aliSpar Slovenija d.o.o., Kadrovska služba, Letališka cesta 26, 1000 Ljubljana"
Načrtovalec informacijskih sistemov - svetovalec,https://www.mojedelo.com/nacrtovalec-informacijskih-sistemov-svetovalec/d-493097?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,08.04.2020,02:32,08.04.2020,NLB d.d.,Ljubljana,m/ž,https://www.mojedelo.com/nacrtovalec-informacijskih-sistemov-svetovalec/d-493097?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Pravnik    Načrtovalec informacijskih sistemov - svetovalec v organizacijski enoti Razvoj centralnih bančnih sistemovIščemo motivirano osebo, ki bo pomagala soustvarjati našo zgodbo kot največje bančne in finančne skupine v Sloveniji in Jugovzhodni Evropi. Če vam je uporaba naprednih orodij in rešitev ter timskega dela v veselje, se prijavi na razpisano delovno mesto, saj imamo pripravljenih kar nekaj zanimivih izzivov.Imate izkušnje z razvojem aplikacij v enem od objektnih programskih jezikov, npr.: Java, C#, Python ter dobro znanje SQL? Izkušnje z modeliranjem poslovnih procesov in modeliranjem podatkov (diagrami E-R diagrami in UML)? Dobro poznate integracije informacijskih sistemov na osnovi storitev oz. aplikativnih vmesnikov (API)? Prijavite se na razpisano delovno mesto Načrtovalec informacijskih sistemov - svetovalec (m/ž). Prosta so 3 delovna mesta.Zavedamo se, da smo za uspeh družbe ključni ljudje, zato je razvoj zaposlenih naša osnovna skrb. Sodelavcem ponujamo delo v profesionalnem okolju, kjer za njihov razvoj skrbi NLB Izobraževalni center s 43-letno tradicijo.Velikega in ključnega pomena nam je tudi usklajevanja poklicnega in zasebnega življenja, zato je NLB d,d nosilec polnega certifikata Družini prijazno podjetje. Prav tako pa skrbimo, da naši sodelavci delajo v zdravem in varnem okolju.Naše temeljne vrednote so odgovornost, poštenost, kredibilnost, sodelovanje, usmerjenost k rešitvam in inovacijam, učinkovitost in enostavnost. Poslujemo pošteno in odgovorno. Delo pri nas ni zgolj služba, je poslanstvo, ki ga živimo vsi zaposleni v banki.Opis delauporaba tehnik načrtovanja za pripravo sistemskih specifikacij razvoja informacijskih sistemovanaliza in načrtovanje obstoječih ter novih informacijskih sistemovkoordinacija odprave napak v delovanju informacijskih sistemovtestiranje informacijskih / programskih rešitevuvajanje novih standardov in novih orodij za načrtovanje programskih rešitevsodelovanje pri načrtovanju strategije in arhitekture računalniških informacijskih procesovskrbništvo in koordinacija razvojnih del z zunanjimi izvajalcipripravljanje funkcionalnih oz. sistemskih specifikacij za razvoj novih informacijskih rešitev oz. spremembe obstoječihsodelovanje pri analizah, ocenah dela in drugih aktivnostih razvojnega procesaizvajanje tehnološkega skrbništva informacijskih sistemovopravljanje najzahtevnejših strokovnih nalog organizacijske enotekoordiniranje in vodenje timovpredlaganje in/ali uvajanje izboljšavmentorstvo in prenos znanjkoordiniranje, nadzor in spremljanje delovnega procesasodelovanje v projektnih in delovnih skupinahPogoji in pričakovanjastopnja izobrazbe: 8/1 ali 7 ali 6/2 ali 6/1, računalništvo, informatika ali druge smeridelovne izkušnje: 5 let   aktivno znanje tujega jezikastandardna in specializirana orodja za PCKljučne kompetencezanesljivost in odgovornostetičnostsamoiniciativnostsodelovanje z drugimiusmerjenost na strankoLokacija dela: LjubljanaPonujamo vamtakojšnjo sklenitev delovnega razmerjadelo v profesionalnem, dinamičnem in urejenem delovnem okoljuzanimive in razgibane delovne naloge in izzivestrokovni in osebni razvoj ter pridobivanje novih znanj v okviru NLB Izobraževalnega centra s 40-letno tradicijodelo v okolju, ki je prijazno družini (certifikat DPP)delo v okolju, ki se že ponaša s certifikatom Top EmployerDelovno razmerje bomo z izbranim kandidatom/kandidatko sklenili za nedoločen čas s 6-mesečnim poskusnim delom.Vabimo vas, da oddate vašo prijavo z življenjepisom na objavljeno delovno mesto najkasneje do 15.aprila 2020. O bankiNLB d.d. je prejemnica certifikata Top Employer, ki potrjuje odličnost v zagotavljanju delovnih pogojev za zaposlene. Banka je del NLB Skupine, največje bančne in finančne skupine v Sloveniji, z edinstvenim položajem in strateško osredotočenostjo na izbrane trge JV Evrope.Zavedamo se, da smo za uspeh družbe ključni ljudje, zato je razvoj zaposlenih naša osnovna skrb. Sodelavcem ponujamo delo v profesionalnem okolju, kjer za njihov razvoj skrbi NLB Izobraževalni center s 40-letno tradicijo. Prav tako se zavedamo pomembnosti usklajevanja poklicnega in zasebnega življenja. Smo nosilec polnega certifikata Družini prijazno podjetje ter skrbimo, da naši sodelavci delajo v zdravem in varnem okolju.Naše temeljne vrednote so odgovornost, poštenost, kredibilnost, sodelovanje, usmerjenost k rešitvam in inovacijam, učinkovitost in enostavnost. Poslujemo pošteno in odgovorno. Delo pri nas ni zgolj služba, je poslanstvo, ki ga živimo vsi zaposleni v banki.Prijava na delovno mesto"
