VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Montažer garažnih vrat,https://www.mojedelo.com/montazer-garaznih-vrat/d-482904?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,Skupina Hanus d.o.o.,"Slovenija, Avstrija",m/ž,https://www.mojedelo.com/montazer-garaznih-vrat/d-482904?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Komercialist    Skupina Hanus d.o.o.je član avstrijskega podjetja in se ukvarja s proizvodnjo in prodajo vseh tipov garažnih vrat, katera se je leta 2016 prestrukturirala v samostojno družbo in franšizo na slovenskem trgu.Več o nas na: www.hanus.siMONTAŽER GARAŽNIH VRAT (m/ž)OPIS DELOVNEGA MESTA:delo na terenumontaža stavbnega pohištva, garažnih vratKAJ PRIČAKUJEMO:izpit »B« kategorijetekoče sporazumevalno znanje tujega jezika (nemščina)smisel za delo z ljudmi, veselje do tehničnega področjasposobnost analitičnega razmišljanja, sistematičen pristop k problemom, naravnanost k delovanju in rešitvamdelovno vztrajnostorganizacijske in koordinacijske sposobnosti, samoiniciativnost, iznajdljivost.odgovornost natančnosturejenostKAJ NUDIMO:takojšnjo zaposlitev za določen čas s poskusnim delom z možnostjo podaljšanja oziroma sklenitve delovnega razmerja za nedoločen časredno in stimulativno plačilo za opravljeno delomožnost zaposlitve v matičnem avstrijskem podjetju, zaradi boljših kasnejših pokojnin, otroških dokladov in socialnih prejemkovmožnost osebnega in strokovnega razvoja ter napredovanjaČe smo vas z naštetim navdušili in ustrezate njihovim potrebam vas vabimo, da se jim oglasite z vašo predstavitvijo, s poudarkom na dosedanjih izkušnjah, na elektronski naslov: info@hanus.si ali na naslov: Skupina Hanus d.o.o., Laznica 78,2341 Limbuš.Z dodatnimi informacijami vam z veseljem postrežemo na tel. št. 051/899-990."
Vodja izmene in Proizvodni delavec (dve delov. mesti),https://www.mojedelo.com/vodja-izmene-in-proizvodni-delavec-dve-delov-mesti/d-480694?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,TOTRA PIPES d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/vodja-izmene-in-proizvodni-delavec-dve-delov-mesti/d-480694?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Razvojni inženir m/ž    VODJA IZMENE / IN PROIZVODNI DELAVEC(2 delovni mesti)TOTRA PIPES d.o.o. že več kot 61 let izdeluje cevi iz polietilena, ki se izredno uspešno uporabljajo v cevnih sistemih za oskrbo s pitno vodo ter za distribucijo zemeljskega plina.www.totra.si/Medse vabimo nove sodelavce za delo v proizvodnji m/ž.VODJA IZMENE:Pričakujemo srednješolsko izobrazbo (ali višjo) strojne ali elektro smeri. Zaželen izpit za viličarista.Delovne naloge:Napeljevanje linij, nastavljanje strojev in opravljanje proizvodnih del,zagotavljanje kakovosti proizvodov,izvajanje meritev proizvodov,izpolnjevanje kontrolnih kart proizvodov,nadziranje poteka procesa, izdelovanje poročil o proizvodnji,razporejanje delavcev,koordinacija del in opravil ter priprava delovnih mest,zagotavljanje varnosti na delovnih mestih in nadzor nad izvrševanjem predpisov iz varstva pri delu in požarnega varstva.PROIZVODNI DELAVEC:Pričakujemo izobrazbo dokončana osnovna šola oziroma poklicna tehnična šola, zaželen izpit za viličarista.Delovne naloge:posluževanje in nadziranje delovanja strojev,snemanje in odlaganje cevi in drugih izdelkov na palete in transportiranje v skladišče,polnjenje strojev s surovino, mletje izmeta, izdelovanje PE in PP cevi, brizganje fitingov, priprava okvirjev, pakiranje izdelkov, granuliranje izmeta, dodelava polizdelkov, čiščenje strojev in naprav ter okolicepomoč pri napeljevanju linijpomožna dela v vzdrževanju,…Nudimo:delo v urejenih delovnih prostorih in dobrem kolektivu,delo poteka v treh izmenah,stimulativno plačo glede na uspešnost,možnost napredovanja na višji položaj.Zaposlitev za vsa delovna mesta bo sklenjena za določen čas s poizkusno dobo enega meseca.Ustrezne kandidate vabimo, da se na delovna mesta prijavite po e-pošti na mail: nabava@totra.si (ali prek e-sistema MojeDelo.com).www.totra.si"
Prodajni svetovalec v Miele Experience centru (m/ž),https://www.mojedelo.com/prodajni-svetovalec-v-miele-experience-centru-mz/d-478165?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,"Vernar consulting, d.o.o.",Maribor,m/ž,https://www.mojedelo.com/prodajni-svetovalec-v-miele-experience-centru-mz/d-478165?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajni svetovalec Seat vozil m/ž     V podjetju Vernar consulting že več kot 20 let delujemo na področju kadrovskega svetovanja in razvoja človeškega potenciala. Podjetja povezujemo s pravimi ljudmi. Pravi sodelavci na pravem mestu, usklajenost zahtev delovnega mesta in kompetenc posameznika, so ključna področja za dolgoročni uspeh in motivacijo ter zadovoljstvo zaposlenih.Več na: www.vernar.comIščemo kandidate za prosto delovno mesto:Prodajni svetovalec v Miele Experience centru (m/ž)Kraj dela: Miele Experience Center | MariborIščete prihodnost na najvišji ravni? Dobrodošli v podjetju Miele!Naš naročnik je podjetje Miele d.o.o., kjer ljudi navdihujejo za inovacije. So vrhunska blagovna znamka za gospodinjske aparate v svetovnem merilu. Če so vam izvirne ideje pomembne in ste s strastjo zazrti v prihodnost, ste človek, kakršnega iščemo.Miele ima spoštljivo, pozitivno in vključujočo kulturo, delo za Miele Slovenija pa je vznemirljivo in nudi zadovoljstvo. Na vseh področjih poslovanja deluje približno 20 zaposlenih in delo v podjetju lahko zagotovi odlično podlago za razvoj kariere znotraj organizacije. Nudi dobro opremljeno, varno in udobno delovno mesto za prodajno ekipo, saj v prihodnjem letu odpira prodajni salon v Mariboru.Nudimo:najboljši stimulativni plačni paket v panogi;letno revizijo plače in ravni plač glede na sposobnosti;možnosti za napredovanje v podjetju;kulturo podjetja, ki temelji na poštenosti, spoštovanju in družinskih vrednotah;redno usposabljanje; priložnost pridobiti strokovno kvalifikacijo; obširne aktivnosti team-buildinga;zaposlitev za polni ali krajši delovni čas.Vloga prodajnega svetovalcaPo celovitem internem usposabljanju boste prevzeli odgovornost za naloge v prodajno-svetovalnem salonu Miele Experience Center.Kakovostno svetovanje in prodaja strankam v Miele Experience centru;obdelava naročil  in izdelava ponudb;skrb za urejenost Miele Experience centra;odgovarjanje na vse zahtevke (osebno, telefonsko, preko e-pošte), ki so neposredno povezani z Miele gospodinjskimi aparati in vplivajo na podobo premium blagovne znamke;administrativna podpora, koordinacija z drugimi oddelki.Vaš profil:končana ekonomska (ali primerljiva) izobrazba;delovne izkušnje s področja prodaje (minimalno 3 leta);prodajne veščine;usmerjenost k strankam, komunikacijske veščine (angleščina na ravni B2, znanje nemščine je prednost);visoka stopnja osebne odgovornosti, angažiranosti in vzdržljivosti;samostojnost in samoiniciativnost pri delu;timska usmerjenost in praktičen pristop.Kandidate, ki izpolnjujete te pogoje, vabimo, da oddate vloge z življenjepisom po e-pošti na naslov prijave@vernar.com do 24. novembra 2019.  Na navedeni naslov se lahko obrnete tudi v primeru dodatnih vprašanj. Vaše prijave bomo obravnavali diskretno.Veselimo se vaše prijave!"
Kuhar,https://www.mojedelo.com/kuhar/d-453323?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,DOTIK gostinstvo in turizem d.o.o,Ljubljana,m/ž,https://www.mojedelo.com/kuhar/d-453323?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Slaščičar    V svoj kolektiv vabimo novega sodelavca/ko:Kuhar m/žLokacija dela: Utrip, Šmarinska cestaDelovne naloge:samostojna priprava jedi.Pričakujemo:gostinska izobrazba, smer kuhar,poznavanje tehnik priprave jedi,najmanj 1 leto delovnih izkušenj na enakem / primerljivem delovnem mestu,veselje do dela v kuhinji.Nudimo: zaposlitev za določen čas z možnostjo podaljšanja,delo mladem, dinamičnem kolektivu,redno plačilo,dvoizmensko delo,5-dnevni delovnik - dela se tudi vsak drugi vikend,plačilo: 8€ + stimulacija na prodane obroke.Več informacij dobite na tel.št.: 041/649-125 (Robert).Če vas delovno mesto zanima in ustrezate razpisnim pogojem, vas vabimo da nam pošljete svojo prijavo na enaslov: bistro.dotik@gmail.com oziroma prek e-sistema MojeDelo.com.Dotik d.o.o. je družinsko podjetje, ki se ukvarja z gostinsko dejavnostjo na Zbiljskem jezeru v občini Medvode.Gostinska dejavnost obsega proizvodnjo hrane in slaščic ter strežbo."
Kuhar - picopek,https://www.mojedelo.com/kuhar-picopek/d-453316?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,DOTIK gostinstvo in turizem d.o.o,Zbilje,m/ž,https://www.mojedelo.com/kuhar-picopek/d-453316?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Slaščičar          V svoj kolektiv vabimo novega sodelavca/ko:Kuhar - picopek m/žLokacija dela:  Zbiljsko jezero, Medvode               Delovne naloge:samostojna priprava pic in ostalih jedi.Pričakujemo:gostinska izobrazba, smer kuhar,poznavanje tehnik priprave jedi,najmanj 1 leto delovnih izkušenj na enakem / primerljivem delovnem mestu,veselje do dela v kuhinji.Nudimo: zaposlitev za nedoločen čas,delo mladem, dinamičnem kolektivu,redno plačilo,dvoizmensko delo,5-dnevni delovnik - dela se tudi vsak drugi vikend,plačilo: 8€ + stimulacija na prodane obroke.Več informacij dobite na tel.št.: 041/622-246 (Sandi).Če vas delovno mesto zanima in ustrezate razpisnim pogojem, vas vabimo da nam pošljete svojo prijavo na enaslov: bistro.dotik@gmail.com oziroma prek e-sistema MojeDelo.com.Dotik d.o.o. je družinsko podjetje, ki se ukvarja z gostinsko dejavnostjo na Zbiljskem jezeru v občini Medvode.Gostinska dejavnost obsega proizvodnjo hrane in slaščic ter strežbo.Več o nas na: www.dotik-zbilje.si"
Slaščičar,https://www.mojedelo.com/slascicar/d-453315?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,DOTIK gostinstvo in turizem d.o.o,Zbilje,m/ž,https://www.mojedelo.com/slascicar/d-453315?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Slaščičar    V svoj kolektiv vabimo novega sodelavca/ko:Slaščičar m/žLokacija dela: Zbiljsko jezero, Medvode.Od kandidatov pričakujemo:izobrazbo gostinske smeri slaščičar,znanje iz priprave tort in sladoleda,delovne izkušnje na enakem / primerljivem delovnem mestu.Nudimo vam:zaposlitev za daljše obdobje s poskusno dobo,delo v uspešnem podjetju,dvoizmensko delo,5-dnevni vnaprej določen delovnik,plačilo: 6€/h.Več informacij dobite na tel.št.: 041/622-246 (Sandi) ali 041/649-125 (Robert).Če vas delovno mesto zanima in ustrezate razpisnim pogojem, vas vabimo da nam pošljete svojo prijavo na enaslov: bistro.dotik@gmail.com oziroma prek e-sistema MojeDelo.com.Dotik d.o.o. je družinsko podjetje, ki se ukvarja z gostinsko dejavnostjo na Zbiljskem jezeru v občini Medvode.Gostinska dejavnost obsega proizvodnjo hrane in slaščic ter strežbo.Več o nas na: www.dotik-zbilje.si"
Natakar,https://www.mojedelo.com/natakar/d-453314?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,DOTIK gostinstvo in turizem d.o.o,Zbilje,m/ž,https://www.mojedelo.com/natakar/d-453314?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Slaščičar    V svoj kolektiv vabimo novega sodelavca/ko:Natakar m/žLokacija dela: Zbiljsko jezero, Medvode.Delovne naloge:sprejem naročil,strežba gostom,priprava prostorov in skrb za red in čistočo,blagajniško poslovanje.Pričakujemo:urejenost, komunikativnost, prijaznost, dobro znanje slovenskega jezika,zaželene izkušnje na blagajni,skrb za red in čistočo,lastno prevozno sredstvo.Nudimo: možnost priučitve v uspešnem podjetju,dvoizmensko delo,redno in dobro plačilo (urna postavka 7€ neto),delo 5 dni na teden,možnost fleksibilnega urnika,možnost napredovanja v vodjo strežbe/enote,redno zaposlitev ali na željo kandidata možnost sodelovanja preko s.p. (urna postavka 10€), oziroma dela preko študentskega servisa (7€ neto).Več informacij dobite na tel.št.: 041/622-246 (Sandi) ali 041/649-125 (Robert).Če vas delovno mesto zanima in ustrezate razpisnim pogojem, vas vabimo da nam pošljete svojo prijavo na enaslov: bistro.dotik@gmail.com oziroma prek e-sistema MojeDelo.com.Možnost pisnih prijav tudi na naslov: Bistro Dotik, Zbilje 31, 1251 Medvode.Dotik d.o.o. je družinsko podjetje, ki se ukvarja z gostinsko dejavnostjo na Zbiljskem jezeru v občini Medvode.Gostinska dejavnost obsega proizvodnjo hrane in slaščic ter strežbo.Več o nas na: www.dotik-zbilje.si"
Prodajalec (m/ž) - Piran,https://www.mojedelo.com/prodajalec-mz-piran/d-483884?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,25.12.2019,Mlinar S d.o.o.,Piran,m/ž,https://www.mojedelo.com/prodajalec-mz-piran/d-483884?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec (m/ž) - Piran    Mlinar je, s stoletno tradicijo poslovanja, vodilno podjetje v pekarski industriji na Hrvaškem. Do danes smo razvili priznano mrežo blagovne znamke, ki šteje več kot 200 trgovin na Hrvaškem in 18 v Sloveniji, specializiranih za prodajo raznovrstnih pekovskih izdelkov in dobrot. Kot največji proizvajalec pekovskih izdelkov, zaposlujemo več kot 3000 delavcev na Hrvaškem in več kot 60 delavcev v Sloveniji, kateri vsakodnevno delijo svojo predanost in izkušnje v oblikovanju bogate ponudbe najboljših pekovskih izdelkov.Zaradi širjenja poslovanja želimo povečati kader z novimi zaposlenimi na delovnem mestu:Prodajalec (m/ž) - Piran (polni delovni čas)Opis dela:vsakodnevna komunikacija s kupci in postrežba kupcevinformiranje kupcev o proizvodihdelo na blagajniskrb za predstavitev proizvodovpriprava in pečenje proizvodov, izdelava sendvičev, zlaganje proizvodovčiščenje in vzdržavanje izgleda prodajalne in okoljskega prostoraPogoji:izkušnje z delom v maloprodajiizražene komunikacijske in prodajne veščineljubeznivost in prisrčnost v komunikaciji s kupcimarljiv, vesten in odgovoren pristop k delu in delovnim nalogamKaj ponujamo:možnost dela v uspešnem mednarodnem podjetju s težnjo po širjenju poslovanjaredna izplačila plač in spodbudno delovno okoljedolgoročno zaposlitev za polni ali skrajšan delovni časPridružite se nam in bodite tudi vi zasluženi za razvoj najmodernejše pekarske industrije v regiji! Vaše prijave pričakujemo preko portala MojeDelo."
Senior Backend PHP Razvijalci/ke ,https://www.mojedelo.com/senior-backend-php-razvijalcike/d-479594?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,21.12.2019,"Httpool, Internet Marketing, d.o.o.",Ljubljana,m/ž,https://www.mojedelo.com/senior-backend-php-razvijalcike/d-479594?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Senior Backend PHP Razvijalci/ke    Senior Backend PHP Razvijalci/ke  Httpool, največja centralno-vzhodna evropska spletna oglaševalska mreža storitev, s prisotnostjo v Aziji in del skupine IMS ter Sony, ponuja delovna mesta backend razvijalcem. Ne samo, da se ponuja vpogled v poslovanje enega izmed najhitreje rastočih slovenskih mednarodnih podjetij, spoznavanje ene izmed najperspektivnejših panog, pridobitev izjemno specifičnih in cenjenih znanj z uporabo najnaprednejših tehnoloških rešitev, temveč tudi sodelovanje z 21-imi sestrskimi družbami, od Indije, Hong Konga do Rusije ter večino centralno evropskih držav v ožji skupini Httpool in sodelovanje z 14 družbami širše skupine IMS v Miamiju, latinski Ameriki in zahodni Evropi. www.httpool.comHttpool kot ekskluzivni zastopnik podjetij Facebook, Twitter, Spotify, Snapchat, LinkedIn, ipd. integrira te oglasne kanale v svoje rešitve, ki temeljijo na učinkovitem ročnem upravljanju oglasnih akcij, nadzoru nad njimi in na avtomatičnem upravljanju le-teh z uporabo prediktivnih modelov. Zaradi povečanega obsega dela v našo ekipo vabimo več razvijalcev in razvijalk, ki bodo sodelovali pri razvoju različnih zalednih sistemih (API integracija, tok podatkov, avtomatizacija, predikcije, ...), ki so po večini narejeni v tehnologiji PHP, v uporabi pa sta tudi Go in Python.Kaj pričakujemo:Razumevanje arhitekture programskih sistemov in podatkovnih struktur,napredno znanje programskega jezika PHP,napredno poznavanje podatkovnih baz (npr. MySQL, MongoDB, ...),zaželeno poznavanje tudi programskega jezika Go in Python,izkušnje s pisanjem unit testov in verzioniranjem programske kode,izkušnje z Javascript, HTML in CSS so plus,znanje angleščine,in ljubezen do različnih tehnologij.Kaj nudimo:Pravi R&D,fokusirano, zahtevno in zanimivo delo na mednarodnem projektu,razvijanje lastnega znanja, vzpodbujamo kreativnost in osebnostno rast,vpletenost pri načrtovanju prihodnjega razvoja,testiranje zmožnosti različnih tehnologij in delo na high-end sistemih,delo z odprtokodnimi tehnologijami,diskreten razgovor za delo.Kandidate, ki ustrezate razpisnim pogojem, vabimo, da nam svojo predstavitev pošljete ali po elektronski pošti na naslov jobs@httpool.com ali preko e-sistema MojeDelo.com."
Vodja programa - produktni vodja,https://www.mojedelo.com/vodja-programa-produktni-vodja/d-483413?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,25.12.2019,02:32,20.12.2019,Eurotax d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/vodja-programa-produktni-vodja/d-483413?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Vodja programa - produktni vodja    VODJA PROGRAMA – produktni vodjaOPIS DELOVNEGA MESTAProduktni vodja je odgovoren za razvoj novih produktov ter dopolnitve in posodobitve obstoječih produktov. Kontrolira in preverja potek projektov in po potrebi izvaja ukrepe za doseganje dogovorjenih ciljev in terminov. Koordinira in nadzira delo v oddelku redakcije ter nudi tehnično znanje redaktorjem ter podpira delo informatike na področju razvoja in obstoječih produktov. Deluje kot vmesni člen med ekipami ter vzdržuje tesne in učinkovite delovne odnose z oddelki marketinga/prodaje/podpore strankam.DOLŽNOSTI IN PRISTOJNOSTINačrtovanje produktaanalizira trg in konkurenco;opredeli zahteve/funkcionalnosti za razvoj novih produktov, skupaj s prodajnim oddelkom;oblikuje rešitve po meri glede na potrebe strank in poslovno okolje.Upravljanje življenjskega cikla produktapridobi in upravlja projekte od razvoja do plasiranja produktov ter spremljanja finančne okvire;določi obseg uporabe ter značilnosti in zahteve produktov (s poslovnega vidika in z vidika potreb strank);upravlja časovni načrt produkta;sprejema in potrjuje prošnje za izboljšavo produkta;testira produkt;pripravi dokumentacijo o produktih in jo stalno posodablja;deluje kot varuh splošne kakovosti produktov in, kjer je potrebno, izvede primerne popravke;analizira donosnost produktov s finančnim oddelkom.Podpora prodaji/razvoju poslovanjaoblikuje predstavitve za prodajno ekipo;udeleži se sestankov s prodajno ekipo in jih podpira med predstavitvijo produktov.ZNANJA / IZKUŠNJEnajmanj šesta stopnja strokovne izobrazbe tehnične smeri oz. univerzitetna izobrazba z ustreznega področja;dobro poznavanje avtomobilov in avtomobilske branže;izkušnje produktnega vodenja (vsaj 2 leti delovnih izkušenj na podobnem delovnem mestu);močne veščine projektnega vodenja, dober čut za medosebne odnose, vodenje ljudi;visoka stopnja notranje motivacije, zagona in vztrajnosti;dobro znanje angleščine, tako v ustni kot tudi pisni obliki;dobre komunikacijske in predstavitvene sposobnosti (tudi pisne);napredno poznavanje paketa MS Office;pripravljenost za poslovna potovanja.KAJ NUDIMOdelo v mlajšem in inovativnem okolju vendar v okviru mednarodnega sistema;nagrajevanje uspešnosti;zaposlitev v Ljubljani na sedežu podjetja;poskusno delo 3 mesece;zaposlitev za polni delovni čas;delo za nedoločen čas.Prijave naj kandidati pošljejo po elektronski pošti na naslov: info@eurotax.si najkasneje do 10.1.2020.www.eurotax.si"
