VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Računovodja,https://www.mojedelo.com/racunovodja/d-501452?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,"Skupina Pivka (Pivka perutninarstvo d.d., Delamaris d.o.o.)","sedež družbe, Pivka",m/ž,https://www.mojedelo.com/racunovodja/d-501452?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Vzdrževalec - inženir     Pivka perutninarstvo d.d. je vrhunski in inovativen ponudnik kvalitetnega in zdravega mesa ter izdelkov proizvedenih na naraven in okolju prijazen način.Z namenom dolgoročnega sodelovanja iščemo kandidata za zasedbo delovnega mesta:Računovodja (m/ž)Lokacija dela:  sedež družbe, PivkaOpis delovnega mesta:priprava računovodskih izkazov,vodenje glavne knjige in pomožnih evidenc,vodenje evidenc, izdelovanje analiz in priprava poročil,pripravljanje obračuna davkov,spremljanje novosti na delovnem področju in njihova implementacija,izobraževanje in usposabljanje sodelavcev,sodelovanje pri revizijah, pripravljanje strokovnih podlag in navodil,sodelovanje pri pripravi poslovnih načrtov in letnih poročil,sodelovanje s strokovnimi institucijami,vodenje projektov in sodelovanje v projektnih skupinah.Odgovornosti za:pravilnost in točnost računovodskih izkazov,ažurnost in urejenost poslovnih knjig, dokumentacije,strokovno, kakovostno in pravočasno opravljene naloge,ažurno ukrepanje v primeru ugotovljenih odstopanj,uspešno realizacijo projektov.Nudimo:zaposlitev za nedoločen čas s poskusnim delom 4 mesece,stimulativno delovno okolje,izobraževanje.Pričakujemo:visoka izobrazba ekonomske smeri – VII. stopnja,dobro poznavanje računovodskih standardov,zahtevane delovne izkušnje najmanj 2 leti na področju računovodstva in financ,organizacijske sposobnosti,natančnost in zanesljivost,višja raven znanja angleškega jezika,dobra usposobljenost za delo z urejevalniki besedil, preglednicami, medmrežjem, elektronsko pošto,vozniški izpit B kategorije.Kandidate vabimo, da pošljejo pisne ponudbe z dokazili o izpolnjevanju pogojev do 6.9.2020 preko portala Moje delo.Skupina Pivka - Delamaris je vrhunski in inovativen ponudnik piščančjega mesa ter že pripravljenih piščančjih in ribjih jedi blagovnih znamk Pivka, Njami in Delamaris. Pri proizvodnji daje prednost zagotavljanju zdrave, varne in okusne hrane ter skrbi za okolje in naravne vire. Združuje 500 sodelavcev in sodelavk iz Slovenije, Hrvaške in Srbije in Nemčije, ki z zagnanostjo, inovativnostjo in ljubeznijo skrbijo za zagotavljanje najvišjih standardov priprave hrane in distribucijo izdelkov v več kot 23 držav po vsem svetu.Pivka je na podlagi 60 letne tradicije kakovosti in s skrbnim nadzorom krme iz lastne mešalnice ter reje piščancev predvsem pri rejcih na Krasu in Vipavskem in z zagotavljanjem sledljivostji ter nadzorom vseh postopkov predelave mesa prva v Sloveniji pridobila dva certifikata Višja kakovost ter certifikat Izbrana kakovost. V sodelovanju z Delamarisom ohranjajo bogato znanje 140 letne tradicije priprave ribjih jedi brez konzervansov in drugih aditivov ter brez glutena. Z novim znanjem in razvojem ter najsodobnejšo tehnologijo pripravljajo izdelke, ki sodijo v vrh kulinarike."
Obdelovalec kovin (splošni ključavničar),https://www.mojedelo.com/obdelovalec-kovin-splosni-kljucavnicar/d-501466?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,KIG d.d.,Ig,m/ž,https://www.mojedelo.com/obdelovalec-kovin-splosni-kljucavnicar/d-501466?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Varilec (programer in operater na varilnem robotu)    Podjetje KIG beleži 70-letni obstoj v poslu! Ponosni smo na desetletja našega dela in izkušenj ter na številna leta odličnega partnerstva z našimi strankami.Zaradi širitve iščemo nove sodelavce. Če želite postati del naše ekipe in izpolnjujete pogoje, nam pošljite vaš življenjepis na: zaposlitev@kig.si. Pridružite se naši dinamični ekipi na Igu na delovnem mestu:OBDELOVALEC KOVIN (splošni ključavničar)Od novega sodelavca pričakujemo:III.- IV. stopnjo izobrazbe2 leti delovnih izkušenjZnanje branja risb Naloge in odgovornosti obsegajo:samostojna obdelava najzahtevnejših obdelovancev po predpisanih tehnoloških postopkih ali brez njihizvajanje procesne kontrole in vodenje evidencečiščenje strojevskrb za varno delo in urejeno delovno mestomontaža izdelkov in opreme na terenu zagotavljanje zahtev uvedenih sistemov vodenja po standardihopravljanje podobnih in drugih delKaj nudimo:Izbranemu kandidatu nudimo zaposlitev za določen čas do 30.11.2020 (z možnostjo dolgoročnejšega sodelovanja),  v uspešnem, urejenem podjetju z jasno razvojno strategijo. Urejeno delovno okolje in zadovoljni zaposleni so naša stalna skrb. Delo samo dopoldan.Rok za prijavo: 25. 8. 2020Naslov za prijavo: zaposlitev@kig.si. Obvezno navedite točen naziv delovnega mesta.www.kig.si"
Kuhar (Ljubljana - BTC),https://www.mojedelo.com/kuhar-ljubljana-btc/d-501469?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,Makaroni d.o.o.,Ljubljana - BTC,m/ž,https://www.mojedelo.com/kuhar-ljubljana-btc/d-501469?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Kuhar    Makaroni d.o.o. smo novo nastalo podjetje, specializirano za proizvodnjo in pripravo pravih italijanskih testenin.V svoj kolektiv vabimo novega sodelavca za delovno mesto Kuhar za pripravo svežih testenin z omakami.Lokacija dela je v Ljubljani, BTC.KuharPričakujemo:Točnost, vestno opravljanje in veselje do dela, natančno izvajanje navodil in smernic podjetja.Nudimo:Redno, pošteno plačano delo z možnostjo dodatnih izobraževanj s področja testenin.Delo od ponedeljka do sobote. Nedelje in prazniki so prosti.Dolgoročno delovno razmerje.Kandidate, ki vas delovno mesto zanima in ustrezate razpisnom pogojem, vabimo, da nam svojo predstavitev pošljete po e-pošti na mail:ucakar.anze@gmail.com(oziroma prek e-sistema MojeDelo.com).Za razgovor lahko tudi pokličete, pon.-pet., od 8h-16h, g. Anže, 040 780 776."
Samostojni elektromonter (m/ž),https://www.mojedelo.com/samostojni-elektromonter-mz/d-501357?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,Kolektor Igin d.o.o.,Ljubljana - Črnuče,m/ž,https://www.mojedelo.com/samostojni-elektromonter-mz/d-501357?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Serviser sistemov    /*import pisav samo iz Google fonts, nalaganje pisav na strežnik zaradi tehnicnih omejitev ni možno*/     SAMOSTOJNI ELEKTROMONTER (m/ž) Kolektor Igin d.o.o. je podjetje, ki izvaja napredne tehnične rešitve na področju proizvodnje, prenosa in distribucije električne energije. Zagotavlja vse storitve in produkte na področju inženiringa, svetovanja, projektiranja, proizvodnje, montaže, preizkušanja in spuščanja v pogon primarnih in sekundarnih sistemov. Skupaj s partnerji izvaja nove elektroenergetske objekte na ključ, ter celovite rekonstrukcije obstoječih objektov in postrojev.Delavne naloge:pregled tehnične dokumentacije in navodil za delo;priprava materiala za montažo na terenu ( ročna obdelava kovin in izolacijskih materialov, zaščita kovin pred korozijo, varjenje);priprava orodij in pripomočkov;izvedba električnih instalacij jakega in šibkega toka (podometno in nadometno);montaža električnih razdelilnikov;montaža ozemljitvenih priključkov;montaža tehnoloških sistemov;vezava krmilnih in zaščitnih omar;vlečenje kablov po kabelskih policah;izdelava visokonapetostnih končnikov;montaža postrojev nizke napetosti;montaža postrojev srednje napetosti;montaža postrojev visoke napetosti;montaža pomožnih virov električne energije;skrb za varno delo ter;druga podobna dela in naloge, ki jih odredi delodajalec oziroma vodja delavca, ker so nujna za izvajanje dejavnosti delodajalca zaradi potreb delovnega procesa in organizacije dela in jih delavec v danih okoliščinah lahko opravlja, upoštevajoč njegovo zdravstveno zmožnost.Kaj pričakujemo:izobrazba: V. stopnja strokovne izobrazbe elektrotehnik - energetik,izkušnje: željene izkušnje, lahko tudi začetnik,poznavanje standardov EEN, poznavanje zagotavljanje kakovosti, poznavanje dela z računalnikom pasivno znanje angleškega jezikasposobnost reševanja problemov,sposobnost timskega dela,vozniški izpit B kategorije.Prednost imajo kandidati s  specialnimi znanji s področja elektro inštalacij.KAJ NUDIMO:enoizmensko delo,dinamično delo v mladem kolektivu,strokovno izpopolnjevanje in napredovanje,konkurenčno plačilo s stimulativnim nagrajevanje, financiranje pokojninskega načrta.Prijave sprejemamo do 20. 9. 2020.Prijave sprejemamo preko portala MojeDelo.com."
Vodja pisarne/Poslovni sekretar,https://www.mojedelo.com/vodja-pisarneposlovni-sekretar/d-501166?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,BV Finančna Skupina d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/vodja-pisarneposlovni-sekretar/d-501166?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Vodja pisarne/Poslovni sekretar    Zaposlitven oglas - Vodja pisarne/Poslovni sekretarVodja pisarne – zaposlitev za polni delovni časKraj dela: LjubljanaBV Finančna Skupina d.o.o.BV Finančna Skupina d.o.o. je ekspertna pisarna slovenskih strokovnjakov z bogatimi mednarodnimi izkušnjami s področja:finančnega svetovanja,vrednotenja in prestrukturiranja podjetij,skrbnih pregledov in strateškega svetovanja,posredovanja, ocenjevanja in prodaje premičnega premoženja.Naše področje dela obsega finančno, poslovno, nepremičninsko, računovodsko, pravno in davčno svetovanje. Delamo v poslovnem okolju z najboljšimi slovenskimi in tujimi podjetji, kjer so spremembe vsakodnevne in zahtevajo dinamične odzive ter hitre in pravilne povratne informacije vodstvu strank.BV Finančna Skupina d.o.o. je članica naslednjih strokovnih združenj: Slovenski inštitut za revizijo, Zbornica davčnih svetovalcev Slovenije, GZS – zbornica za nepremičnine, Združenje nadzornikov Slovenije, Združenje manager, Poslovno združenje BNI Mostovi. V svojo sredino vabimo osebo, ki bo delovala kot vodja pisarne in desna roka direktorju. Naloge in odgovornosti:skrb za organizacijo in urejenost pisarne,opravljanje administrativnih nalog,skrb za poslovno dokumentacijo,lektoriranje in urejanje dokumentov,priprava ponudb, sprejemanje naročil,pregled zalog pisarniškega materiala in naročanje,motiviranje ekipe,izvajanje osnovnih marketinških aktivnosti,organizacija sestankov,priprava dopisov in vodenje evidenc,pomoč pri oddajanju poročil, analiz in prezentacij, priprava, prevzem in oddaja pošte,priprava potnih nalogov,komunikacija z dobavitelji, s poslovnimi strankami in partnerji,pisanje zapisnikov na internih sestankih,ostale naloge po navodilih vodstva.Delovni čas:8:00 do 16:00.Pričakujemo:vsaj (VII.) stopnjo strokovne izobrazbe; smer poslovni sekretar ali druge ustrezne smeri, prednost študij Ekonomije – finance, vsaj 2 leti delovnih izkušenj na podobnem delovnem mestu,odlično poznavanje uporabniškega orodja MS Office,odlično ustno in pisno komunikacijo v slovenskem in tudi angleškem jeziku (ostali tuji jeziki predstavljajo prednost),ciljno usmerjenost, natančnost, samoiniciativnost, spodobnost analitičnega razmišljanja,usmerjenost k doseganju zastavljenih ciljev,odlične organizacijske sposobnosti,samostojnost in samoiniciativnost/proaktivnost,sposobnost timskega dela,natančnost,urejenost in pozitivna naravnanost,odgovornost,dinamičnost in fleksibilnost,vozniški izpit B kategorije.Prednost imajo kandidati, ki so si domači tudi s finančnim svetom. Zaželene so tudi sledeče kompetence:zanesljivost in odgovornost,etičnost,samoiniciativnost,sodelovanje z drugimi,usmerjenost na stranko,celovit pregled,govorna in pisna komunikacija,visoka hitrost tipkanja,sposobnost hitrega preklopa med opravili,sposobnost usklajevanja,koordinacija pri projektnem delu,reševanje problemov,razreševanje kriznih situacij,uvajanje sprememb,inovativnost,razumevanje in obvladovanje čustev,upravljanje procesov.Ponujamo:ustvarjalno delovno okolje, osebno rast,samostojnost pri delu,delo v pozitivnem, mladem in povezanem kolektivu.Oblika zaposlitve ali sodelovanja:Ponujamo zaposlitev za določen čas (1 leto), s poskusno dobo 3 mesecev in možnostjo kasnejše zaposlitve za nedoločen čas.Prosimo, da svoj CV, motivacijsko pismo in reference pošljete na elektronski naslov crtcasar@bvfg.si www.bvfg.si"
Strokovnjak za obračun plač (m/ž),https://www.mojedelo.com/strokovnjak-za-obracun-plac-mz/d-501455?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,OBI d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/strokovnjak-za-obracun-plac-mz/d-501455?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec-svetovalec za vrt    Velik izzivBiti prvi, ne tisti, ki sledi drugim. To je težnja družbe OBI. Naš recept za uspeh je nenehno odkrivanje novih poti. V Sloveniji smo med vodilnimi trgovskimi centri z gradbenim materialom in potrebščinami za domače mojstre. V Evropi se uvrščamo v sam vrh. V 11 evropskih državah domači mojstri v več kot 655 trgovskih centrih OBI najdejo prav to, kar iščejo. Kakovost, izbiro, nasvet in pomoč. Za to se vsak dan s skupnimi močmi trudi več kot 48.000 prizadevnih sodelavcev. Poleg tega OBI nudi najboljše možnosti za napredovanje, mednarodne perspektive in intenzivne programe dodatnega izobraževanja. Iščemo ljudi, ki si uspeh želijo deliti skupaj z nami.Za naš trgovski center OBI Ljubljana - centrala iščemo sodelavca za delovno mesto:Strokovnjak za obračun plač (m/ž)za polni delovni čas, določen čas 12-ih mesecev, s 3 meseci poskusne dobe Iščete delo v dinamičnem timu? Vas veseli delo z ljudmi? Imate izkušnje iz prodaje ali celo iz področja sam svoj mojster? Bi želeli postati del naše ekipe? Če ste na vprašanja odgovorili pritrdilno se prijavite na prosto delovno mesto strokovnjaka za obračun plač, razpisano za OBI Ljubljana - centrala.Vaše naloge:Priprava in obdelava podatkov in obračun dohodkov iz delovnega razmerja in ostalih pogodbenih razmerij; Nadzor nad obračunom dohodkov iz delovnega razmerja ter skrb za pravilnost ter skladnost z zakonodajo in predpisi; Ažuriranje kadrovskih evidenc in evidenc povezanih z dohodki iz delovnega razmerja; Poročanje inštitucijam v zvezi z izplačilom dohodkov iz delovnega razmerja; Priprava in obdelava različnih statističnih informacij v zvezi s kadrovsko administracijo; Spremljanje zakonodaje na kadrovskem področju in področju obračuna dohodkov iz delovnega razmerja; Podpora pri izvajanju HR aktivnosti znotraj družbe.Vaš profil:Dokončana V. stopnja izobrazbe družboslovne, ekonomske oz. podobne smeri; Zaželeno osnovno znanje s področja obračuna plač; Aktivno govorite angleški jezik; Ste odgovorni in pri delu lojalno ravnate z zaupnimi informacijami; Dobro poznate delo z računalnikom (MS Office); Ste samostojni, zavzeti ter natančni pri delu; Imate željo po skupinskem delu; Posedujete odlične komunikacijske in organizacijske sposobnosti.Navdušeni? Potem se nemudoma prijavite preko zaposlitvenega portala alipreko e-naslova zaposlitev@obi.si. Prijavi priložite življenjepis v slovenskem inangleškem jeziku ter ostalo dokumentacijo, na podlagi katere si bomo lahkoustvarili pravo sliko o vašem dosedanjem razvoju."
Strokovnjak v računovodstvu (m/ž),https://www.mojedelo.com/strokovnjak-v-racunovodstvu-mz/d-501457?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,OBI d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/strokovnjak-v-racunovodstvu-mz/d-501457?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec-svetovalec za vrt    Velik izzivBiti prvi, ne tisti, ki sledi drugim. To je težnja družbe OBI. Naš recept za uspeh je nenehno odkrivanje novih poti. V Sloveniji smo med vodilnimi trgovskimi centri z gradbenim materialom in potrebščinami za domače mojstre. V Evropi se uvrščamo v sam vrh. V 11 evropskih državah domači mojstri v več kot 655 trgovskih centrih OBI najdejo prav to, kar iščejo. Kakovost, izbiro, nasvet in pomoč. Za to se vsak dan s skupnimi močmi trudi več kot 48.000 prizadevnih sodelavcev. Poleg tega OBI nudi najboljše možnosti za napredovanje, mednarodne perspektive in intenzivne programe dodatnega izobraževanja. Iščemo ljudi, ki si uspeh želijo deliti skupaj z nami.Za naš OBI Centrala iščemo sodelavca za delovno mesto:Strokovnjak v računovodstvu (m/ž)za polni delovni čas, določen čas 12-ih mesecev, s 3 meseci poskusne dobe, z možnostjo zaposlitve za nedoločen čas.Vaše naloge:Zagotavljanje vseh potrebnih računovodskih procesov na operativni ravni; Predstavljanje računovodskih in upravnih interesov družbe; Izvedba letnih in mesečnih zaključkov v določenem roku; Zagotavljanje informacij in poročil za notranje in zunanje uporabnike; Spremljanje predpisov na področju računovodstva, financ in davčnega področja; Delovanje v skladu z zakoni na področju računovodstva; Podpora pri sodelovanju z revizijami in davčnimi inšpekcijami; Podpora pri izdelavi računovodskih izkazov s pojasnili; izdelava letnega poročila družbe; Izdelava različnih statističnih poročil na podlagi zahtev Statističnega urada RS; Priprava poročil za različne inštitucije; Kontrola in izvedba internih organizacijskih navodil.Vaš profil:Imate dokončano vsaj V. stopnjo izobrazbe ekonomske smeri,Aktivno govorite angleški jezik;Imate 1-2 leti delovnih izkušenj na enakem področju;Dobro poznate računovodske procese v skladu z lokalnimi in mednarodnimi računovodskimi standardi;Dobro poznate in obvadate delo s številčnim sistemom;Poznate delo z računalnikom (MS Office + SAP/FI);Ste samostojni, zavzeti in delovno motivirani;Ste sposobni podpirati vodstvo ter delovati v ekipi;Posedujete dobre komunikacijske sposobnosti.Navdušeni? Potem se nemudoma prijavite preko zaposlitvenega portala alipreko e-naslova zaposlitev@obi.si. Prijavi priložite življenjepis v slovenskem inangleškem jeziku ter ostalo dokumentacijo, na podlagi katere si bomo lahkoustvarili pravo sliko o vašem dosedanjem razvoju."
Proizvodni delavec v Lipnici (m/ž),https://www.mojedelo.com/proizvodni-delavec-v-lipnici-mz/d-501446?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,Naton d.o.o.,Lipnica,m/ž,https://www.mojedelo.com/proizvodni-delavec-v-lipnici-mz/d-501446?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mi imamo službo za vas!   Proizvodni delavec v Lipnici (m/ž)     Opis delovnega mesta - delo na proizvodnji liniji – dela se lahko stoje ali sede- delo na sestavi - delo je sedeče- delavec se rokuje z različnimi materiali (plastika, kovina, steklo, žarnica, elektronske komponente - vezje, baterije)- delo v pakirnici - delo je stoječe. Delavec se rokuje s končnim izdelkom + materiali, ki so potrebni za pakiranje izdelka (kartonska embalaža, navodila, garancije...)- delo poteka v čistem ESD okolju, kjer je zahtevana uporaba ESD zaščitne opreme. Vsa dela se izvajajo v rokavicah    Pričakujemo - pripravljenost na delo v dveh ali treh izmenah-izkušnje z delom v proizvodnji-ročne spretnosti   Nudimo - delo v moderni proizvodnji- dvo ali tri izmensko delo- delo za določen čas z možnostjo dolgoročnega sodelovanja     Naton d.o.o.  Cesta 24. junija 25, 1231 Ljubljana - Črnuče, Slovenija  t: +386 1 563 14 40; e: zaposlitev@naton.si"
Prodajalec (m/ž) v Hipermarketu Kranj Primskovo,https://www.mojedelo.com/prodajalec-mz-v-hipermarketu-kranj-primskovo/d-498168?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,05.08.2020,Mercator d.d.,Kranj Primskovo,m/ž,https://www.mojedelo.com/prodajalec-mz-v-hipermarketu-kranj-primskovo/d-498168?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    K sodelovanju vabimo nove sodelavce za delo na delovnem mestuPRODAJALEC (m/ž) v Hipermarketu Kranj Primskovo Vaše delo bo zajemalo: prodajo blaga,svetovanje kupcem o prodajnih artiklih in možnostih plačila, opravljanje blagajniškega poslovanja in vodenje blagajniške dokumentacije,zlaganje in sortiranje blaga ter pripravljanje blaga in prodajnega prostora za prodajo,vodenje predpisanih evidenc in zahtevane dokumentacije, označevanje blaga z maloprodajnimi cenami in predpisano dokumentacijo,spremljanje stanja zalog, evidenco kritičnih rokov,opravljanje količinskih in kakovostnih prevzemov blaga, zagotavljanje prijazne in strokovne storitve.K prijavi vabimo kandidate, ki imajo dokončano najmanj IV. stopnjo izobrazbe.Zaželeno je, da:imate izkušnje z delom v trgovini,vas veseli delo z ljudmi,ste vestni in zanesljivi,ste pozitivno naravnani in znate to prenašati tudi na druge ljudi,pripravljeni za učenje in nova znanja v okviru delovnega mesta.Kaj pa lahko vi pričakujete od nas ?zaposlitev pri največjem delodajalcu v Sloveniji,redno plačilo ter višji regres kot ga določa Kolektivna pogodba trgovine,vplačevanje premije za dodatno pokojninsko zavarovanje ter druge ugodne oblike zavarovanj,variabilno nagrajevanje,možnost koriščenja počitniških enot,uvajanje z mentorjem,dinamično delo,možnost osebnega in strokovnega razvoja.Pogoj za sklenitev pogodbe o zaposlitvi je tudi potrdilo o nekaznovanosti, ki ga morate dostaviti do podpisa pogodbe.Pogodbo o zaposlitvi bomo sklenili za nedoločen čas, s 3-mesečnim poskusnim delom.Vaše prijave na prosto delovno mesto z življenjepisom in dokazili o izpolnjevanju pogojev pošljite preko spletnega obrazca.Za potrebe zakonskega obveščanja vas vljudno prosimo, da v zaposlitveni vlogi navedete kontaktni elektronski naslov.Vse prijave bomo obravnavali z najvišjo stopnjo diskretnosti.Prijave pričakujemo do 31.8.2020"
Vodja projektov (m/ž),https://www.mojedelo.com/vodja-projektov-mz/d-501048?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.08.2020,10:33,20.08.2020,Smart NARIS d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/vodja-projektov-mz/d-501048?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Programer / programerka     Vodja projektov m/žKaj ustvarjamo?V Smart Naris razvijamo vodilno slovensko platformo za e-izobraževanje Smart Arena. Našim uporabnikom želimo olajšati dostop do znanja in jim nuditi vrhunsko uporabniško izkušnjo. Smo v čudovitem času digitalizacije izobraževalnih procesov. The only way is up. Za dosego zastavljenih ciljev potrebujemo soigralca, ki bo pripravljen na top izzive v super ekipi. And yes, we work hard to make that happen. Trenutno smo z našo rešitvijo prisotni v Sloveniji in na Hrvaškem.Vrednote, ki jih živimo in iščemo:Imaš duh eksperimentiranja. Plazi, hodi, teči. Na žalost ni rutine :)Si ekipni igralec. Razumeš da tvoj ego lahko sprejeme različna mišljenja.Si samoiniciativen, čutiš odgovornost do dobro opravljenega dela.Veseli te optimizacija in avtomatizacija procesov.Delati v mladi inovativni ekipi ti je gušt.In seveda najpomembneje, si pozitivist in lačen stalnega učenje in rasti.Opis delaV ekipo vabimo Vodjo projektov, ki bo skrbel za izvedbo projektov razvoja e-tečajev, koordiniral interno in zunanjo ekipo ter živel proces vsakodnevnih izboljšav.Tvoje naloge bodo:razvoj projektov e-izobraževanjaskrb za koordinacijo in vodenje projektov ter projektnega timapriprava terminskih planov ter načrtovanje aktivnosti skladno z zastavljenimi rokispremljanje izvajanja planiranih aktivnostikomunikacija s člani projektne ekipe ter naročniki in skrb za njihovo zadovoljstvofinančni nadzor poteka projektovpriprava poročil in poročanje o stanju projektov širjenje ekipe izdelovalcev e-tečajevpogajanja, priprava ter sklepanje pogodb z novimi projektnimi članioptimizacijo internih procesovŽelena znanja in sposobnosti:vsaj 2 leti izkušenj iz projektnega vodenjasposobnost in izkušnje z vodenjem ekipeciljna usmerjenost, občutek za delo z ljudmi samostojnost in proaktiven pristopodlično poznavanje orodij za projektno vodenje (Excel, Asana, Trello)močne komunikacijske, organizacijske in pogajalske sposobnostikritično razmišljanjesmisel za humor in zmožnost iskanja rešitev v situacijah, ko projekt ne gre po planuZ mestom v ekipi pridobiš:konkurenčno plačilo skladno s tvojim znanjem in predhodnimi izkušnjamizaposlitev za nedoločen stabilnem podjetju z vodilnim položajem na trguveliko mero samostojnostiraznoliko, dinamično, zanimivo delo ter sproščeno pozitivno delovno vzdušje v mladem kolektivumentorstvo in strokovno podporozunanja izobraževanja in konferenceDodatne ugodnosti?Med ostalim tudi petkov špricer v kafiču pod pisarno, dnevno skupna kosila, team building srečanja, namizni nogomet in ostalo kar se spomnimo (tudi ti kaj lahko doprineseš). Vaše prijave sprejemamo na enaslov: kadri@smartnaris.si"
