VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Upravljalec stroja (m/ž),https://www.mojedelo.com/upravljalec-stroja-mz/d-481914?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,11.12.2019,DS Smith Slovenija d.o.o.,Logatec,m/ž,https://www.mojedelo.com/upravljalec-stroja-mz/d-481914?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"vodjo vzdrževanja v DS Smith     Podjetje DS SMITH Slovenija d.o.o. objavlja prosta delovna mesta:Upravljalec stroja m/žPodjetje DS Smith Slovenija d.o.o., s poslovnimi enotami v Brestanici, Logatcu in na Rakeku je proizvajalec valovitega kartona in embalaže iz valovitega kartona. Mednarodna grupacija DS Smith, ki ji podjetje pripada, ima sedež v Londonu, preko 250 proizvodnih obratov v 37 državah in zaposluje preko 28.500 sodelavcev. K sodelovanju vabimo nove sodelavce, ki se bodo hitro vključil v aktivnosti na področju upravljanja strojev v proizvodnji. Pričakujemo osebe, ki se bodo v dinamičnem okolju odlično znašli in s svojim pozitivnim pristopom prispevali k odličnemu delovanju tima. Področje dela:priprava in nastavitve stroja za obratovanje v skladu s prejeto dokumentacijoizdelava serij v predpisani kvaliteti, količini in roku izdelaveustrezno, vestno in pravilno ravnanje z orodji, s strojem, materialom, repromaterialom ter pomožnim materialom priprava palet in opremljanje paletiziranih izdelkov s končnimi listi ter ostalo skladno s predpisanimi zahtevami v tehnološki dokumentacijipregled in nadzorovanje delovanja linijezagotavljanje spoštovanja pravil varnega in zdravega dela, izvajanja ukrepov za zagotavljanje aktivnosti požarne varnosti. K sodelovanju vabimo, odgovorne, kreativne, ambiciozne kandidate od katerih pričakujemo:vsaj nižjo poklicno izobrazbo (zaželena tehnična smer – strojna, mehatronik ali elektro)aktivno pisno in ustno znanje slovenskega jezikanatančnost, iznajdljivost, samoiniciativnost in usmerjenost k razultatom odgovoren odnos do dela in materialnih dobrin podjetja.Nudimo:delo v dinamičnem mednarodnem podjetju, ustrezno usposabljanje začetnikov v naši branžiustrezno plačilo z vsemi dodatki, božičnica, stimultivno nagrajevanje, možnost napredovanjazagotovljeno varno in zdravo delovno okoljedolgoročno sodelovanje sklenitev delovnega razmerja za določen čas z možnostjo podaljšanja za nedoločen čas.Delovna mesta se nahajajo v PE Logatec, Tržaška 1, Logatec. Če ste se prepoznali v razpisu, vas vabimo, da svoje prijave z življenjepisom posredujete do 31. januarja 2020 na naslov: tajnistvo.slovenija@dssmith.com"
Samostojni računovodja,https://www.mojedelo.com/samostojni-racunovodja/d-472235?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,11.12.2019,Mibra d.o.o.,Hoče,m/ž,https://www.mojedelo.com/samostojni-racunovodja/d-472235?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Komercialist v prodaji          SAMOSTOJNI RAČUNOVODJAIščemo samostojnega računovodjo (ženska ali moški), (zaradi pričakujočega odhoda dosedanjega v pokoj), zaželeno je, da je oseba iz Maribora ali okolice.Delovne izkušnje:najmanj 10 let kot samostojni računovodja v srednje velikem podjetju.Podjetje ponuja kandidatom:delo v urejenem delovnem okolju za nedoločen čas.pomoč pri uvajanju v delo podjetjastimulativen osebni dohodekposkusna doba 3 mesecePrijave sprejemamo preko portala mojedelo.com.www.mibra.si"
Komercialist v prodaji,https://www.mojedelo.com/komercialist-v-prodaji/d-472234?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,11.12.2019,Mibra d.o.o.,Domžale,m/ž,https://www.mojedelo.com/komercialist-v-prodaji/d-472234?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Komercialist v prodaji          KOMERCIALIST V PRODAJI(PE DOMŽALE)Naloge:izpolnjevanje plana prodajeoskrbovanje že obstoječih strankiskanje novih potencialnih strankprezentacija podjetja in izdelkov pri kupcihpospeševanje prodaje na domačem trguPričakovanja:izkušnje na področju veleprodaje minimalno 3 letaizobrazba najmanj 6. stopnjeambicioznost za doseganje ciljev v prodajisamostojnost pri delukomunikacijske sposobnosti,profesionalni pristop,prepričljivost,prilagodljivost in volja do delaPodjetje ponuja kandidatom:delo v urejenem,stabilnem podjetjudinamično delo v mladem kolektivuzaposlitev za nedoločen čas s trimesečnim poskusnim delomstimulativni osebni dohodek in nagrajevanje za uspešnostwww.mibra.si"
Telefonist za izterjave m/ž,https://www.mojedelo.com/telefonist-za-izterjave-mz/d-482341?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,RENTIUM d.o.o.,Izola,m/ž,https://www.mojedelo.com/telefonist-za-izterjave-mz/d-482341?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Podjetje Rentium d.o.o smo hitro prilagodljivo in učinkovito podjetje, pokriva širok spekter zaposlitev / delovnih mest v Sloveniji in Avstriji: zidarji, tesarji, proizvodni delavci, žerjavisti, pomožni gradbeni delavci, varilci (TIG, MIG/MAG, CO2), monterji klima naprav, monterji kovinskih konstrukcij, elektroinštalaterji, ključavničarji, orodjarji, ličarji, komunalni delavci, konstruktorji.  Z bogatimi izkušnjami pri posredovanju delovne sile in najnovejših rešitev, smo partner, ki mu lahko zaupate k stranki usmerjene rešitve, ki pozitivno vplivajo na učinkovitost vašega poslovanja ter posledično na vaše poslovne rezultate. Vaše življenjepise sprejemamo na mail info@rentium.si.   Telefonist za izterjave m/ž Opis delovnega mesta: Za našega naročnika s Primorske iščemo kandidate za delo - telefonist za izterjave (m/ž):Kontaktiranje strank v italijanskem jeziku in vnašanje podatkov v računalniški program.- kontakt in prijave: ga. Airin Bandelj, a.bandelj@advtrade.it Pričakujemo: - odlično znanje italijanskega jezika - delo poteka v italijanskem jeziku- dobre komunikacijske sposobnosti- timska naravnanost- poznavanje računalnika in dela s telefonom Nudimo: - skrajšani delovni čas 30 ur tedensko ali polni delovnik 40 ur tedensko- zaposlitev je za določen čas s poskusno dobo in možnostjo zaposlitve za nedoločen čas- zaposlitev v mednarodnem podjetju in prijetnem kolektivu"
Aplikativni programer m/ž,https://www.mojedelo.com/aplikativni-programer-mz/d-482496?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,Manpower d.o.o.,Pomurska,m/ž,https://www.mojedelo.com/aplikativni-programer-mz/d-482496?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Za našega naročnika, uspešno podjetje iz področja postavitev proizvodnih linij iščemo » Aplikativnega programerja m/ž«. K sodelovanju vabimo: Aplikativni programer m/ž  Opis delovnega mesta -    Optimizacija obstoječe proizvodne linije-    Testiranje strojev in proizvodne linije na območju družbe in na terenu-    Spremljanje razvoja in izobraževanja na področju industrijskih sistemov za avtomatizacijo, vizualizacijo in komunikacijo-    Aplicira sistemske programe ter jih uporabi in prilagodi za konkretne rešitve v avtomatizaciji-    Zagotavlja točnost in popolnost podatkov v informacijskem sistemu-    Zagotavlja podporo montaži pri elektro-montažnih delih na območju družbe in na terenu-    Spremljanje razvojnih smernic branže-    Sodelovanje pri razvojnih usmeritvah družbe-    Podajanje predlog za razvoj novih izdelkov in aplikacij, povratne informacije o spremembah programa na terenu-    Uporabljanje novo razvitih aplikacij razvojnih programerjev družbe-    Nudenje tehnične podpore strankam-    Daje predloge za izboljšanje tehnično-tehnološke dokumentacije-    Podaja predloge za povečanje učinkovitosti dela-    Spoštuje predpise s področja varstva pri delu Pričakujemo -    Vsaj VI stopnjo izobrazbe ustrezne smeri-    Aktivno znanje angleškega jezika-    Predhodne izkušnje iz programiranja strojegradnje-    Dela po navodilih nadrejenega v okviru družbe in na terenu-    Izvaja aktivnosti skladno z internimi akti delodajalca in vodi predpisane evidence-    Fleksibilnost in prilagodljivost  Nudimo -    Novemu sodelavcu nudimo pogodbo za nedoločen čas s poskusnim delom -    Delo v mednarodnem okolju -    Stimulativno plačilo za delo ter možnost nadaljnjega poklicnega in osebnega razvojaVaše prijave z življenjepisom oddajte preko portala ali posredujte na e-mail. anamarija.iglicar@manpower.si s pripisom »Aplikativni programer m/ž« ali pokličite na telefon 051 307 836.  Več informacij na www.manpower.si"
"Linijski vzdrževalec, ključavničar v proizvodnji",https://www.mojedelo.com/linijski-vzdrzevalec-kljucavnicar-v-proizvodnji/d-482505?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,AGENCIJA AGADO d.o.o.,"Boreci, Križevci pri Ljutomeru ",m/ž,https://www.mojedelo.com/linijski-vzdrzevalec-kljucavnicar-v-proizvodnji/d-482505?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Proizvodni delavec v brizganju gumi-tehničnih izdelkov    Delovno mesto:Linijski vzdrževalec, ključavničar v proizvodnjiKraj dela: Boreci, Križevci pri Ljutomeru V Skupini AGADO si prizadevamo povezovati najboljše ljudi z najboljšimi delovnimi mesti.  Prioriteto nam predstavljajo zadovoljni in uspešni zaposleni. Zato se trudimo nuditi delovno okolje, optimalno za osebnostno in karierno rast naših sodelavcev.Naš naročnik je inovativno podjetje za razvoj gradbenih materialov iz Ormoža. Zaradi uspešnega razvoja in rasti ponuja dodatna prosta delovna mesta, profila: Ključavnicar v proizvodnji. Tvoje delo bo obsegalo:Izdelava in montaža ključavniških elementov iz kovinskih in nekovinskih materialov,vzdrževanje strojev in naprav: preventivno vzdrževanje, kurativno vzdrževanje,ključavničarska dela (varjenje, struženje, brušenje, oblikovanje,…). Pričakujemo:OBVEZNO: vsaj 1 leto delovnih izkušenj na primerljivem delovnem mestu – izkušeni kandidati imajo prednost,Vsaj IV. stopnja izobrazba tehnične smeri (dokončana elektro, strojna ali primerljiva smer), osnovno znanje uporabe MS Office-a, samostojnost in odgovornost pri delu, prilagodljivost,komunikativnost, timsko delo, natančnost, resnost in odgovornost.Nudimo:Delo s polnim delovnim časom,organizirano delo,stimulativno plačilo (premije),poskusno delo: 2 meseca,zaposlitev za določen čas z možnostjo podaljšanja. Na delovno mesto se prijavite s krajšim življenjepisom, ki ga pošljete na e-naslov gtu@job.talentlyft.com, do vključno 05.01.2019."
Lek d.d. - Splošni oglas DECEMBER (m/ž),https://www.mojedelo.com/lek-dd-splosni-oglas-december-mz/d-482229?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,ADECCO H.R. d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/lek-dd-splosni-oglas-december-mz/d-482229?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Adecco H.R., kadrovsko svetovanje d.o.o. je vodilna slovenska agencija za zaposlovanje in je tudi največje tovrstno podjetje na svetu. Iskalcem zaposlitve ponujamo tako začasna dela, kot redno zaposlitev. Smo fleksibilni in znamo prisluhniti individualnim željam in potrebam. Več o nas si preberite na www.adecco.si.    Iščemo kandidate za prosto delovno mesto: Lek d.d. - Splošni oglas DECEMBER (m/ž)  Opis delovnega mesta: Razpis na prosta delovna mesta - Lek d.d., Ljubljana in MengešVsak med nami si želi delati v podjetju, ki je v nečem najboljše na svetu. Podjetje Lek je to priznanje že večkrat dobilo. Lek član skupine Sandoz je prejel ekskluzivni certifikat za najboljšega zaposlovalca v Evropi v letu 2017 – »Top Employer Europe 2017«. Besede vodstva v podjetju Lek: »Naši zaposleni so temelj našega uspeha in prioriteta našega podjetja. Pri našem delu se ravnamo v skladu z našimi vrednotami: inovativnost, kakovost, sodelovanje, delovna uspešnost, pogum in integriteta.« Iščemo osebe, ki jih privlačijo izzivi in sodelovanje pri proizvodnji visoko kakovostnih zdravil. Zaposlenim ponujamo:- prijetno in varno delovno okolje,- dolgoročno sodelovanje,- kompenzacijski finančni paket (bonus na delovno uspešnost, regres in božičnica),- nenehno strokovno usposabljanje in razvoj,- možnost osebnega in strokovnega razvoja,- družini prijazno podjetje.Od vas pričakujemo:- odgovornost, vestnost in zanesljivost,- natančnost in odgovornost,- pozitivno naravnanost,- veselje do dela v timu in zmožnost samostojnega dela,- pripravljenost za učenje in nova znanja.Pogoji za zaposlitev:- srednješolska izobrazba (V.), - prednost dajemo tehničnim in naravoslovnim izobrazbam,- zmožnost dela v 3. ali 4. izmenah,- tekoče znanje slovenskega jezika (pisno in ustno).Odprta delovna mesta v proizvodnji, delovno mesto Operater v podjetju Lek na oddelkih:- Granuliranje (Trdni izdelki)- PIP Pelete (Trdni izdelki)- Oblaganje (Trdni izdelki)- Raztehtovalnica (Trdni izdelki)- Vizualna in optična kontrola (Aseptika)- Ampule in Viale (Aseptika)- Tekoči izdelki (Aseptika)- Mengeš Delovne naloge:- izvajanje operacij v procesu proizvodnje farmacevtskih izdelkov po predpisanih postopkih,- izvajanje potrebnih kontrol,- popis tehnološkega postopka, - tehnološko pripravo dela,- samostojno delo,- spremljanje procesa dela in podajanje predlogov za izboljšave,- skrb za čistočo strojev, - linij oz. njihovih delov,druge naloge po navodilih nadrejenega. V kolikor vas zanima delo v proizvodnji v podjetju Lek d.d., vas vabimo, da svojo prijavo z življenjepisom posredujete preko povezave. PRIJAVI SE.     Je to pravo delo za vas? Odlično! Vabimo vas, da svojo prijavo, skupaj z življenjepisom, posredujete preko povezave: Prijavi se zdaj."
Sortirec (m/ž),https://www.mojedelo.com/sortirec-mz/d-482376?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,ADECCO H.R. d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/sortirec-mz/d-482376?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Adecco H.R., kadrovsko svetovanje d.o.o. je vodilna slovenska agencija za zaposlovanje in je tudi največje tovrstno podjetje na svetu. Iskalcem zaposlitve ponujamo tako začasna dela, kot redno zaposlitev. Smo fleksibilni in znamo prisluhniti individualnim željam in potrebam. Več o nas si preberite na www.adecco.si.    Iščemo kandidate za prosto delovno mesto: Sortirec (m/ž)  O podjetju: Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.   Opis delovnega mesta: Naš naročnik je večje slovensko podjetje, ki se ukvarja z zbiranjem odpadnih surovin. Enota v Ljubljani v svoj kolektiv vabi nove sodelavce za delovno mesto ""Sortirec (m/ž)"".Opis delovnega mesta- opravljanje vseh del na ročni in strojni pripravi materiala, - sortiranje materialov po vrstah, kakovosti in uporabnosti, - sortiranje kovine po barvi in kvaliteti,- skrb za primerno skladiščenje materiala,- druge naloge po navodilih nadrejenega.   Pričakujemo: - resnost in pripravljenost za delo.   Nudimo: - delovno mesto je v Ljubljani,- urnik dela je triizmenski,- pričetek dela je možen takoj, - nudimo redno zaposlitev za določen čas, z možnostjo dolgoročnega sodelovanja ter delo v urejenem podjetju.V kolikor se v opisanem prepoznate, vsa vabimo, da v desnem zgornjem kotu kliknete na gumb »Prijavi se«. Za več informacij lahko pokličete na telefonsko številko 051-376-384 (Samanta).    Je to pravo delo za vas? Odlično! Vabimo vas, da svojo prijavo, skupaj z življenjepisom, posredujete preko povezave: Prijavi se zdaj."
Strojnik - upravljalec strojev (m/ž),https://www.mojedelo.com/strojnik-upravljalec-strojev-mz/d-482377?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,ADECCO H.R. d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com/strojnik-upravljalec-strojev-mz/d-482377?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Adecco H.R., kadrovsko svetovanje d.o.o. je vodilna slovenska agencija za zaposlovanje in je tudi največje tovrstno podjetje na svetu. Iskalcem zaposlitve ponujamo tako začasna dela, kot redno zaposlitev. Smo fleksibilni in znamo prisluhniti individualnim željam in potrebam. Več o nas si preberite na www.adecco.si.    Iščemo kandidate za prosto delovno mesto: Strojnik - upravljalec strojev (m/ž)  O podjetju: Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.   Opis delovnega mesta: Naš naročnik je večje slovensko podjetje, ki se ukvarja z zbiranjem odpadnih surovin. Enota v Ljubljani v svoj kolektiv vabi nove sodelavce za delovno mesto ""Strojnik - upravljalec strojev (m/ž)"".Opis delovnega mesta- opravljanje dela na strojih za pripravo in predelavo materiala,- urejanje pripravljenega in obdelanega materiala,- pravilni naklad, razklad materialov,- sortiranje in ločevanje materialov po kvaliteti, vrsti,- dnevna in tedenska kontrola strojev vključno z evidencami,- preventivno vzdrževanje strojev in naprav,- upravljanje viličarja,- skrb za urejenost delovnega mesta,- druge naloge po navodilih nadrejenega.   Pričakujemo: - izpit za viličarja je prednost ni pa pogoj,- resnost in pripravljenost za delo.   Nudimo: - delovno mesto je v Ljubljani,- urnik dela je triizmenski, - pričetek dela je možen takoj, - nudimo redno zaposlitev za določen čas, z možnostjo dolgoročnega sodelovanja ter delo v urejenem podjetju.V kolikor se v opisanem prepoznate, vas vabimo, da v desnem zgornjem kotu kliknete na gumb »Prijavi se«. Za več informacij pokličite na telefonsko številko 051-376-384 (Samanta).    Je to pravo delo za vas? Odlično! Vabimo vas, da svojo prijavo, skupaj z življenjepisom, posredujete preko povezave: Prijavi se zdaj."
Operater CNC strojev (m/ž),https://www.mojedelo.com/operater-cnc-strojev-mz/d-482380?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,11.12.2019,02:31,10.12.2019,ADECCO H.R. d.o.o.,Radomlje,m/ž,https://www.mojedelo.com/operater-cnc-strojev-mz/d-482380?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Adecco H.R., kadrovsko svetovanje d.o.o. je vodilna slovenska agencija za zaposlovanje in je tudi največje tovrstno podjetje na svetu. Iskalcem zaposlitve ponujamo tako začasna dela, kot redno zaposlitev. Smo fleksibilni in znamo prisluhniti individualnim željam in potrebam. Več o nas si preberite na www.adecco.si.    Iščemo kandidate za prosto delovno mesto: Operater CNC strojev (m/ž)  O podjetju: Adecco H.R. d.o.o., vodilno mednarodno podjetje na področju upravljanja s človeškimi viri za svojega naročnika išče novega sodelavca/ko.   Opis delovnega mesta: Vas veseli delo s stroji in ste tehnično naravnani? Želite pridobiti delovne izkušnje in si zgraditi kariero znotraj uspešnega slovenskega podjetja, ki je usmerjen večinoma v izvoz?Uspešno podjetje, ki deluje na področju kovinske industrije, v svoj kolektiv vabi Operaterja CNC strojev (m/ž).Opis delovnega mesta- delo poteka v prvi in drugi izmeni,- priprava tehnologije,- poročanje o poteku del in problematike pri reševanju posameznih nalog,- izvajanje del in nalog pri posluževanju CNC in drugih obdelovalnih strojev,- preverjanje polizdelkov in izdelkov med procesom izdelave,- prepoznavanje in odpravljanje napak ob zastojih CNC naprav,- preventivni pregled strojev,- čiščenje CNC strojev in drugih obdelovalnih strojev,- izpolnjevanje zahtevanih obrazcev pri in med procesom dela na CNC ter drugih obdelovalnih strojih,- avtokontrola in kontrola izdelkov,- sodelovanje pri sestavi in montaži orodij oz. drugih strojnih elementov.   Pričakujemo: - končano tehnično izobrazbo ali ostale ustrezne smeri,- tehnično usmerjenost,- proaktivnost,- spretnost, natančnost ter vestnost pri delu.V kolikor se v opisanem prepoznate, vas vabimo, da v desnem zgornjem kotu kliknete na gumb »Prijava« in nam posredujete vašo prijavo in življenjepis. Vaše prijave bomo obravnavali diskretno. Za več informacij lahko pokličete na 051-376-384.   Nudimo: - delo za določen čas z možnostjo in željo po dolgoročnem sodelovanju,- delo v uspešnem slovenskem podjetju,- delo se nahaja v Radomljah,- vestnost in doslednost pri izpolnjevanju obveznosti delodajalca.    Je to pravo delo za vas? Odlično! Vabimo vas, da svojo prijavo, skupaj z življenjepisom, posredujete preko povezave: Prijavi se zdaj."
