VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
"1 x Prodajalka m/ž v NKD d.o.o. – Nova Gorica z okolico, polni delovni čas",https://www.mojedelo.com//1-x-prodajalka-mz-v-nkd-doo-nova-gorica-z-okolico-polni-delovni-cas/d-468974?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D77,04.09.2019,04:38,13.08.2019,NKD d.o.o.,Nova Gorica,m/ž,https://www.mojedelo.com//1-x-prodajalka-mz-v-nkd-doo-nova-gorica-z-okolico-polni-delovni-cas/d-468974?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D77,"1 x Prodajalka m/ž v NKD d.o.o. – Nova Gorica z okolico, polni delovni čas  Opis del in nalog:  - skrb za  stranke, pomoč  pri nakupu blaga oz. svetovanje- polnjenje  prodajnih polic in stojal,- prevzem blaga  in- skrb za urejenost poslovalnice.  Pogoji, ki jih morajo izpolnjevati prijavitelji na razpis:   - stopnja izobrazbe: IV. ali  V.- smer: trgovska, komercialna ali ekonomska- zahtevana dodatna znanja: osnovna računalniška znanja- delovne izkušnje: 0 let  Nudimo:  Zaposlitev za polni delovni čas, pogodba se sklepa za obdobje najmanj 3 mesecev.           Vaše prijave pričakujemo preko portala MojeDelo.com.  Drugih prijav ne bomo upoštevali."
"1x Prodajalka m/ž v poslovni enoti NKD d.o.o. – Vrhnika z okolico,  za krajši delovni čas 30 ur /tedensko",https://www.mojedelo.com//1x-prodajalka-mz-v-poslovni-enoti-nkd-doo-vrhnika-z-okolico-za-krajsi-delovni-cas-30-ur-tedensko/d-471135?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D6,04.09.2019,04:31,03.09.2019,NKD d.o.o.,Vrhnika ,m/ž,https://www.mojedelo.com//1x-prodajalka-mz-v-poslovni-enoti-nkd-doo-vrhnika-z-okolico-za-krajsi-delovni-cas-30-ur-tedensko/d-471135?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D6,"1x Prodajalka m/ž v poslovni enoti NKD d.o.o. – Vrhnika z okolico,  za krajši delovni čas 30 ur /tedensko  Opis del in nalog:  - skrb za  stranke, pomoč  pri nakupu blaga oz. svetovanje- polnjenje  prodajnih polic in stojal,- prevzem blaga  in- skrb za urejenost poslovalnice.  Pogoji, ki jih morajo izpolnjevati prijavitelji na razpis:   - stopnja izobrazbe:   IV. ali  V.- smer: trgovska, komercialna ali ekonomska- zahtevana dodatna znanja: osnovna računalniška znanja- delovne izkušnje: 0 let  Nudimo:  Zaposlitev za krajši delovni čas 30 ur /tedensko, pogodba se sklepa za obdobje najmanj 3 mesecev.           Vaše prijave pričakujemo preko portala MojeDelo.com.  Drugih prijav ne bomo upoštevali."
Account manager,https://www.mojedelo.com//account-manager/d-469745?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D58,04.09.2019,04:36,21.08.2019,Informa Studio d.o.o. - Internet Marketing Company,Ljubljana,m/ž,https://www.mojedelo.com//account-manager/d-469745?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D58,"Prodajnik / Account manager    Account manager (m/ž)Informa studio d.o.o. je del Informa skupine, enega vodilnih ponudnikov lead generation storitev na trgih Slovenije, Romunije, Hrvaške in Južnoafriške republike. Naše storitve uporablje tisoče podjetij, od malih in srednjih do velikih korporacij. Zaradi hitre rasti in uvedbe novih storitev iščemo okrepitve naše ekipe v Ljubljani. Iščemo Account Managerja poslovnih strank. Delo poteka v pisarni v središču Ljubljane preko telefona in elektronske pošte.Delovnik od ponedeljka do petka (8-16).Kaj dela Account Manager v Informi?Komunicira izključno s podjetji.Pridobiva nove stranke preko telefona in emaila.Skrbi za svoj portfelj strank.Izpolnjuje prodajne cilje.Koga iščemo?Odlične prodajalce.Zmožne sproščene komunikacije s podjetji prek telefona.Izkušnje v komerciali, telefonski prodaji ali prodaji na terenu.Ponujamo:Delo v pisarni v centru Ljubljane (Delova stolpnica).Fiksna začetna plača 1240 EUR bruto + prevoz + malica.Delo od ponedeljka do petka (8-16)Brezplačna kava v pisarni :)Zaposlitev za nedoločen čas.Prijave sprejemamo po e-pošti na mail: jobs@informastudio.com"
Administrator klicnega centra (m/ž),https://www.mojedelo.com//administrator-klicnega-centra-mz/d-469561?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D16,04.09.2019,04:32,01.09.2019,Interblock d.d.,Mengeš,m/ž,https://www.mojedelo.com//administrator-klicnega-centra-mz/d-469561?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D16,"Skladiščnik    ADMINISTRATOR KLICNEGA CENTRA (m/ž)OPIS DELOVNEGA MESTA:Vodenje vhodnih/izhodnih klicev in evidentiranje klicev. Vodenje zahtevkov javljenih preko elektronske pošte in evidentiranje zahtevkov v informacijski sistem. Odpiranje servisnih nalogov in delegiranje servisnih tehnikov.Pridobivanje povratnih informacij po pripravljenih skriptah in zagotavljanje potrebnih informacij servisnim tehnikom.Priprava podatkov za organizacijo poslovnih poti za servisne tehnike. Obdelava in zaključevanje servisnih nalogov.Obveščanje strank, servisnih tehnikov, prodajalcev in drugih oseb v organizaciji.Priprava poročil.Druge naloge po navodilu vodje.OD VAS PRIČAKUJEMO:Tekoče govorno in pisno sporazumevanje v angleškem jeziku.Delovne izkušnje v klicnih centrih oziroma s področji opisanih nalog.Dobre komunikacijske  in pisne sposobnosti.Sposobnosti izvajanja več nalog, določanja prioritet in učinkovitega upravljanja časa.NUDIMO VAM:zaposlitev za določen čas šestih mesecev s poskusno dobo ter kasneje možnost zaposlitve za nedoločen čas, triizmensko delo,zanimivo in dinamično delo, v podjetju, ki deluje v mednarodnem okolju, usposabljanja za potrebe delovnega mesta,urejeno delovno okolje,začetek dela je takoj oz. po dogovoru.Vse zainteresirane kandidate prosimo, da pošljejo prošnjo skupaj z življenjepisom v slovenskem in angleškem jeziku (obvezno) na careers@interblockgaming.com (v zadevo elektronske pošte obvezno navedite šifro: 130) do 30.09.2019."
Administrator - podpora v prodaji m/ž,https://www.mojedelo.com//administrator-podpora-v-prodaji-mz/d-468365?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D46,04.09.2019,04:35,26.08.2019,Manpower d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrator-podpora-v-prodaji-mz/d-468365?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D46,"Za našega naročnika, uspešno mednarodno podjetje, iščemo motivirano osebo , za delovno mesto ""Strokovni sodelavec v prodaji"" m/ž. K sodelovanju vabimo: Administrator - podpora v prodaji m/ž  Opis delovnega mesta - Podpora regionalni vodji prodaje- Upravljanje različnih leasing projektov- Pomoč pri pridobivanje novih strank, višanje učinkovitosti prodaje- Svetovanje v finančnih zadevah in zagotavljanje celotnih leasing storitev- Komunikacija s posredniki in pomoč pri pripravi pogodb- Odgovornost za natančno vzdrževanje evidenc strank Pričakujemo - Dokončana vsaj VI/1 stopnja izobrazba ekonomske smeri oz. druge ustrezne smeri- Delovne izkušnje na področju prodaje so prednost- Aktivno znanje angleškega jezika, znanje nemškega jezika predstavlja prednost- Dobro poznavanje MS Office orodij- Pripravljenost za učenje in pridobivanje novih znanj- Dobre komunikacijske in pogajalske sposobnosti Vse, ki ste se v oglasu prepoznali, vas vabimo, da oddate življenjepis v slovenskem in angleškem jeziku preko povezave ""PRIJAVI SE ZDAJ"" ali nam oddate prijave z življenjepisom v slovenskem in angleškem jeziku na melita.ursic@manpower.si ali pokličete na telefonsko številko 01 56 00 681. Nudimo - Delo v uspešnem kolektivu priznanega mednarodnega podjetja- Zaposlitev za določen čas, z možnostjo dolgoročnega sodelovanja- Urejeno in stabilno delovno okolje- Stimulativno plačilo in možnost osebnega ter profesionalnega razvoja- Različna izobraževanja   Več informacij na www.manpower.si"
Administrator v zobozdravstvem centru (m/ž),https://www.mojedelo.com//administrator-v-zobozdravstvem-centru-mz/d-470436?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D97,04.09.2019,04:40,28.08.2019,Ustna medicina d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrator-v-zobozdravstvem-centru-mz/d-470436?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D97,"Izobrazba V. - dokončana gimnazija in ostale štiriletne šole, VI./1 - višješolski strokovni programi, VI./2 - visokošolski strokovni programi / 1. bolonjska stopnja   Izkušnje 1-3 leta   Poskusna doba                      Ne                    Oblika zaposlitve redno, določen d. č.   Regija Osrednjeslovenska      Opis delovnega mesta Opis delovnega mesta   Ustna Medicina, d.o.o. išče administratorja in urejevalca posla v zobozdravstvenem kliniki, ki bi dopolnil tim k razvoju in napredku usmerjenih ustvarjalcev ustnega zdravja.- naročanje, sprejem in vodenje naših gostov- optimizacija in usklajevanje urnikov- splošna administrativna dela- naročanje pisarniškega materiala in opreme- organizacija obveznosti in usklajevanje urnika celotnega tima- obdelava obstoječe baze podatkov- pomoč pri izvajanju marketinških kampanj - izpolnjevanje dnevnih nalog, ki so nujne za nemoteno delovanje sodobnega zobozdravstvenega centra (pridobivanje podatkov, dokumentov, vodenje evidenc).      Kaj pričakujemo Kaj pričakujemo  Potrebujemo nekoga, ki :- je visoko organiziran, kritičen do sebe, osredotočen na detajle in razume pojma red in čistoča- uživa v timskem delu in se zaveda osebne odgovornosti- išče rešitve in ne izgovorov, zakaj se nekaj ne da narediti- živi v Ljubljani ali njeni bližnji okolici- dobro pozna okolje Windows, Microsoft Office (predvsem Word in Excel)- je zanesljiv in ne zamenjuje pojmov delati ter narediti- je radoveden, se rad uči in stremi k nenehnemu izpopolnjevanju ter osebni rasti- je komunikativen, sproščen in optimističen- je organiziran, natančen in ima visoka etična in moralna načela- zna delati tudi sam in je iznajdljiv- obvlada angleški jezik, zaželeno pa je tudi znanje enega od drugih tujih jezikov (nemščina/italijanščina/ruščina/španščina)      Kaj nudimo Kaj nudimo  Možnost nenehne osebne in poslovne rasti, dinamično okolje, kolektiv, kjer se vsi zavedajo pravih delovnih vrednost in odgovornosti.Prijave sprejemamo v elektronski obliki skupaj s sliko na naslov: recepcija@ustna-medicina.com"
Administrator/skladiščnik  ,https://www.mojedelo.com//administratorskladiscnik/d-468545?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D86,04.09.2019,04:39,08.08.2019,Naton d.o.o.,Kranj,m/ž,https://www.mojedelo.com//administratorskladiscnik/d-468545?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D86,"Mi imamo službo za vas!   Administrator/skladiščnik   Naš naročnik je podjetje, ki se ukvarja z iskanjem rešitev na področju predelave materialov, ki jih je težko ali skoraj nemogoče reciklirati.    Opis delovnega mesta - vnašanje podatkov- knjiženje,- izdaja računov, - delo na blagajni- komunikacija z drugimi enotami strankami,- delo na tehtnici: tehtanje materialov, vozil- delo na drobnem odkupu (tehtanje in določanje vrste materialov)   Pričakujemo - zanesljivost in motivacijo za delo- zaželjene so izkušnje v skladišču (ni pogoj)- zaželje izkušnje z viličarjem (ni pogoj)   Nudimo - enoizmenski urnik (pon: 7:00-16:00, tor-pet: 7:00-15:00)- delo v uspešnem podjetju- delo za določen čas z možnostjo podaljšanja     Naton d.o.o.  Cesta 24. junija 25, 1231 Ljubljana - Črnuče, Slovenija  t: +386 1 563 14 40; e: zaposlitev@naton.si"
Administrator/Vodja pisarne,https://www.mojedelo.com//administratorvodja-pisarne/d-471002?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,04.09.2019,04:30,03.09.2019,Mlinar S d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administratorvodja-pisarne/d-471002?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,"Administrator/Vodja pisarne    Mlinar S, d. o. o., je podjetje z verigo specializiranih maloprodajnih enot na področju pekarstva. V lastnih prodajalnah v ljubljanski, celjski in mariborski regiji zaposluje že več kot 60 ljudi Smo del mednarodne skupine Mlinar, ki v državah EU zaposluje skupaj nad 1700 ljudi v več kot 180 lastnih specializiranih maloprodajnih enotah. Mlinar je s svojo več kot 100-letno tradicijo in vrhunsko kakovostjo tudi največji in najmoderneje opremljen proizvajalec pekovskih izdelkov v tem delu Evrope. Svojim zaposlenim ponujamo stabilno in stimulativno delovno okolje.Zaradi širjenja poslovanja želimo povečati kader z novimi zaposlenimi na delovnem mestu:Administrator/Vodja pisarne m/žOpis dela:Pripravljanje analiz in poročil za upravo podjetjaVodenje kadrovskih evidenc, različna kadrovska dela (objava prostih delovnih mest, sodelovanje pri izboru kandidatov, prijava in odjava delavcev iz obveznega zdravstvenega zavarovanja, obdelava in priprava različne dokumentacije z delovnega področja)Opravljanje pomožnih nalog s finančno-računovodskega delovnega področja (priprava dokumentacije, kalkulacij, fakturiranje, knjiženje in plačevanje računov)Vnos in kontrola računov v interni evidenci vhodnih in izhodnih faktur (opomini, izvršbe, skrb za pravočasno plačilo obveznosti…)Dnevna kontrola bančnih izpiskovVodenje evidenc maloprodajnih prometov in pologovOddajanje maloprodajnih in veleprodajnih naročil Izvajanje drugih nalog in opravil znotraj delovnega področja skladno z delovno usposobljenostjo, navodili oziroma po nalogu nadrejenegaPogoji:KomunikativnostPripravljenost na timsko deloOdlično računalniško pismenost (word, excel, powerpoint)Organizacijske sposobnostiDoslednostNatančnostSposobnost analitičnega razmišljanjaOdgovornostOdlično znanje slovenskega, hrvaškega in angleškega jezikaKaj ponujamo:možnost dela v uspešnem mednarodnem podjetju s težnjo po širjenju poslovanjaredna izplačila plač in spodbudno delovno okoljedolgoročno zaposlitev za polni delovni časPridružite se nam in bodite tudi vi zasluženi za razvoj najmodernejše pekarske industrije v regiji! Vaše prijave pričakujemo preko portala mojedelo."
Agent v asistenčnem klicnem centru 24/7 ,https://www.mojedelo.com//agent-v-asistencnem-klicnem-centru-247/d-468356?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D34,04.09.2019,04:34,28.08.2019,TBS TEAM 24 d.o.o.,Maribor ,m/ž,https://www.mojedelo.com//agent-v-asistencnem-klicnem-centru-247/d-468356?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D34,"Agent v asistenčnem klicnem centru 24/7    Podjetje se že 23. leto ukvarja z organizacijo asistenčnih storitev in komunikacijo s strankami. Več o nas najdete na naši spletni strani: www.tbs-team24.com .Agent v asistenčnem klicnem centru 24/7 Opis delovnega mesta:Delo agenta v asistenčnem klicnem centru zajema komunikacijo s strankami po telefonu, koordinacijo in organizacijo asistenčne pomoči ter poslovnih procesov. Pričakujemo:Izkušnje na področju tele-komunikacije niso pogoj za prijavo, iščemo pa osebe z dobrim znanjem angleškega jezika, znanje še kakšnega tujega jezika pa je pri nas zmeraj dobrodošlo (HR/SRB). Iščemo kandidate, ki iščejo srednje do dolgoročno zaposlitev. Nudimo:Nudimo zaposlitev v dinamičnem kolektivu z odlično organizacijsko klimo, s široko paleto izzivov in možnostmi za osebni ter strokovni razvoj. Pri nas nagrajujemo samoiniciativnost in inovativnost. Poskrbimo za redno, stabilno in stimulativno plačilo.Imamo pozitiven odnos do razvoja zaposlenih. Zaradi povečanega obsega dela nudimo zaposlitev več kandidatom.Prijave zainteresiranih kandidatov pričakujemo preko portala MojeDelo.com."
Agent v klicnem centru (m/ž) - Kamnik,https://www.mojedelo.com//agent-v-klicnem-centru-mz-kamnik/d-471064?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D9,04.09.2019,04:31,02.09.2019,AD Vita d.o.o.,Kamnik,m/ž,https://www.mojedelo.com//agent-v-klicnem-centru-mz-kamnik/d-471064?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D9,"Dostavljalec    Imate dobro razvite komunikacijske sposobnosti, ste prodajno naravnani in prepričljivi? Ste iz okolice Kamnika ali Ljubljane? Iščete stalno zaposlitev, pri kateri boste za svoje delo in rezultate tudi dobro nagrajeni?Iščemo motivirane in pozitivno naravnane TELEFONSKE AGENTE za delo v KLICNEM CENTRU V KAMNIKU.Zakaj izbrati ravno nas, ekipo Vitapur? Smo hitro rastoče in stabilno mednarodno podjetje, prisotno v Sloveniji, Hrvaški, Srbiji, Bosni in Hercegovini, Črni Gori, Avstriji in Romuniji, s 300 zaposlenimi. Smo podjetje s celovito strategijo prodaje in lastnimi prodajnimi kanali. Nudimo vam odlično priložnost za profesionalni razvoj in osebno rast na delovnem mestu.Naša uspešna prodajna ekipa se povečuje, zato k sodelovanju vabimo nove motiviraneAgente v klicnem centru (m/ž).Nudimo vam:Delo v mladem, motiviranem, hitro rastočem in timsko naravnanem podjetju,strokovno uvajanje v delo in mentorstvo,možnost osebnega in strokovnega razvoja ter napredovanja, zaposlitev za določen čas z možnostjo dolgoročnega sodelovanja ali delo s študentsko napotnico,fiksno + odlično stimulativno plačilo za delovne rezultate,delo v novem, sodobno opremljenem klicnem centru in sproščenem okolju.Če vas delo z ljudmi veseli, ste pripravljeni na nova znanja in dolgoročno sodelovanje s podjetjem ter ste iz okolice Kamnika ali Ljubljane, vas vabimo, da se pridružite dinamičnemu in pozitivno naravnanemu timu, s prijavo preko sistema Mojedelo s klikom na spodnjo povezavo ali na mail kadri@vitapur.si ."
