VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
"1x Prodajalec m/ž v poslovni enoti NKD d.o.o. -  Moravče z okolico,  za krajši delovni čas 25 ur /tedensko",https://www.mojedelo.com//1x-prodajalec-mz-v-poslovni-enoti-nkd-doo-moravce-z-okolico-za-krajsi-delovni-cas-25-ur-tedensko/d-388546?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D57,05.09.2018,04:36,22.08.2018,NKD d.o.o.,Moravče z okolico,m/ž,https://www.mojedelo.com//1x-prodajalec-mz-v-poslovni-enoti-nkd-doo-moravce-z-okolico-za-krajsi-delovni-cas-25-ur-tedensko/d-388546?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D57,"1x Prodajalec m/ž v poslovni enoti NKD d.o.o. -  Moravče z okolico,  za krajši delovni čas 25 ur /tedensko  Opis del in nalog:  -   skrb za  stranke, pomoč  pri nakupu blaga oz. svetovanje-   polnjenje  prodajnih polic in stojal,-   prevzem blaga  in-   skrb za urejenost poslovalnice.  Pogoji, ki jih morajo izpolnjevati prijavitelji na razpis:   -   stopnja izobrazbe:   IV. ali  V.-   smer: trgovska, komercialna ali ekonomska-   zahtevana dodatna znanja: osnovna računalniška znanja-   delovne izkušnje: 0 let  Nudimo:  Delo za krajši delovni čas 25 ur /tedensko, pogodba se sklepa za obdobje najmanj 3 mesecev.Vaše prijave pričakujemo preko portala MojeDelo.com."
"1x Prodajalec m/ž v poslovni enoti NKD d.o.o. -  Slovenska Bistrica,  za polni delovni čas 40 ur /tedensko",https://www.mojedelo.com//1x-prodajalec-mz-v-poslovni-enoti-nkd-doo-slovenska-bistrica-za-polni-delovni-cas-40-ur-tedensko/d-388549?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D57,05.09.2018,04:36,22.08.2018,NKD d.o.o.,Slovenska Bistrica,m/ž,https://www.mojedelo.com//1x-prodajalec-mz-v-poslovni-enoti-nkd-doo-slovenska-bistrica-za-polni-delovni-cas-40-ur-tedensko/d-388549?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D57,"1x Prodajalec m/ž v poslovni enoti NKD d.o.o. -  Slovenska Bistrica,  za polni delovni čas 40 ur /tedensko  Opis del in nalog:  -   skrb za  stranke, pomoč  pri nakupu blaga oz. svetovanje-   polnjenje  prodajnih polic in stojal,-   prevzem blaga  in-   skrb za urejenost poslovalnice.  Pogoji, ki jih morajo izpolnjevati prijavitelji na razpis:   -   stopnja izobrazbe:   IV. ali  V.-   smer: trgovska, komercialna ali ekonomska-   zahtevana dodatna znanja: osnovna računalniška znanja-   delovne izkušnje: 0 let  Nudimo:  Delo za polni delovni čas 40 ur /tedensko, pogodba se sklepa za obdobje najmanj 3 mesecev.Vaše prijave pričakujemo preko portala MojeDelo.com."
"1x Prodajalka m/ž v poslovni enoti NKD d.o.o. v Zasavju, za krajši delovni čas 30 ur /tedensko",https://www.mojedelo.com//1x-prodajalka-mz-v-poslovni-enoti-nkd-doo-v-zasavju-za-krajsi-delovni-cas-30-ur-tedensko/d-387044?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D92,05.09.2018,04:39,06.08.2018,NKD d.o.o.,Zasavje,m/ž,https://www.mojedelo.com//1x-prodajalka-mz-v-poslovni-enoti-nkd-doo-v-zasavju-za-krajsi-delovni-cas-30-ur-tedensko/d-387044?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D92,"1x Prodajalka m/ž v poslovni enoti NKD d.o.o. v Zasavju, za krajši delovni čas 30 ur /tedensko  Opis del in nalog:  -  skrb za  stranke, pomoč  pri nakupu blaga oz. svetovanje-  polnjenje  prodajnih polic in stojal,-  prevzem blaga  in-  skrb za urejenost poslovalnice.  Pogoji, ki jih morajo izpolnjevati prijavitelji na razpis:   - stopnja izobrazbe: IV. ali  V.- smer: trgovska, komercialna ali ekonomska- zahtevana dodatna znanja: osnovna računalniška znanja- delovne izkušnje: 0 leti  Nudimo:  Delo za krajši delovni čas 30 ur /tedensko, pogodba se sklepa za obdobje najmanj 3 mesecev.Vaše prijave pričakujemo preko portala MojeDelo.com."
2 CNC-Dreher/innen / CNC strugar ,https://www.mojedelo.com//2-cnc-dreherinnen-cnc-strugar/d-344150?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D75,05.09.2018,04:38,15.08.2018,ACE consulting GmbH,Avstrija,m/ž,https://www.mojedelo.com//2-cnc-dreherinnen-cnc-strugar/d-344150?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D75,"Mizar    Die ACE consulting GmbH ist ein führender Dienstleister im Personalrecruiting und -bereitstellung in Oberösterreich und im bayrischen Grenzraum zu Österreich.http://www.acejobs.eu/2 CNC-Dreher/innenDurch unsere langjährige Erfahrung und starke Kundenorientierung setzen wir Standards bei der Integration und sofortigen Festanstellung für technisch produzierende Unternehmen.Zur Verstärkung unseres Kunden suchen wir 2 CNC-Dreher/innen für den Standort Linz und Ried im Innkreis.Unser Kunde ist ein Top-Industrieunternehmen in Oberösterreich, welches im internationalen Umfeld tätig ist und seinerseits Standards setzt.Stellenbeschreibung:Einrichtung und Bedienung von CNC-gesteuerten DrehmaschinenWartungs- und Reinigungsarbeiten an den genutzten MaschinenDokumentieren und Überwachen der FertigungsprozesseSelbstständige QualitätskontrolleMessen und Prüfen der WerkstückeFachliche Anforderung:Ausbildung im Fachbereich MetallErste Erfahrungen im CNC-DrehenBereitschaft zur SchichtarbeitPersönliche Anforderung:Selbständigkeit und Eigeninitiative, Genauigkeit, Team- und KontaktfähigWir bieten:Aufstiegschancen für motivierte MitarbeiterGute Entwicklungs- und WeiterbildungsmöglichkeitenLangfristige ArbeitsstelleUnterkunftsmöglichkeitenUnbefristeter österreichischer VertragEntlohnung:Der Brutto-Monatslohn (14 Löhne pro Jahr) beträgt für diese Stelle mindestens EUR 1.918,71 + Schichtzulage (Überzahlung möglich)Je nach Funktion, Qualifikation und Erfahrung ist eine Überzahlung möglich.Sozial-, Kranken- und Pensionsversicherung sind in Österreich geregeltKontaktACE consulting GmbHz.Hd. PersonalabteilungBethlehemstraße 3, 4020 Linz, AT Tel.: +43 732 609 101 400E-Mail: armin.sekic@acejobs.eu"
"Administracija (Jesenice, Gorenjska)",https://www.mojedelo.com//administracija-jesenice-gorenjska/d-388645?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D96,05.09.2018,04:40,23.08.2018,Kalit d.o.o.,Jesenice,m/ž,https://www.mojedelo.com//administracija-jesenice-gorenjska/d-388645?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D96,"Izobrazba V. - dokončana gimnazija in ostale štiriletne šole, VI./1 - višješolski strokovni programi   Izkušnje 3-5 let   Karierni nivo izkušeni delavec   Poskusna doba                      Da (3 mesece)                    Mesečna plača po dogovoru mesečno   Oblika zaposlitve redno, določen d. č.   Regija Gorenjska   Kontaktna oseba Darja Kastelic      Opis delovnega mesta Opis delovnega mesta   V svoj kolektiv sprejmemo novo sodelavko/ca z najmanj 3-letnimi izkušnjami enakega / primerljivega delovnega mesta za vodenje administracije v proizvodnem podjetju:Delovne naloge:•    skrb za dokumentacijo ISO sistema •    komunikacija s ključnimi strankami podjetja•    spremljanje naročil, priprava ponudb;•    izdelovanje planov, poročil in analiz poslovanja•    planiranje, organiziranje in koordiniranje izobraževanja in usposabljanja zaposlenih;•    statistična poročanja;•    potni nalogi;•    razna administrativna dela; •    druge naloge po navodilih nadrejenega.Delovno mesto je na Jesenicah, Gorenjska.      Kaj pričakujemo Kaj pričakujemo  •    V. stopnjo izobrazbe,•    5 let delovnih izkušenj, najmanj 3 leta delovnih izkušenj na podobnem delovnem mestu •    znanje angleškega jezika, •    aktivna raba MS Office orodij (Word in Excel);•    samostojnost, samoiniciativnost in proaktivnost;•    odlične komunikacijske in organizacijske sposobnosti, hitrost in odzivnost;•    veščine vodenja in timskega dela;•    pripadnost podjetju.       Kaj nudimo Kaj nudimo  •    Delo poteka na Jesenicah.•    sklenitev delovnega razmerja za določen čas, s polnim delovnim časom in možnostjo sklenitve za nedoločen čas, •    možnost osebnega razvoja in napredovanja,•    delo v urejenem in prijetnem okolju.   Prijave kandidatov, ki vas delovno mesto zanima in ustrezate razpisnim pogojem, sprejemamo po e-pošti na mail:kalit@siol.net(oziroma prek e-sistema MojeDelo.com)."
Administrativno delo v računovodstvu (m/ž),https://www.mojedelo.com//administrativno-delo-v-racunovodstvu-mz/d-388024?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D69,05.09.2018,04:37,17.08.2018,Trenkwalder d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrativno-delo-v-racunovodstvu-mz/d-388024?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D69,"Trenkwalder             Povezuje ljudi in podjetja                  Si komunikativen/-a in te veseli timsko delo? Se želiš strokovno razvijati na področju računovodstva in pridobiti veliko novega znanja? Pridruži se izkušenemu timu sodelavcev in postani del velike Trenkwalder družine. Smo eno vodilnih kadrovskih podjetij v srednji in vzhodni Evropi, v Sloveniji pa imamo že več kot 20 let tradicije. Vse to znanje in izkušnje si želimo deliti s teboj! Si z nami? Administrativno delo v računovodstvu (m/ž) Vaše delo bo zajemalo:         - Opravljanje različnih administrativnih del,- arhiviranje,- pridobivanje podatkov za obračun plač,- vnašanje podatkov v interni informacijski sistem,- pripravljanje tabel,- pripravljanje dokumentov,- izpis dokumentov.         Iščemo kandidate:         - Študenta višjega letnika ekonomske ali druge družboslovne smeri,- poznavanje paketa MS Office  (pri tvojem delu ti bo koristilo predvsem poznavanje Excel-a),- komunikativnost in veselje do dela z ljudmi,- ozaveščenost, da le s skupnimi močmi zmoremo več, zato ti je dobro timsko delo prav tako pomembno kot nam,- željo po učenju novih stvari,- zainteresiranost za dolgoročno sodelovanje, ki lahko preraste v redno zaposlitev.          Nudimo:         - Razgibano delo v prijetnem kolektivu, kjer ne manjka pozitivne energije,- neprecenljive izkušene, ki jih lahko pridobiš v timu izkušenih strokovnjakov,- številne možnosti pridobivanja novega in bogatenje obstoječega strokovnega znanja,- delovno okolje, kjer lahko hitro napreduješ, se osebnostno in profesionalno razvijaš,- razvoj raznolikih kompetenc, ki ti bodo v življenju in delu zelo koristile (sposobnost upravljanja s časom in dela s   časovnimi roki, upravljanje s stresom, večopravilnost itd.),- delo v sodobno urejenih in svetlih poslovnih prostorih.Prijave s tvojimi kontakti (telefonska številka, elektronski naslov) in opisom dosedanjih izkušenj v obliki življenjepisa sprejemamo na elektronski naslov: prijava@trenkwalder.com ali na naslov: Trenkwalder d.o.o., Leskoškova 9d, 1000 Ljubljana.Za dodatne informacije smo na voljo na telefonski številki 041 986 498.V prijavi obvezno navedi tudi tvoje kontaktne podatke, na katere si dosegljiv/a (tel. št. in elektronski naslov) in referenčno številko oglasa: SI2018710086."
Administrativno - Knjigovodski profil (m/ž),https://www.mojedelo.com//administrativno-knjigovodski-profil-mz/d-389218?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D20,05.09.2018,04:32,01.09.2018,Makita d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrativno-knjigovodski-profil-mz/d-389218?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D20,"Asistent nabave, v oddelku Nabave    MakitaSmo predstavništvo japonske multinacionalke, z več kot 45-imi izpostavami po celem svetu. Tržimo električno in akumulatorsko ročno orodje za profesionalno rabo in pokrivamo 11 vzhodno-evropskih držav. V oddelku Financ iščemo novega sodelavca.  Administrativno - Knjigovodski profil (m/ž)Naloge:polna podpora in asistenca vodji financ in pisarne;administrativna opravila po navodilu;skrb za pisarniški material, službena vozila, sanitarni material, reprezentanco …;odprtje potnih nalogov in obračun potnih stroškov; saldakontiranje, izvedba in nadzor nad knjiženjem;sodelovanje z zunanjimi institucijami (dobavitelji, državna uprava …);izvedba kompenzacij;Od kandidatov pričakujemo:vsaj V. stopnjo izobrazbe,vsaj 2 leti izkušenj na enakem oz. podobnem področju dela, aktivno znanje angleščine in srbo-hrvaščine,poznavanje MS programov, predvsem Excel,analitičnost in smisel za delo s številkami;sposobnost delovanja znotraj časovnih obremenitev;natančnost, doslednost in skrbnost pri izvajanju zastavljenih nalogkomunikativnost,odzivnost,vozniški izpit B kategorije,Nudimo:delo v urejenem mednarodnem okolju,zaposlitev za polni delovni čas,zaposlitev za nedoločen čas, s poskusno dobo 6 mesecev,    Vaše prijave z življenjepisom pričakujemo izključno preko portala MojeDelo.si.Prijave bodo obravnavane zaupno."
Administrator - kadrovik,https://www.mojedelo.com//administrator-kadrovik/d-389053?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D42,05.09.2018,04:34,28.08.2018,AGENCIJA AGADO d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrator-kadrovik/d-389053?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D42,"Proizvodni delavec v brizganju gumi-tehničnih izdelkov    Delovno mesto:ADMINISTRATOR - KADROVIK (Ljubljana)Kraj dela: LjubljanaV AGENCIJI AGADO vemo, da so za dosego želenih poslovnih rezultatov v največji meri odgovorni uspešni in odgovorni zaposleni. Zato svojim sodelavcem nudimo odlično delovno okolje, ki posamezniku omogoča osebnostno in karierno rast.Si ambiciozna in samoiniciativna oseba, ki se želi pridružiti naši ekipi ter soustvarjati prihodnost našega podjetja na kadrovskem področju? Si domač/a v uporabi nemškega in angleškega jezika? Te zanima možnost kariernega razvoja in urejeno delovno okolje? Ne odlašaj s prijavo.Tvoje naloge:Urejanje in vodenje kadrovske evidence.Osebno, telefonsko in elektronsko komuniciranje z zaposlenimi v slovenskem in hrvaškem jeziku.Telefonsko in elektronsko komuniciranje s strankami v angleškem in nemškem jeziku.Vodenje in izvajanje postopkov pridobivanja novih kadrov (zbiranje potreb po delavcih, oglaševanje prostih del, selekcija, razgovori s kandidati).Izvajanje postopkov v zvezi z delovnimi razmerji.Pripravljanje pogodbene in zaposlitvene dokumentacije.Sodelovanje pri pripravi strokovnih podlag in navodil.Izpeljava postopkov za zaposlovanje tujcev.Urejanje administrativno organizacijskih del.Poznavanje delovnopravega področja in zakonskih podlag.Kaj pričakujemo:V. ali VI. stopnjo izobrazbe kadrovske, komercialne, ekonomske ali administrativne smeri.Poznavanje delovnopravnega področja in zakonskih podlag.Poznavanje programov MS Office s poudarkom na Exelovih funkcijah, eVem, email, splet…;Znanje nemškega, angleškega in hrvaškega jezika;Sposobnost samostojnega in timskega dela;Izkušnje pri podobnih delih – minimalno 1 leto;Organizacijske sposobnosti in sposobnosti komuniciranja;Samostojna organizacija dela in delovnega časa;Ogovoren odnos do dela, zanesljivost, pripadnost podjetju in delu.Kooperativnost, natančnost, vestnost in samodiscipliniranost.Kaj ti ponujamo:Po preizkusni dobi možnost zaposlitve za nedoločen čas.Redno in stimulativno plačilo.Možnost kariernega razvoja.Urejeno in motivacijsko delovno okolje.Pisanje uspešne zgodbe na kadrovskem področju.Delovni čas od 8.00 do 16.00.Delo poteka v pisarni na Dunajski cesti 106.Resni in odgovorni kandidati naj se na omenjeno delovno mesto prijavijo s krajšim življenjepisom preko sistema MojeDelo ali na e-naslov zelimir.pavlovic@agado.si."
Administrator klicnega centra (m/ž),https://www.mojedelo.com//administrator-klicnega-centra-mz/d-389510?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D24,05.09.2018,04:32,31.08.2018,Interblock d.d.,Mengeš,m/ž,https://www.mojedelo.com//administrator-klicnega-centra-mz/d-389510?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D24,"Skladiščnik    ADMINISTRATOR KLICNEGA CENTRA (m/ž)OPIS DELOVNEGA MESTA:Vodenje vhodnih/izhodnih klicev in evidentiranje klicev.Vodenje zahtevkov javljenih preko elektronske pošte in evidentiranje zahtevkov v informacijski sistem.Odpiranje servisnih nalogov in delegiranje servisnih tehnikov.Pridobivanje povratnih informacij po pripravljenih skriptah in zagotavljanje potrebnih informacij servisnim tehnikom.Priprava podatkov za organizacijo poslovnih poti za servisne tehnike.Obdelava in zaključevanje servisnih nalogov.Obveščanje strank, servisnih tehnikov, prodajalcev in drugih oseb v organizaciji.Priprava poročil.Druge naloge po navodilu vodje.OD VAS PRIČAKUJEMO:Tekoče govorno in pisno sporazumevanje v angleškem jeziku.Delovne izkušnje v klicnih centrih oziroma s področji opisanih nalog.Dobre komunikacijske in pisne sposobnosti.Sposobnosti izvajanja več nalog, določanja prioritet in učinkovitega upravljanja časa.NUDIMO VAM:zaposlitev za določen čas šestih mesecev s poskusno dobo ter kasneje možnost zaposlitve za nedoločen čas,zanimivo in dinamično delo, v podjetju, ki deluje v mednarodnem okolju,usposabljanja za potrebe delovnega mesta,urejeno delovno okolje,triizmensko delo,začetek dela je takoj oz. po dogovoru.Vse zainteresirane kandidate prosimo, da pošljejo prošnjo skupaj z življenjepisom v slovenskem in angleškem jeziku (obvezno) na careers@interblockgaming.com (v zadevo elektronske pošte obvezno navedite šifro: 130) do 14.09.2018."
Administrator m/ž,https://www.mojedelo.com//administrator-mz/d-387297?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D86,05.09.2018,04:39,09.08.2018,Axent d.o.o.,Koper,m/ž,https://www.mojedelo.com//administrator-mz/d-387297?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D86,"Smo ekipa zagnanih, strokovno podkovanih in vsestranskih oseb. Vsak od nas ima svoje želje in pričakovanja, ki pa se združijo v skupni cilj: Biti tu za vas!  Vodijo nas profesionalnost, srčnost, pozitivna energija in mišljenje, da skupaj zmoremo vse. V največje zadovoljstvo in ponos nam je, ko prisostvujemo poslovnim in osebnim uspehom. Takrat se namreč zavedamo, da smo na pravi poti in da delamo prav. Vedno sledimo najnovejšim smernicam in spoznanjem na področju človeških virov. Z vedno več znanja postajamo vse boljši.  To pomeni, da smo boljši tudi za vas.    Administrator m/ž Lokacija delovnega mesta: Koper  Opis delovnega mesta: Lokacija delovnega mesta: Koper Za našega naročnika iščemo analitično, natančno in zanesljivo osebo, ki se bo zaposlila na delovnem mestu Administrator m/ž. •    obdelava dokumentacije, vezane na nepremičnine,•    preverjanje pravilnosti nepremičninskih cenitev po predpisanih standardih, •    izvajanje dodeljenih nalog ter doseganje zastavljenih ciljev, •    aktivno sodelovanje pri izobraževanjih. Naročnik pričakuje: •    zaželena izobrazba: geometer ali gradbeni inženir, ni pa pogoj,•    odlično znanje italijanščine (B2-C1), •    prilagodljivost,•    sposobnost analitičnega mišljenja,•    življenjepis v slovenskem in italijanskem jeziku. Naročnik nudi: •    pogodbo za nedoločen čas s šestmesečnim poskusnim obdobjem, •    redno in stimulativno plačilo,•    enoizmenski urnik od 09:00 do 17:00, •    možnost strokovnega in osebnega razvoja ter napredovanja, •    delo v prijetnem kolektivu.   Zainteresirane kandidatke in kandidate vabimo, da nam svoje prijave s priloženim življenjepisom pošljejo na elektronski naslov delo@axent.si."
