VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
3D animator m/ž,https://www.mojedelo.com//3d-animator-mz/d-450378?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,13.03.2019,04:30,12.03.2019,Impera d.o.o.,Trzin,m/ž,https://www.mojedelo.com//3d-animator-mz/d-450378?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,"Matematik    3D animator (m/ž)Impera d.o.o. je uspešno mednarodno podjetje s sedežem v Trzinu, ki se ukvarja z razvijanjem programske opreme na igralnih avtomatih za tujega naročnika. Poleg doseganja dobrih poslovnih rezultatov je cilj podjetja tudi zagotavljanje prijetnega in zdravega delovnega okolja za svoje zaposlene.V svoj kolektiv vabimo 3D animatorja (m/ž).Opis delovnega mesta:3D modeliranjeAnimacija ljudi, živali in predmetovPoznavanje anatomijeTimsko deloSodelovanje z razvojnimi inženirji in produktno ekipoPričakujemo:Poznavanje 3D orodjiZnanje rigging-a, modeliranjaPoznavanje teksturPoznavanje anatomijeDobro ustno in pisno znanje slovenskega in angleškega jezika ali nemškega jezika Sposobnost dela v timuObčutek za estetiko in detajleSamostojnostNatančnostVztrajnostKomunikativnostPonujamo:Delo v izkušeni in strokovni ekipiKreativno in sproščeno delovno okoljeZaposlitev za nedoločen čas, preko s.p., pogodbena zaposlitev...Zahtevana izobrazba: VI/1., VI/2., VII.Oblika zaposlitve ali sodelovanja: zaposlitev nedoločen čas, preko s.p., pogodbena zaposlitev...Poskusna doba: 3 meseceVabimo zainteresirane kandidate za delo, ki izpolnjujejo navedene razpisane pogoje in bi se želeli pridružiti našemu uspešnemu kolektivu, da nam svojo prijavo, življenjepis in nekaj vzorcev svojega dela po lastnem izboru (lahko tudi povezavo do svojih del) pošljejo preko e-pošte na careers@impera.si, navadne pošte ali preko portala Mojedelo.com."
"Adjuster kontrolor v oddelku proizvodnja svetlih profilov, valjarski program",https://www.mojedelo.com//adjuster-kontrolor-v-oddelku-proizvodnja-svetlih-profilov-valjarski-program/d-447578?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,13.03.2019,04:33,06.03.2019,SIJ METAL RAVNE d.o.o.,Ravne na Koroškem,m/ž,https://www.mojedelo.com//adjuster-kontrolor-v-oddelku-proizvodnja-svetlih-profilov-valjarski-program/d-447578?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,STROKOVNI DELAVEC II (za investicije)
"Adjuster kontrolor v oddelku ravnanje in adjustaža profilov, valjarski program (m/ž)",https://www.mojedelo.com//adjuster-kontrolor-v-oddelku-ravnanje-in-adjustaza-profilov-valjarski-program-mz/d-447533?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,13.03.2019,04:33,06.03.2019,SIJ METAL RAVNE d.o.o.,Ravne na Koroškem,m/ž,https://www.mojedelo.com//adjuster-kontrolor-v-oddelku-ravnanje-in-adjustaza-profilov-valjarski-program-mz/d-447533?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,STROKOVNI DELAVEC II (za investicije)
Administrative Assistant – Legal Department (Relocation to Malta) / Pravni pomočnik na Malti,https://www.mojedelo.com//administrative-assistant-legal-department-relocation-to-malta-pravni-pomocnik-na-malti/d-436742?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D99,13.03.2019,04:40,11.02.2019,Accutor AG,"Malta, 59538, Italy",m/ž,https://www.mojedelo.com//administrative-assistant-legal-department-relocation-to-malta-pravni-pomocnik-na-malti/d-436742?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D99,"Izobrazba VI./1 - višješolski strokovni programi, VI./2 - visokošolski strokovni programi / 1. bolonjska stopnja, VII. - univerzitetni programi / 2. bolonjska stopnja   Izkušnje Ni pomembno   Poskusna doba                      Ne                    Oblika zaposlitve redno, določen d. č.   Regija Zasavska, Pomurje, Dolenjska, Podravska, Koroška, Savinjska, Gorenjska, Notranjsko-kraška, Spodnjeposavska, Goriška, Obalna, Osrednjeslovenska      Opis delovnega mesta Opis delovnega mesta   Accutor AG išče pravnega pomočnika s sedežem v naši pisarni na Malti. Izkušnje v tem sektorju niso potrebne. Ponujamo izjemne priložnosti za rast in učenje v sodelovanju z mednarodno ekipo.Prijava v 30 dneh v angleškem jeziku na adm54682_1284@hr-service.pro________________________________________________________Accutor is a global Legal, Payroll and Tax consultancy that specialises in helping organisations, recruitment agencies and individual contractors to work globally. We work with many of the global fortune 2000 companies and are able to deploy contractors under our entities across the world.Accutor AG is looking to hire a Legal Administrative Assistant, based in our office in Malta. Experience in this sector is not necessary as full training will be provided, however any experience you do have is an advantage. We offer exceptional opportunities to grow and learn in collaboration with an international team.Description:- Full training to be provided- Responsible for setup of each Contractor or Employee in the internal system- Responsible for the review, verification and validation of documentation, such as passports, degree certificates- Your external interactions will be with Government Agencies, notarial and consular service Providers, HR & Legal teams in Fortune 2000 companies, international recruitment agencies, individual employees and independent contractors/ freelancers working across the world- Responsible for the filing and reporting of Employment Agreements, Service Agreements, Non-Disclosure Agreements and others- Handle the administration of the electronic Agreement tracking system, including creation and checking Agreements.- Responsible for uploading Agreements on the Accutor internal system, as well as in the Accutor client portal- Responsible for the maintenance of contractor records; ensuring that employee and client changes are entered correctly and made on a timely basis; review changes for proper authorization and adherence to company policy including compliance with federal/state/local regulations- Involved in the coordination of tasks between payroll, legal, sales and other departments to ensure proper flow and maintenance of contractor data (including preparation/distribution of detailed reports)- Working under the direction of Accutor Lawyers and Legal professionals, you will be liaising (internally) with the Accutor Accounts & Payroll, Work Permit & Consular, as well as Sales & Marketing Teams- Involvement and active participation in internal meetings and training- Assisting the Consular and Work Permit team with consolidation of data for work permit and business visa applications.Required Attributes:- A confident and professional manner - our clients include a number of Fortune 2000 companies and you will be communicating with them on the phone and via email on a daily basis- A minimal understanding of Corporate law, Commercial and Employment contracts, negotiation and Client relationships, and legal processes- Strong organizational skills, and the ability to work under pressure- Ability to maintain confidentiality and exercise extreme discretion- Exemplary level of attention to detail and accuracy, and ability to sort information- Ability to assimilate and absorb new information, then utilise this theoretical information in practical situations- Excellent problem solving/judgment skills- Ability to handle and prioritize multiple tasks and meet all deadlines- Excellent skills using MS Word, Excel, Access, and Internet Explorer- Language Skills -a high level of proficiency in spoken and written English is essential. Another Foreign language especially German, Spanish, Swedish, Danish, Slovak, Czech or French is an advantage, but not essential.Applications and CVs must be submitted in English.For the online application please send CV to: adm54682_1284@hr-service.pro"
Administrativni referent,https://www.mojedelo.com//administrativni-referent/d-446541?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D94,13.03.2019,04:39,04.03.2019,BioTransport d.o.o.,Žeje pri Komendi,m/ž,https://www.mojedelo.com//administrativni-referent/d-446541?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D94,"Izobrazba V. - dokončana gimnazija in ostale štiriletne šole   Izkušnje 1 leto   Karierni nivo izkušeni delavec   Poskusna doba                      Ne                    Oblika zaposlitve redno, določen d. č.   Regija Osrednjeslovenska      Opis delovnega mesta Opis delovnega mesta   Zaradi širitve poslovanja vabimo v kolektiv ADMINISTRATIVNEGA REFERENTA z ustreznimi delovnimi izkušnjami.Naloge in odgovornosti:•    Vnos in obdelava podatkov,•    vodenje evidenc,•    priprava potrebne dokumentacije za izvajanje programa,•    sprejemanje naročil v pisarni,•    komunikacija s strankami,•    podpora voznikom na terenu,•    spremljanje in nadzor dela voznikov,•    informiranje komercialnih zastopnikov in naročnikov,•    obveščanje nadrejenega o morebitnih problemih strank in reševanje le-teh,•    reševanje reklamacij v dogovoru z nadrejenimi,•    izvajanje inventure.      Kaj pričakujemo Kaj pričakujemo  •    Osebo z voljo in željo po delu,•    odgovornost do dela, predanost in pripadnost ekipi,•    1 - 3 leta delovnih izkušenj na primerljivem delovnem mestu,•    dobro pisno in ustno komuniciranje,•    osnovno znanje orodij MS Office Excel, Word, Outlook,•    V. stopnjo izobrazbe,•    vozniški izpit B kategorije, lasten prevoz.      Kaj nudimo Kaj nudimo  •    Redno in stimulativno plačilo,•    dinamično delo v prijetnem delovnem okolju,•    zaposlitev za določen čas z možnostjo zaposlitve za nedoločen čas.Kandidate, ki izpolnjujejo zahtevane pogoje, vabimo k oddaji vlog s priloženim življenjepisom, preko portala ali na e-naslov biotransport@siol.net.Vloge sprejemamo do 15.03.2019.Vlog kandidatov, ki ne ustrezajo zahtevanim pogojem ne bomo obravnavali."
Administrativni referent,https://www.mojedelo.com//administrativni-referent/d-447211?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D16,13.03.2019,04:31,06.03.2019,Jurković savjetovanje,Ljubljana,m/ž,https://www.mojedelo.com//administrativni-referent/d-447211?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D16,".    Podjetje Jurković savjetovanje je del mednarodne skupine Talentor, ki je specializirana za posredovanje pri zaposlovanju in HR svetovanje. Naše storitve vključujejo selekcijo s pomočjo oglaševanja in neposredno iskanje, raziskave organizacijske klime, assessment centre in psihološka testiranja.je med vodilnimi regionalnimi ponudniki električne energije na trgu. Zaradi potreb po okrepitvi ekipe za našo stranko iščemo kompetentno in angažirano osebo za delovno mesto:Administrativni referent (m/ž)Opis delovnih nalog:Dostava posodobljenih spremnih dokumentov pred izdajo odločitve o izbiriPriprava mesečnih poročil in priprava poročil, kot je potrebnoPriprava Pogodbe in preverjanje pravilnosti podatkov o Pogodbi (Priloge) za poslovne strankeOperativne naloge, povezane s prenosom krivulj potrošniške porabe (vnos podatkov v aplikacijo, popravki po potrebi ...) in priprava načrta porabe (urnik za dan / mesec vnaprej)Sodelovanje z operaterjem distribucijskega sistemaKoordinacija z ostalimi oddelki znotraj skupineSledenje tredom, zakonskim predpisom in standardomVodenje poslovnega arhiva različnih zahtevanih evidenc in ostale dokumentacijeVse druge zadeve po naročilu delodajalcaPriprava dokumentacije za javna naročila (komuniciranje z organi javne uprave, bankami in ostalimi pooblaščenimi službami) Pogoji:Vsaj 2 leti delovnih izkušenj, zaželeno v javni nabavi ali energetski industrijiZaželeno srednješolsko izobraževanjeOdlično znanje slovenskega in angleškega jezikaDobro znanje hrvaškega jezika je prednostOdlično poznavanje MS Office paketaProdajna usmerjenostProaktivnost in predanost doseganju poslovnih ciljevOdlične komunikacijske sposobnostiSamostojnost pri deluPripravljenost na občasne službene potiPonudba našega naročnika:Pogodba za čas enega leta s poskusno dobo 3 meseceV kolikor ste zainteresirani za opisano delovno mesto vas prosimo, da nam pošljete prošnjo z življenjepisom v hrvaškem ali angleškem jeziku na: babic@jurkovic.hr najkasneje do 21.03.2019."
Administrator baze podatkov,https://www.mojedelo.com//administrator-baze-podatkov/d-442667?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D96,13.03.2019,04:40,27.02.2019,Univerza v Ljubljani,Ljubljana,m/ž,https://www.mojedelo.com//administrator-baze-podatkov/d-442667?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D96,"Izobrazba VII. - univerzitetni programi / 2. bolonjska stopnja   Izkušnje 3 leta   Poskusna doba                      Da (3 mesece)                    Oblika zaposlitve redno, nedoločen d. č.   Regija Osrednjeslovenska      Opis delovnega mesta Opis delovnega mesta    UNIVERZA V LJUBLJANI je v 90. letih razvoja utrdila svoj položaj kot največja in najboljša znanstveno raziskovalna in akademska institucija v Sloveniji, saj ustvarja, razvija, nudi in uporablja svoje znanje in strokovnost za reševanje nekaterih poglavitnih družbenih, gospodarskih in drugih vprašanj. Če vas delo v takem okolju privlači, vam lahko na Univerzi v Ljubljani na področju informatike ponudimo delovno mesto, ki ga boste drugje težko dobili zaradi naših prednosti, kot so:- delo v prijetnem in stimulativnem delovnem okolju,- možnost razvoja vaših sposobnosti in znanj,- sodelovanje z najboljšimi slovenskimi strokovnjaki na področju IT, tako okolje pa omogoča velik strokovni in osebnostni razvoj,- na Univerzi v Ljubljani je veliko izzivov in posledično veliko priložnosti za dokazovanje. Informacijski sistem je zelo velik, raznolik in kompleksen: 60.000 študentov, 6.000 zaposlenih in 26 članic. Izkušnje pri razvoju osrednje skupne informatike so dragocene,- vpetost v prebojno mednarodno okolje,- stalnost zaposlitve.Ker stremimo k cilju, da bo imela Univerza v Ljubljani v bližnji prihodnosti sodobno skupno informatiko, ki jo soustvarjamo s strokovnjaki znotraj univerze skupaj z zunanjimi partnerji in prenašamo znanje od zaposlenih na univerzi in študentov v gospodarstvo in drugam, vas vabimo, da se nam pridružite.Opis dela in nalog:-          samostojno opravlja strokovne naloge na svojem delovnem področju-          oblikuje poročila, sklepe in stališča delovnega področja-          koordinira, spremlja in izvaja postopke svojega delovnega področja-          spremlja informacije in novosti na svojem delovnem področju-          opravlja druge naloge, ki vsebinsko sodijo v širše področje delovnega mesta po nalogu nadrejenegaPodrobnejši opis:-          samostojno skrbi za delovanje podatkovnih baz v pričakovani razpoložljivosti in zahtevani varnosti-          skrbi za delovanje sistemske programske opreme, na kateri tečejo podatkovne baze-          načrtuje nove informacijske storitve na področju podatkovnih baz-          sodeluje s skrbniki aplikacij, ki uporabljajo storitve podatkovnih baz-          koordinira delo zunanjih izvajalcev-          dokumentira delovanje podatkovnih baz-          ugotavlja vzroke napak in odpravlja napake pri delovanju podatkovnih baz-          optimizira delovanje podatkovnih baz-          v sodelovanju z diagnostičnimi centri proizvajalcev ter vzdrževalci strojne opreme prispeva k odpravljanju težjih napak pri delovanju podatkovnih baz-          izdeluje poglede spletne storitve za dostop do podatkov-          spremlja razvoj področja in se permanentno izobražuje-          svetuje in nudi pomoč druge ravni uporabnikom-          izdeluje razna poročila, vezana na področje-          opravlja druge naloge, ki vsebinsko sodijo v širše področje delovnega mesta po nalogu vodje IS UL.       Kaj pričakujemo Kaj pričakujemo  -          specializacija po visokošolski izobrazbi (prejšnja) računalniške, informacijske ali tehnične smeri, ali-          visokošolska univerzitetna izobrazba (prejšnja) računalniške, informacijske ali tehnične smeri, ali-          magistrska izobrazba (2. bolonjska stopnja) računalniške, informacijske ali tehnične smeri-          3 leta ustreznih delovnih izkušenj-          dobro poznavanje in izkušnje podatkovnih baz na osnovi tehnologije Oracle ali Microsoft-          poznavanje varnostnih vidikov v povezavi s podatkovnimi bazami-          dobro poznavanje strojne računalniške opreme (strežniki, diskovna polja)-          osnovno poznavanje omrežnih protokolov in storitev (TCP  IP, DNS, DHCP, Radius, usmerjevalni protokoli) ter spletnih storitev-          aktivno znanje angleškega jezika-          komunikativnost, natančnost, profesionalnost, pripravljenost na timsko delo, smisel za samostojno organiziranje delovnih nalog      Kaj nudimo Kaj nudimo   - zaposlitev za  nedoločen čas-  osnovna plača se določi z uvrstitvijo v 36. plačni razred- tarifni razred: VII/2- plačna podskupina: J1Rok za prijavo:  27. 2. 2019 – 19. 3. 2019 ( Šifra delovnega mesta: J017200 )Pisne vloge z življenjepisom in dokazili o izpolnjevanju pogojev naj kandidati/ke v razpisnem roku po pošti pošljejo na naslov: Univerza v Ljubljani, Univerzitetna služba za kadrovske zadeve, Oddelek za kadrovske zadeve rektorata, Kongresni trg 12, 1000 Ljubljana; ali pa svojo vlogo v razpisnem roku oddajo osebno v vložišče rektorata na navedenem naslovu. Posredovane vloge po elektronski pošti ne bodo obravnavane.Kontaktna oseba:-          vprašanja v zvezi z zaposlitvijo: Univerzitetna služba za kadrovske zadeve, ga. Renata Bogataj Špenko, telefonska številka: 01 / 24 18 596-          vprašanja v zvezi z delom ipd.: Univerzitetna služba za informatiko, g. Aleš Košir, telefonska številka: 01 / 24 18 615"
Administrator (m/ž),https://www.mojedelo.com//administrator-mz/d-447514?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,13.03.2019,04:33,06.03.2019,Axent d.o.o.,okolica Pivke,m/ž,https://www.mojedelo.com//administrator-mz/d-447514?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,"Smo ekipa zagnanih, strokovno podkovanih in vsestranskih oseb. Vsak od nas ima svoje želje in pričakovanja, ki pa se združijo v skupni cilj: Biti tu za vas!  Vodijo nas profesionalnost, srčnost, pozitivna energija in mišljenje, da skupaj zmoremo vse. V največje zadovoljstvo in ponos nam je, ko prisostvujemo poslovnim in osebnim uspehom. Takrat se namreč zavedamo, da smo na pravi poti in da delamo prav. Vedno sledimo najnovejšim smernicam in spoznanjem na področju človeških virov. Z vedno več znanja postajamo vse boljši.  To pomeni, da smo boljši tudi za vas.   Naš naročnik je uspešno domače proizvodno podjetje z dolgoletno tradicijo. V svoj krog vabijo sodelavca za opravljanje delovnega mesta ADMINISTRATOR m/ž. Naročnik nudi dolgoročno zaposlitev, pričakuje pa resno, delovno in odgovorno osebo. Administrator (m/ž) Lokacija delovnega mesta: okolica Pivke  Opis delovnega mesta: •    skrb za ažurno kadrovsko evidenco, •    vodenje evidentiranja delovnega časa,•    priprava podatkov za in obračun plač,•    priprava različnih obvestil za zaposlene,•    vodenje administracije,•    skrb za red in čistočo delovnega mesta.    Naročnik pričakuje: •    zaključeno izobrazbo VI. stopnje, •    vsaj 2 leti delovnih izkušenj na istem ali podobnem delovnem mestu,•    aktivno znanje angleškega jezika,•    željeno znanje italijanskega jezika,•    vozniško dovoljenje B kategorije,•    resnost, odgovornost, natančnost. Naročnik nudi: •    delo v prijetnem kolektivu,•    redno plačilo,•    dolgoročno zaposlitev.   Zainteresirane kandidatke in kandidate vabimo, da nam svoje prijave s priloženim življenjepisom pošljejo na elektronski naslov delo@axent.si."
Administrator (Team assistant),https://www.mojedelo.com//administrator-team-assistant/d-448174?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,13.03.2019,04:32,08.03.2019,AGENCIJA AGADO d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//administrator-team-assistant/d-448174?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,"Proizvodni delavec v brizganju gumi-tehničnih izdelkov    Delovno mesto:Administrator (Team assistant)Kraj dela: LjubljanaEno izmed ključnih poslanstev Agencije Agado predstavlja grajenje trajnostnih odnosov. Zavedamo se, da je ravno zadovoljstvo zaposlenih tisto, ki vzbudi prizadevanje in se odraža v učinkovitosti ter dosegi splošnega uspeha zaposlenih. Zato se v Agadu trudimo ponuditi kar se da prijetno delovno okolje soustvarjanja, ki sodelavcem omogoča tako profesionalni kot osebni razvoj. Podjetje, ki je naš naročnik, je bilo ustanovljeno z namenom zagotavljanja kvalitetnih in učinkovitih rešitev na področju avtomatizacije proizvodnje in dobave namenskih strojev za potrebe najzahtevnejšim industrijam. V kolektiv vabi osebo na področju administracije. Delo poteka v Ljubljani. Opis delovnega mesta:Sprejemanje in posredovanje naročil naročnikomVodenje knjige prejetih in izdanih računovIzstavljanje računov in predračunovPriprava dokumentacije in podatkov za mesečni obračun plač Izdelava in obračun potnih nalogovOrganizacija poštePomoč pri organizacij sestankov in srečanjVodenje različnih evidenc za podjetjePričakujemo:Vsaj srednjo-šolsko izobrazboVsaj 1 leto delovnih izkušenj na podobnih delovnih mestihKomunikativnostNatančnostOdzivnostFleksibilnostOdgovoren odnos do delaSamoiniciativnostUrejenostDinamičnost in hitro učenjeSmisel za skupinsko delo in delo z ljudmiRačunalniška pismenost Poznavanje računovodskega programa SAOP (ni nujno)Znanje angleškega jezika (vsaj B1 nivo)Nudimo: Zaposlitev za določen čas s poskusno dobo 3 mesecev - z željo po sklenitvi sodelovanja za              nedoločen čas40-urni delavnik Redno plačilo - neto plača: 900 eur/mesečnoDelo v odprtem, timsko naravnanem in urejenem delovnem okoljuFleksibilen delovni časZainteresirani kandidati naj se na omenjeno delovno mesto prijavijo preko našega kariernega portala ter nam pošljejo prijavo z življenjepisom in motivacijskim pismom na elektronski naslov efQ@job.talentlyft.com. Rok za prijavo je 6.4.2019."
"Administrator v servisu - informacije, terminsko planiranje (m/ž) (Porsche Maribor)",https://www.mojedelo.com//administrator-v-servisu-informacije-terminsko-planiranje-mz-porsche-maribor/d-447246?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D39,13.03.2019,04:34,06.03.2019,Porsche Inter Auto d.o.o. ,Maribor,m/ž,https://www.mojedelo.com//administrator-v-servisu-informacije-terminsko-planiranje-mz-porsche-maribor/d-447246?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D39,"Pripravljalec vozil    ADMINISTRATOR V SERVISU – INFORMACIJE, TERMINSKO PLANIRANJE (M/Ž) (Porsche Maribor)Zaradi večjega obsega poslovanja odpiramo dodatno delovno mesto za delo administratorja v servisu.  Delo zahteva ustrezno komunikacijo in organizacijo. Lokacija: Porsche Maribor, Šentiljska cesta 128 a, MariborKljučne odgovornosti:sprejemanje želja strank osebno in preko telefonskih klicev,urejanje vhodne pošte z vso potrebno administracijo,pomoč sodelavcu pri naročanju na servis s podporo servisnim svetovalcem,skrb za zadovoljstvo strank.Znanja in pričakovane osebnostne lastnosti:najmanj V. stopnja izobrazbe,zelo dobro znanje MS Office (Word, Excel),odlično znanje slovenskega jezika,aktivno znanje vsaj enega tujega jezika,odgovornost do dela in doseganja ciljev v okviru skupinskega dela.Nudimo:redno zaposlitev za določen čas z možnostjo podaljšanja, možnost napredovanja v priznanem mednarodnem koncernu,delo v dinamičnem kolektivu.Prijavemožnost prijave izključno preko portala mojedelo.com najkasneje do 16.3.2019. Drugače prejete prijave se ne bodo upoštevale.Izkoristite priložnost in postanite član najuspešnejšega kolektiva!"
