VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Orodjar m/ž,https://www.mojedelo.com/orodjar-mz/d-495259?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Axent d.o.o.,Kranj,m/ž,https://www.mojedelo.com/orodjar-mz/d-495259?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Smo ekipa zagnanih, strokovno podkovanih in vsestranskih oseb. Vsak od nas ima svoje želje in pričakovanja, ki pa se združijo v skupni cilj: Biti tu za vas!  Vodijo nas profesionalnost, srčnost, pozitivna energija in mišljenje, da skupaj zmoremo vse. V največje zadovoljstvo in ponos nam je, ko prisostvujemo poslovnim in osebnim uspehom. Takrat se namreč zavedamo, da smo na pravi poti in da delamo prav. Vedno sledimo najnovejšim smernicam in spoznanjem na področju človeških virov. Z vedno več znanja postajamo vse boljši.  To pomeni, da smo boljši tudi za vas.    Orodjar m/ž Lokacija delovnega mesta: Kranj  Opis delovnega mesta: •    izdelovanje zahtevnejših orodij in naprav,•    sodelovanje pri prototipni in poskusni proizvodnji,•    preizkušanje orodij na strojih,•    vzdrževanje orodij, naprav in strojev,•    urejanje delovnega okolja,•    vodenje evidenc,•    skrb za čisto in urejeno okolje. Naročnik pričakuje: •    srednjo poklicno izobrazbo orodjar, oblikovalec kovin, ključavničar,•    vsaj 6 mesecev delovnih izkušenj,•    izpit za viličarja, ni pa pogoj,•    ročne spretnosti,•    natančnost,•    fleksibilnost, komunikativnost in odgovornost,•    vestnost in veselje do dela. Naročnik nudi: •    dvoizmenski urnik,•    dolgoročno zaposlitev,•    polni delovni čas,•    stimulativno in redno plačilo.   Zainteresirane kandidatke in kandidate vabimo, da nam svoje prijave s priloženim življenjepisom pošljejo na elektronski naslov delo@axent.si"
Prodajalec-blagajničar (m/ž) NOVA PE BREŽICE,https://www.mojedelo.com/prodajalec-blagajnicar-mz-nova-pe-brezice/d-495232?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Eurospin Eko d.o.o.,Brežice,m/ž,https://www.mojedelo.com/prodajalec-blagajnicar-mz-nova-pe-brezice/d-495232?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec-blagajničar PE Lj-Fužine (m/ž)    Največja italijanska diskontna veriga EUROSPIN, vabi k sodelovanju:PRODAJALCA-BLAGAJNIČARJA m/žza NOVO poslovno enoto Brežice.Naloge:priprava in prodaja blagasvetovanje kupcem pri izbiri blagaizvajanje vseh faz blagajniškega poslovanjaskrb za urejenost trgovine.Pričakujemo:izobrazba: zaključena katerakoli stopnja izobrazbe,zaželene delovne izkušnje na podobnih delovnih mestih,veselje do dela z ljudmi, komunikativnost,poznavanje dela v trgovini.Ponujamo:zaposlitev v velikem in uspešnem podjetju z varno prihodnostjodelo v mladem in dinamičnem kolektivuzaposlitev za nedoločen čas, s poskusno dobodarilni bon ob koncu letastimulativna osnova, z dodatnim nagrajevanjem, ter višji regres, kot ga določa Kolektivna pogodba dejavnosti trgovine.Ponudbe sprejemamo do 31.5.2020 preko portala Mojedelo.com."
Samostojni komercialist (m/ž) na izvršnem področju M Tehnika,https://www.mojedelo.com/samostojni-komercialist-mz-na-izvrsnem-podrocju-m-tehnika/d-495097?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Mercator d.d.,Ljubljana,m/ž,https://www.mojedelo.com/samostojni-komercialist-mz-na-izvrsnem-podrocju-m-tehnika/d-495097?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    Med svoje sodelavce vabimoSAMOSTOJNEGA KOMERCIALISTA na izvršnem področju M Tehnika za nabavo elektro materiala.Ključne odgovornosti in opis delovnih nalog:aktivno sodelovanje z dobavitelji;naročanje blaga;skrb za stalen sortiment blaga v distribucijskem centru in maloprodaji;priprava postopkov za izvedbo pospeševalno prodajnih aktivnosti;skrb za ažurno reševanje reklamacij;izvajanje raziskav trga in priprava poročila za vodstvo;pripravljanje rednih kalkulacij in maloprodajnih cenikov.Od kandidatov pričakujemo:VII. stopnjo izobrazbe;dobro razvite komunikacijske in organizacijske sposobnosti;analitičnost in usmerjenost v iskanje rešitev;naravnanost k razvoju in širjenju prodajnega trga;znanje Office programov (Word, PowerPoint, Excel, Outlook);znanje angleškega jezika;opravljen vozniški izpit B kategorija.Kot samostojnega komercialista vas čakajo številne prednosti:čaka vas zanimivo in razgibano delo pri največjem delodajalcu v Sloveniji;v delo vas bodo uvajali izkušeni sodelavci;skrbeli bomo za vaš strokovni razvoj in pridobivanje novih znanj;za vas bomo plačevali dodatno kolektivno pokojninsko zavarovanje, poleg tega pa vam nudimo tudi druge ugodnosti;čaka vas priložnost, da ustvarite svojo lastno zgodbo o uspešni karierni poti.Z izbranim kandidatom bomo sklenili delovno razmerje za nedoločen čas, s 6-mesečnim poskusnim delom.Vsi kandidati, ki se bodo uvrstili v ožji izbor, bodo opravljali psihološko testiranje.Na prosto delovno mesto se prijavite preko spletnega obrazca, vaše prijave z življenjepisom in dokazili o izpolnjevanju pogojev pa lahko pošljete tudi na elektronski naslov: zaposlitev@mercator.si Prijave pričakujemo do 5.6.2020, obravnavali jih bomo z najvišjo stopnjo diskretnosti."
Oddelkovodja (m/ž) v Centru tehnike Logatec,https://www.mojedelo.com/oddelkovodja-mz-v-centru-tehnike-logatec/d-495094?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Mercator d.d.,Logatec,m/ž,https://www.mojedelo.com/oddelkovodja-mz-v-centru-tehnike-logatec/d-495094?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    K sodelovanju vabimo novega sodelavca (m/ž) za delo na delovnem mestu ODDELKOVODJA V MALOPRODAJI (m/ž) v Centru tehnike Logatec.Vaše delo bo zajemalo: organizacijo dela na oddelkuprodajo blaga,svetovanje kupcem o prodajnih artiklih in možnostih plačila,opravljanje blagajniškega poslovanja in vodenje blagajniške dokumentacije,vodenje predpisanih evidenc in zahtevane dokumentacije,označevanje blaga s cenami in predpisano dokumentacijo,spremljanje stanja zalog, evidenco kritičnih rokov,opravljanje količinskih in kakovostnih prevzemov blaga,zagotavljanje prijazne in strokovne storitve.K prijavi vabimo kandidate, ki imajo dokončano najmanj V. stopnjo izobrazbe.Zaželeno je, da:imate izkušnje z delom v trgovini,vas veseli delo z ljudmi,ste vestni in zanesljivi,ste pozitivno naravnani in znate to prenašati tudi na druge ljudi,ste pripravljeni za učenje in nova znanja v okviru delovnega mesta. Kaj pa lahko vi pričakujete od nas ?Zaposlitev pri največjem delodajalcu v Sloveniji,redno plačilo ter višji regres kot ga določa Kolektivna pogodba trgovine,vplačevanje premije za dodatno pokojninsko zavarovanje ter druge ugodne oblike zavarovanj,variabilno nagrajevanje,možnost koriščenja počitniških enot,predpisan program uvajanja,dinamično delo,možnost osebnega in strokovnega razvoja.Pogoj za sklenitev pogodbe o zaposlitvi pa je tudi potrdilo o nekaznovanosti,ki ga morate dostaviti do podpisa pogodbe.Pogodbo o zaposlitvi bomo sklenili za nedoločen čas, s 3-mesečnim poskusnim delom.Vaše prijave na prosto delovno mesto z življenjepisom in dokazili o izpolnjevanju pogojev pošljite preko spodnjega obrazca.Za potrebe zakonskega obveščanja vas vljudno prosimo, da v zaposlitveni vlogi navedete kontaktni elektronski naslov. Prijave pričakujemo do 1.6.2020, obravnavali jih bomo z najvišjo stopnjo diskretnosti."
Prodajalec m/ž Slovenj Gradec,https://www.mojedelo.com/prodajalec-mz-slovenj-gradec/d-494962?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,TEDi Betriebs,Slovenj Gradec,m/ž,https://www.mojedelo.com/prodajalec-mz-slovenj-gradec/d-494962?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec (m/ž)    Prodajalec (m/ž) – SLOVENJ GRADECSmo družini prijazen ponudnik izdelkov za vsakodnevno rabo, ki je prisoten tako v velikih mestih, kot tudi na podeželju. Ponujamo izdelke za vsakodnevno rabo, darilne in dekorativne izdelke, pripomočke za ustvarjanje, izdelke za zabavo, igrače in pisarniške potrebščine ter drogerijske izdelke. V 8 državah Evrope imamo več kot 2100 prodajnih mest in smo tako med vodilnimi v svojem tržnem segmentu.Trenutno iščemo prodajalca (m/ž) za trgovino TEDI - Slovenj GradecOpis delovnega mesta: Ker se naše podjetje širi, iščemo nove sodelavke in sodelavce. V kolikor ste  pozitivni, prilagodljivi in radi delate z ljudmi je podjetje TEDi pravi naslov za vas. Vaše naloge: delo na blagajni,razporeditev izdelkov na police,označevanje cen,urejanje izgleda poslovalnice,skrb za čistočo in urejenost poslovalnice.Pričakujemo osebe, ki imajo veselje do dela v trgovini, so pripravljene poprijeti za delo in imajo spoštljiv odnos do sodelavcev in strank.Bi želeli postati del naše ekipe? Prijavite se lahko TUKAJ ali nam vašo prijavo pošljete po pošti na naslov TEDi Betriebs d.o.o., Ptujska cesta 190, 2000 MariborVeselimo se vaše prijave."
Vodja projektov (m/ž),https://www.mojedelo.com/vodja-projektov-mz/d-494873?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,"Trimo, d. o. o.",Trebnje,m/ž,https://www.mojedelo.com/vodja-projektov-mz/d-494873?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,Projektant I
Namestnik poslovodje (m/ž) na Obali,https://www.mojedelo.com/namestnik-poslovodje-mz-na-obali/d-494862?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Mercator d.d.,Obala,m/ž,https://www.mojedelo.com/namestnik-poslovodje-mz-na-obali/d-494862?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    K sodelovanju vabimo nove sodelavce za delo na delovnem mestuNAMESTNIK POSLOVODJE (m/ž) na ObaliVaše delo bo zajemalo: Sodelovali pri vodenju in koordiniranju dela v enoti,v času odsotnosti nadomeščali poslovodjo z vsemi pristojnostmi,izvajali proces prodaje,skrbeli za pravilnost prodajnih cen, označbe cen in opremljenost proizvodov z etiketami in pripadajočo dokumentacijo,naročali blago v skladiščih in pri pogodbenih dobaviteljih ter skrbeli za optimalne zaloge,vodili predpisane evidence in dokumentacijo,opravljali količinski in kvalitativni prevzem blaga,reševali reklamacije kupcev,izvajali kontrolo glede skladiščenja blaga,sodelovali pri organizaciji in vodenju inventur.K prijavi vabimo kandidate, ki imajo dokončano najmanj V. stopnjo izobrazbe.Zaželeno je, da:Imate izkušnje z delom v trgovini,vas veseli delo z ljudmi,ste vestni in zanesljivi,ste pozitivno naravnani in znate to prenašati tudi na druge ljudi,ste pripravljeni za učenje in nova znanja v okviru delovnega mesta. Kaj pa lahko vi pričakujete od nas ?Zaposlitev pri največjem delodajalcu v Sloveniji,redno plačilo ter višji regres kot ga določa Kolektivna pogodba trgovine,vplačevanje premije za dodatno pokojninsko zavarovanje ter druge ugodne oblike zavarovanj,variabilno nagrajevanje,možnost koriščenja počitniških enot,predpisan program uvajanja,dinamično delo,možnost osebnega in strokovnega razvoja.Pogoj za sklenitev pogodbe o zaposlitvi je tudi potrdilo o nekaznovanosti, ki ga morate dostaviti do podpisa pogodbe.Pogodbo o zaposlitvi bomo sklenili za nedoločen čas, s 3-mesečnim poskusnim delom.Vaše prijave na prosto delovno mesto z življenjepisom in dokazili o izpolnjevanju pogojev pošljite preko spodnjega obrazca.Za potrebe zakonskega obveščanja vas vljudno prosimo, da v zaposlitveni vlogi navedete kontaktni elektronski naslov.Prijave pričakujemo do 26.5.2020. Obravnavali jih bomo zaupno."
Poslovodja (m/ž) na Obali,https://www.mojedelo.com/poslovodja-mz-na-obali/d-494860?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Mercator d.d.,Obala,m/ž,https://www.mojedelo.com/poslovodja-mz-na-obali/d-494860?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Mesar    K sodelovanju vabimo nove sodelavce za delo na delovnem mestuPOSLOVODJA (m/ž) na ObaliVaše delo bo zajemalo: Vodenje, organiziranje in nadziranje dela in poslovanja v enoti,spremljanje dnevnega prometa in odmikov svoje enote, ocenjevanje prometa, analiziranje in usklajevanje ugotovitev z neposrednim vodjem,naročanje blaga,opravljanje količinskega in kvalitetnega prevzema blaga,skrb za pravilnost prodajnih cen, označevanje cen in opremljenost proizvodov s predpisano dokumentacijo,vodenje predpisanih evidenc in zahtevane dokumentacije,reševanje reklamacij kupcev,preprečevanje odtujevanja blaga,uvajanje novih sodelavcev v delo, skrb za varno delo, opozarjanje zaposlenih na pravilno ravnanje,sodelovanje pri organizaciji inventur.K prijavi vabimo kandidate, ki imajo dokončano najmanj V. stopnjo izobrazbe.Zaželeno je, da:imate vsaj 3 leta delovnih izkušenj s področja trgovine,poznate delo z MS Office orodji,vas veseli delo z ljudmi,ste pozitivno naravnani in znate to prenašati na druge ljudi,ste pripravljeni za učenje in nova znanja v okviru delovnega mesta. Izkušnje na delovnem mestu poslovodje so prednost.Kaj pa lahko vi pričakujete od nas ?Zaposlitev pri največjem delodajalcu v Sloveniji,redno plačilo ter višji regres kot ga določa Kolektivna pogodba trgovine,vplačevanje premije za dodatno pokojninsko zavarovanje ter druge ugodne oblike zavarovanj,variabilno nagrajevanje,možnost koriščenja počitniških enot,predpisan program uvajanja,dinamično delo,možnost osebnega in strokovnega razvoja.Pogoj za sklenitev pogodbe o zaposlitvi je tudi potrdilo o nekaznovanosti, ki ga morate dostaviti do podpisa pogodbe.Pogodbo o zaposlitvi bomo sklenili za nedoločen čas, s 3-mesečnim poskusnim delom.Vaše prijave na prosto delovno mesto z življenjepisom in dokazili o izpolnjevanju pogojev pošljite preko spodnjega obrazca.Za potrebe zakonskega obveščanja vas vljudno prosimo, da v zaposlitveni vlogi navedete kontaktni elektronski naslov.Prijave pričakujemo do 26.5.2020. Obravnavali jih bomo zaupno."
Samostojni monter in serviser klima naprav in hladilnih sistemov,https://www.mojedelo.com/samostojni-monter-in-serviser-klima-naprav-in-hladilnih-sistemov/d-494854?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,Klima Belehar prezračevanje in klimatizacija d.o.o. ,Kranj,m/ž,https://www.mojedelo.com/samostojni-monter-in-serviser-klima-naprav-in-hladilnih-sistemov/d-494854?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Monter in serviser klima naprav, hladilnih sistemov in toplotnih črpalk     Podjetje Klima Belehar je specializirano za izvajanje strojnih instalacij (prezračevanje, hlajenje, ogrevanje, vodovodne in plinske instalacije). Imamo lastno proizvodnjo pločevinastih in inox prezračevalnih kanalov ter kvalitetne montažne ekipe za montažo strojnih instalacij. Poskrbimo za redne servisne preglede in vzdrževanje na že vgrajeni opremi.Zaposlenih imamo 20 kvalificiranih in visokokvalificiranih delavcev z dolgoletnimi izkušnjami. Pri delu nas odlikuje strokovnost, hitra odzivnost, inovativni pristop ter učinkovita, zanesljiva, pravočasna in vrhunska izvedba naročenih del.Več na: klima-belehar.siSamostojni monter in serviser klima naprav in hladilnih sistemovOpis delovnega mestaZaradi povečanega obsega dela bi radi med svoje vrste povabili usposobljen kader za delo na terenu:montažo klima naprav - split sistemov, toplotnih črpalk,servis prezračevalnih, ogrevalnih in hladilnih naprav,priklop in vezava stikal ter avtomatike.Pričakovanjapričakujemo izobrazbo elektrotehnik elektronik, mehatronik, strojni tehnik, lahko tudi inženir strojništva ali elektrotehnike,vozniško dovoljenje B kategorije,poštenost, vestnost, natančnost, samoiniciativnost, urejenost,občutek za ravnanje s strankami na terenu,delovne izkušnje vsaj 3 leta.Nudimonudimo vam delo za določen čas, ob uspešnem sodelovanju možnost zaposlitve za nedoločen čas in dolgoročno sodelovanje,redno in stimulativno plačilo za opravljeno delo,možnost osebnega in strokovnega razvoja ter napredovanja,delo v dinamičnem in urejenem delovnem okolju,enoizmensko delo na terenu.Kako se prijavitiČe ste pripravljeni sprejeti izziv, se prijavite do 11.6.2020. Za vse dodatne informacije smo vam na voljo na tel. št. 04 235-20-40."
Prodajalec m/ž Kamnik,https://www.mojedelo.com/prodajalec-mz-kamnik/d-494761?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,20.05.2020,07:58,20.05.2020,TEDi Betriebs,Kamnik,m/ž,https://www.mojedelo.com/prodajalec-mz-kamnik/d-494761?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajalec (m/ž)    Prodajalec (m/ž) – kamnikSmo družini prijazen ponudnik izdelkov za vsakodnevno rabo, ki je prisoten tako v velikih mestih, kot tudi na podeželju. Ponujamo izdelke za vsakodnevno rabo, darilne in dekorativne izdelke, pripomočke za ustvarjanje, izdelke za zabavo, igrače in pisarniške potrebščine ter drogerijske izdelke. V 8 državah Evrope imamo več kot 2100 prodajnih mest in smo tako med vodilnimi v svojem tržnem segmentu.Trenutno iščemo prodajalca (m/ž) za trgovino TEDI - KamnikOpis delovnega mesta: Ker se naše podjetje širi, iščemo nove sodelavke in sodelavce. V kolikor ste  pozitivni, prilagodljivi in radi delate z ljudmi je podjetje TEDi pravi naslov za vas. Vaše naloge: delo na blagajni,razporeditev izdelkov na police,označevanje cen,urejanje izgleda poslovalnice,skrb za čistočo in urejenost poslovalnice.Pričakujemo osebe, ki imajo veselje do dela v trgovini, so pripravljene poprijeti za delo in imajo spoštljiv odnos do sodelavcev in strank.Bi želeli postati del naše ekipe? Prijavite se lahko TUKAJ ali nam vašo prijavo pošljete po pošti na naslov TEDi Betriebs d.o.o., Ptujska cesta 190, 2000 MariborVeselimo se vaše prijave."
