VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Account manager - Tržnik B2B storitev ,https://www.mojedelo.com//account-manager-trznik-b2b-storitev/d-395125?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D53,31.10.2018,04:35,15.10.2018,Trenkwalder d.o.o.,Ljubljana,m/ž,https://www.mojedelo.com//account-manager-trznik-b2b-storitev/d-395125?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D53,"Trenkwalder             Povezuje ljudi in podjetja                  Z lahkoto navezujete stike? Znate poslušati stranke in jim ponuditi ugodno rešitev, ki izhaja iz nabora storitev podjetja, ki ga zastopate? Ste vajeni komunikacije z odločevalci v podjetjih?Naš naročnik je priznano podjetje na področju zagotavljanja računovodskih in drugih poslovnih storitev.  Pridružite se kot             Account manager - Tržnik B2B storitev  Vaše delo bo zajemalo:         •    trženje in prodaja storitev (B2B),•    pridobivanje novih strank,•    zastopanje podjetja na terenu, pri strankah,•    sodelovanje z ekipo internih strokovnjakov  s področja podjetniških storitev,•    sodelovanje pri pripravi promocijskega gradiva, •    skrb za rast prodaje,•    sestavljanje in pripravljanje ponudb in računov.         Iščemo kandidate:         •    VI. stopnjo izobrazbe ekonomske ali druge smeri,•    odlično znanje angleškega jezika, •    5 let delovnih izkušenj na področju trženja in prodaje storitev, •    tržno naravnanost,•    dobre komunikacijske in organizacijske sposobnosti,•    poznavanje podjetništva in podjetniškega okolja, •    usmerjenost k rezultatom in ciljem,•    hitrost in odzivnost,•    pozitiven odnos do sprememb,•    sposobnost timskega dela.          Nudimo:         •    samostojno delo za izkušenega tržnika, ki bo začel na začetku, da spozna stranke in podjetje, vendar - - - lahko hitro napreduje in postane mentor ali vodja, •    stimulativno plačilo, •    sprva delovno razmerje za določen čas, nato za nedoločen čas,•    kontinuirano izobraževanje in profesionalni razvoj, •    podporo celotne ekipe, •    urejene delovne prostore,•    fleksibilen delovni čas.Prijave z vašimi kontakti (tel. številka, elektronski naslov) v obliki življenjepisa pošljite čimprej na e-naslov: prijava@trenkwalder.com.Za vse dodatne informacije smo vam na voljo na 01 54 74 362 ali 030 710 350.Pri prijavi prosim navedite referenčno številko SI2018769508."
Addetto/a reparti produzione/ Referent v proizvodnji (Trst),https://www.mojedelo.com//addettoa-reparti-produzione-referent-v-proizvodnji-trst/d-396504?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,31.10.2018,04:30,30.10.2018,DIACO BIOFARMACEUTICI SRL,Trst,m/ž,https://www.mojedelo.com//addettoa-reparti-produzione-referent-v-proizvodnji-trst/d-396504?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D4,"Addetto/a reparti produzione/ Referent v proizvodnji          ADDETTO/A REPARTI PRODUZIONEDiaco Biofarmaceutici srl e azienda farmaceutica produttrice di soluzioni infusionali, dispositivi medici e prodotti cosmetici, ha sede a Trieste in uno stabilimento produttivo attivo nel settore dagli anni '70 ed opera in contesto internazionale. L'azienda ha avviato un importante piano industriale di sviluppo che prevede l'inserimento di nuove figure professionali.In particolare, stiamo cercando del personale da inserire nella posizione di ADDETTO/A REPARTI PRODUZIONE in grado di ricoprire il ruolo in maniera autonoma e proattiva.Mansione:le risorse svolgeranno le varie attivita specifiche ed ausiliarie previste dalla produzione dei farmaci o dei cosmetici.Compiti:attivita a bordo macchina su linee di riempitura e/o confezionamento;registrazione delle attivita svolte su apposita documentazione di produzione;controllo visivo della qualita dei prodotti e confezionamento manuale;mantenimento dell’ordine e dell’efficienza dei macchinari di reparto e dei locali.Requisiti:ottima padronanza della lingua italianapreferibile diploma tecnico (perito o scuola professionale)esperienza in aziende di produzione in ruoli similari, preferibilmente del settore farmaceutico o liquidi alimentari;disponibilita a lavorare su 3 turni;attenzione al dettaglio, flessibilita, manualita e capacita di lavorare in team.Gli interessati sono pregati di candidarsi sul nostro sito al link http://www.diaco.it/it/careers/La ricerca e rivolta a candidati di entrambi i sessi.www.diaco.it"
Administrativni asistent,https://www.mojedelo.com//administrativni-asistent/d-395659?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,31.10.2018,04:33,22.10.2018,"ILKO-EL, instalacije električnih napeljav in naprav, d.o.o.",Ptuj,m/ž,https://www.mojedelo.com//administrativni-asistent/d-395659?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,"Električar    ADMINISTRATIVNI ASISTENT m/žILKO-EL d.o.o. je del mednarodne skupine DoxaKey. Slednja uspešno povezuje podjetja iz Slovenije, Hrvaške in Slovaške. Cilj, da za svetovne priznane koorporacije organiziramo celotno izvedbo projekta dodobra usklajujemo tudi z izborom ustreznega kadra, katerega vseskozi dodatno izobražujemo. In prav strokoven ter zadovoljen kader, kateri svoje delo opravlja odlično, je poleg povečanega števila novih projektov omogočil razpis za prosto delovno mesto.Vaše delo bo obsegalo:administrativna podpora direktorju,usklajevanje direktorjevega urnika,organizacija sestankov in potovanj,spremljanje direktorja na potovanjih.Pričakujemo: napredno znanje angleškega, nemškega in hrvaškega jezika,poznavanje MO paketa,fleksibilnost – delo lahko poteka tudi popoldan in med vikendom,priporočene so izkušnje s koordinacijo zaposlenih in dobre komunikacijske sposobnosti.Nudimo:zaposlitev za nedoločen čas, s poskusno dobo 6 mesecev,zaposlitev za polni delovni čas,možnost dodatnih izobraževanj, delo poteka na sedežu podjetja ILKO-EL d.o.o. – Ormoška cesta 81 d, 2250 Ptuj.V kolikor bi želel svoj potencial izkoristiti in še dodatno razvijati, se pridruži mladi ekipi. Svoj CV nam, do 15.11.2018, pošlji na maja.luzar@ilko-el.si"
Administrator klicnega centra (m/ž),https://www.mojedelo.com//administrator-klicnega-centra-mz/d-396000?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,31.10.2018,04:32,24.10.2018,Interblock d.d.,Mengeš,m/ž,https://www.mojedelo.com//administrator-klicnega-centra-mz/d-396000?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,"Skladiščnik    ADMINISTRATOR KLICNEGA CENTRA (m/ž)OPIS DELOVNEGA MESTA:Vodenje vhodnih/izhodnih klicev in evidentiranje klicev. Vodenje zahtevkov javljenih preko elektronske pošte in evidentiranje zahtevkov v informacijski sistem. Odpiranje servisnih nalogov in delegiranje servisnih tehnikov.Pridobivanje povratnih informacij po pripravljenih skriptah in zagotavljanje potrebnih informacij servisnim tehnikom.Priprava podatkov za organizacijo poslovnih poti za servisne tehnike. Obdelava in zaključevanje servisnih nalogov.Obveščanje strank, servisnih tehnikov, prodajalcev in drugih oseb v organizaciji.Priprava poročil.Druge naloge po navodilu vodje. OD VAS PRIČAKUJEMO:Tekoče govorno in pisno sporazumevanje v angleškem jeziku.Delovne izkušnje v klicnih centrih oziroma s področji opisanih nalog.Dobre komunikacijske  in pisne sposobnosti.Sposobnosti izvajanja več nalog, določanja prioritet in učinkovitega upravljanja časa. NUDIMO VAM:zaposlitev za določen čas šestih mesecev s poskusno dobo ter kasneje možnost zaposlitve za nedoločen čas, zanimivo in dinamično delo, v podjetju, ki deluje v mednarodnem okolju, usposabljanja za potrebe delovnega mesta,urejeno delovno okolje,triizmensko delo,začetek dela je takoj oz. po dogovoru.Vse zainteresirane kandidate prosimo, da pošljejo prošnjo skupaj z življenjepisom v slovenskem in angleškem jeziku (obvezno) na careers@interblockgaming.com (v zadevo elektronske pošte obvezno navedite šifro: 130) do 07.11.2018."
Administrator m/ž,https://www.mojedelo.com//administrator-mz/d-396382?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D15,31.10.2018,04:31,26.10.2018,Manpower d.o.o.,Bled,m/ž,https://www.mojedelo.com//administrator-mz/d-396382?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D15,"K sodelovanju vabimo: Administrator m/ž  Opis delovnega mesta - Pomoč pri urejanju dokumentacije na področju komerciale,- vnos pošte v sistem in arhiviranje,- administrativna obdelava dokumentov,- pregledovanje raznih dokumentov,- vnašanje podatkov v program,- podpora strankam,- druge naloge po navodilih vodje. Pričakujemo - Zaključeno najmanj V. stopnjo izobrazbe,- komunikativnost, natančnost ter samostojnost pri delu.- uporabno znanje računalnika MS Office,- poznavanje računovodskega programa Navision je prednost,- vozniški izpit B kategorije,- tekoče znanje slovenskega jezika, znanje angleščine ali nemščine predstavlja prednost.  Nudimo - Delo v uspešnem podjetju;- spodbujanje in omogočanje strokovnega izpopolnjevanja in usposabljanja,- urejeno, pozitivno in sodelovalno naravnano delovno okolje;- redno zaposlitev za nedoločen čas s poskusnim delom.Kraj dela: Bled  Več informacij na www.manpower.si"
Administrator / računovodja (m/ž),https://www.mojedelo.com//administrator-racunovodja-mz/d-396054?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D22,31.10.2018,04:32,25.10.2018,ADECCO H.R. d.o.o.,Dolenjska,m/ž,https://www.mojedelo.com//administrator-racunovodja-mz/d-396054?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D22,"Adecco  Adecco H.R., kadrovsko svetovanje d.o.o. je vodilna slovenska agencija za zaposlovanje in je tudi največje tovrstno podjetje na svetu. Iskalcem zaposlitve ponujamo tako začasna dela, kot redno zaposlitev. Smo fleksibilni in znamo prisluhniti individualnim željam in potrebam. Več o nas si preberite na www.adecco.si.  Iščemo kandidate za prosto delovno mesto: Administrator / računovodja (m/ž)    Opis delovnega mesta: Si želite dolgoročne zaposlitve na Dolenjskem? Naš naročnik, uspešno podjetje, išče sodelavca na delovnem mestu Referent v administraciji in računovodstvu (m/ž).Opis delovnih nalog:-    tajniško-administrativna dela,-    evidentiranje prejetih računov in drugih računovodskih listin,-    pomoč pri izdaji in knjiženju izdanih računov in dobropisov,-    pomoč pri pripravi in knjiženju obračuna potnih nalogov,-    vodenje blagajniškega poslovanja,-    pomoč pri pripravi dokumentacije za obračun plač,-    spremljanje in obračun delovnega časa,-    ostala dela po navodilu nadrejenega.Pričakujemo:-    organiziranost, natančnost in strukturiranost glede na prioritete,-    zaželeno je poznavanje SRS in davčnih predpisov v vezi opisanih delovnih nalog,-    dobro poznavanje programskih orodij (Word, Excel) in okolja Windows,-    dobro poznavanje angleškega jezika in/ali italijanskega jezika,-    vozniški izpit B kategorije.Nudimo:-    Zaposlitev za določen čas 12 mesecev s poskusno dobo 6 mesecev,-    možnost zaposlitve za nedoločen čas po izteku zaposlitve za določen čas,-    možnost razvoja in osebne rasti v dinamičnem okolju.Če vas je delovno mesto pritegnilo, pošljite svojo prijavo s klikom na gumb Prijavi se. Za več informacij lahko pokličete na številko 041 788 041. Vaš klic oziroma prijava bosta obravnavana diskretno.      V kolikor vas omenjeno delo zanima, vas vabim, da svojo prijavo z življenjepisom posredujete preko povezave Prijavi se zdaj."
Administrator v komerciali (m/ž),https://www.mojedelo.com//administrator-v-komerciali-mz/d-396017?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,31.10.2018,04:32,24.10.2018,COMMERCE TRGOVINA d.o.o.,Ljubljana ,m/ž,https://www.mojedelo.com//administrator-v-komerciali-mz/d-396017?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D26,"Tehnična podpora kupcev m/ž s področja tekstila in kemije    O podjetju:Družba Commerce že od ustanovitve leta 1952 opravlja posle zastopanja tujih proizvajalcev strojev, opreme in repromaterialov namenjenih industriji. Od ustanovitve smo, zaradi svoje prilagodljivosti in usmerjenosti v prihodnost, preživeli mnogo sprememb, ekonomskih kriz, menjav vlad, političnih sistemov, držav, valut in še marsičesa. Trenutno na trgih Slovenije,  Hrvaške, BIH, Srbije Kosova, Makedonije, Romunije in  Bolgarije zastopamo preko 50 tujih proizvajalcev strojev, opreme in repromaterialov za različna področja industrije: proizvodnja hrane in pijač, farmacija, kemijska industrija, predelava in obdelava plastičnih in kompozitnih materialov, primarna in sekundarna tekstilna industrija, livarstvo, osebna zaščitna oprema, ravnanje z odpadki,...Zaradi povečanega obsega poslovanja iščemo nove sodelavke ali sodelavce, za delovno mesto:Administrator v komerciali (m/ž)Pričakujemo:Izobrazbo najmanj V. stopnje ustrezne smeri, dobro pisno in govorno poslovno komuniciranje vsaj v slovenščini, angleščini in (srbo)hrvaščini, obvladovanje računalniških programskih in komunikacijskih orodij za pisarniško delo, vozniški izpit b kategorije, visoko stopnjo samostojnosti, prilagodljivosti in predanosti delu, komunikativnost, natančnost, urejenost in pripravljenost za dodatno izobraževanje. Delovne izkušnje niso potrebne, vendar bodo prednost imele kandidatke ali kandidati s poznavanjem informacijskega sistema Navission, osnovnih postopkov in dokumentov v zvezi s komercialno dejavnostjo, uvozom, izvozom ter špedicijo. Nudimo:Kandidatkam in kandidatom nudimo delo v urejenem delovnem okolju in mladem, dinamičnem kolektivu; možnost dodatnega usposabljanja; možnost dokazovanja svojih sposobnosti, podprto z ustreznim nagrajevanjem. Pogodbo o zaposlitvi bomo sklenili za določen čas največ dvanajst mesecev s poskusno dobo 3 mesecev, z možnostjo predčasne prekinitve pogodbe za določen čas in sklenitvijo pogodbe za nedoločen čas, ko kandidatka ali kandidat z delom dokaže primerno usposobljenost za samostojno delo. V času poskusnega dela je plača minimalna po zakonu, izplača se še nadomestilo za prevoz na delo in prehrano. Po uspešno opravljenem poskusnem delu se plača poveča za približno 10%, ob zaposlitvi za nedoločen čas se plača dodatno povečuje skladno z osvojenimi znanji in stopnjo samostojnosti.Če kandidatke ali kandidati v dvanajstih mesecih ne dosežejo primerne usposobljenosti za sklenitev pogodbe za nedoločen čas, pogodb za določen čas ne podaljšujemo.Vaše prijave pričakujemo izključno preko esistema portala Mojedelo.com."
Administrator v logistiki,https://www.mojedelo.com//administrator-v-logistiki/d-395652?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,31.10.2018,04:33,22.10.2018,"ILKO-EL, instalacije električnih napeljav in naprav, d.o.o.",Ptuj,m/ž,https://www.mojedelo.com//administrator-v-logistiki/d-395652?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D37,"Električar     ADMINISTRATOR V LOGISTIKI m/žILKO-EL d.o.o. je del mednarodne skupine DoxaKey. Slednja uspešno povezuje podjetja iz Slovenije, Hrvaške in Slovaške. Cilj, da za svetovne priznane koorporacije organiziramo celotno izvedbo projekta dodobra usklajujemo tudi z izborom ustreznega kadra, katerega vseskozi dodatno izobražujemo. In prav strokoven ter zadovoljen kader, kateri svoje delo opravlja odlično, je poleg povečanega števila novih projektov omogočil razpis za prosto delovno mesto.Vaše delo bo obsegalo:organizacija službenih potovanj (prevoza in nastanitev),kontaktiranje poslovnih partnerjev,druga splošna administrativna dela.Pričakujemo: napredno znanje angleškega in nemškega jezika,poznavanje MO paketa,fleksibilnost – delo lahko poteka tudi popoldan in med vikendom,priporočene so izkušnje s področja administracije in dobre komunikacijske sposobnosti. Nudimo:zaposlitev za nedoločen čas, s poskusno dobo 6 mesecev,zaposlitev za polni delovni čas,možnost dodatnih izobraževanj, delo poteka na sedežu podjetja ILKO-EL d.o.o. – Ormoška cesta 81 d, 2250 Ptuj. V kolikor bi želel svoj potencial izkoristiti in še dodatno razvijati, se pridruži mladi ekipi. Svoj CV nam, do 15.11.2018, pošlji na maja.luzar@ilko-el.si"
Administrator za italijanski trg m/ž,https://www.mojedelo.com//administrator-za-italijanski-trg-mz/d-395426?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D47,31.10.2018,04:34,17.10.2018,HSG KARIERA,Koper,m/ž,https://www.mojedelo.com//administrator-za-italijanski-trg-mz/d-395426?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D47,"kariera Korak naprej v  karieri  Iskanje ali menjava zaposlitve je prelomnica, ko se odločate o  vaših  nadaljnjih korakih v življenju.   Dobro je vedeti, da imate ob sebi      strokovnjake, ki vas lahko pravilno usmerijo.       Administrator za italijanski trg m/ž Pridružite se podjetju s 135-letno tradicijo in postanite del dobro vkoreninjene strukture na finančnem trgu.Za več informacij pokličite na telefonsko številko 031 809 911 (Karmen Novak) ali pišite na mail karmen.novak@kariera.si    Opis delovnega mesta Vam jezik teče kot namazan poleg slovenskega tudi v italijanskem jeziku?Imate sposobnost hitrega preklapljanja iz teme na temo?Ste proaktivni in se v vas skriva ravno prava mera empatije in razumevanja?Če je vaš odgovor na vsa tri vprašanja pritrdilen, se prijavite na spodnji oglas in se pridružite podjetju s 135-letno tradicijo :)- podpora strankam,- kontrola in ažuriranje podatkov,- telefonsko pridobivanje podatkov,- prodaja višjega standarda storitev že obstoječim strankam.   Pričakujemo - Odlično znanje italijanskega jezika (tako ustno kot pisno),- logično in fleksibilno razmišljanje,- komunikativnost,- poznavanje osnov Microsoft Office,- pripravljenost na delo v dveh izmenah.   Nudimo - delo v podjetju z dolgoletno tradicijo,- dolgoročno sodelovanje,- možnost osebnega razvoja,- delo v dobrem kolektivu.     Če ustrezate vsem pogojem in bi vas tako delo zanimalo, vas  vabimo, da se prijavite preko portala. Za več informacij pokličite: 031 809 911 ali karmen.novak@kariera.si     Izkušnje Kadrovska agencija Kariera že več kot 10 let zaposluje za  največja in najbolj uspešna podjetja v Sloveniji. Več kot 1.600 zaposlenih po  vsej Sloveniji dela v 11. panogah na 60. različnih lokacijah.   Strokovnost V Karieri vemo, kakšne so zahteve na delovnem mestu in  kakšne so želje podjetja. Hkrati ves čas vzpostavljamo in vzdržujemo stik s  široko mrežo nadarjenih ljudi s posameznih področij. Zmagovalna kombinacija pri  kadrovanju je poznavanje zahtev in želja podjetij ter znanj in sposobnosti  ljudi.   Poznavanje trendov Sodelovanje s Kariero vam omogoča dostop do najrazličnejših  informacij s področja trga dela in zaposlitvenih priložnosti, saj smo najbolj  uspešno slovensko kadrovsko podjetje. Imamo informacije s številnih področij kadrovanja, saj smo  sestavni del zaposlitvenih trendov, oziroma jih ustvarjamo; katera znanja,  veščine se iščejo, kateri so poklici prihodnosti, ...   Vse naše objave: www.kariera.si/prosta-delovna-mesta/ Ali na facebook profilu: www.facebook.com/kariera/   01/300-31-00 www.kariera.si"
Administrator,https://www.mojedelo.com//administrator/d-394451?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D66,31.10.2018,04:36,09.10.2018,"Sano - sodobna prehrana živali, d.o.o.",Hajdoše,m/ž,https://www.mojedelo.com//administrator/d-394451?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije%3Fp%3D66,"Komercialist za delo na terenu za področje Prekmurja in Podravja    Sano je priznana evropska blagovna znamka mineralnih dodatkov, mlečnih nadomestkov in specialnih izdelkov za sodobno prehrano živali. Prisotni smo v 35 državah v Evropi, Aziji, Afriki in Latinski Ameriki.Administrator (m/ž)na sedežu podjetja v HajdošahNaša ponudba:zaposlitev za eno leto s poskusno dobo 3 mesece,kasneje možnost podaljšanja pogodbe,delo v mednarodnem okoljuVaš profil:V. ali višja stopnja izobrazbe,samoiniciativnost in orientiranost k uresničevanju dolgoročnih poslovnih ciljev,prednost je znanje tujih jezikovdobre organizacijske sposobnosti,dobro poznavanje MS Office (Excel).Vaše glavne naloge:urejanje poslovne dokumentacije,zbiranje in urejanje podatkov,obdelava naročil,druga administrativna delaČe ste pripravljeni sprejeti izziv, nam pošljite vašo prijavo.Prijave sprejemamo izključno preko portala mojedelo.comSano - Sodobna prehrana živali d.o.o. www.sano.si"
