VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,Sex,SourceLink,Content
Specialist za digitalni marketing,https://www.mojedelo.com/specialist-za-digitalni-marketing/d-493813?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,Kronoterm d.o.o. ,"Od doma, občasno na sedežu podjetja",m/ž,https://www.mojedelo.com/specialist-za-digitalni-marketing/d-493813?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Razvojnik    SODELAVEC ZA DIGITALNI MARKETING (M/Ž)Se ne moreš ločiti od svojega mobilnega telefona in si vedno na tekočem z najnovejšimi trendi v svetu digitalnega marketinga? Se rad/a učiš in imaš že nekaj izkušenj z optimizacijo spletnih strani, ti beseda UX ni tuja in ti Facebook, Youtube, Linkedin niso zgolj orodje za komunikacijo s svetom, ampak veš, kaj vse še lahko delaš z njimi? Z veseljem razmišljaš o novih vrstah vsebine, o videu, podcastih in še čem, česar sploh nismo omenili? Če vsemu temu lahko dodaš še veliko mero kreativnosti in proaktivnosti, potem si res pravi/a za nas!Sodelavec bo dnevno vpet v vse digitalne marketinške aktivnosti, vendar pa bo sodeloval s celotno marketinško ekipo pri načrtovanju, izvedbi in optimizaciji marketinških kampanj in pobud ter nudil podporo ostalim marketinškim dejavnostim, tudi tistim s področja klasičnega marketinga.Iščemo nekoga z voljo do učenja in spremljanja novosti na področju vseh marketinških področjih s poudarkom na inbound, growth hacking in vsebinskem marketingu. Še posebej pomembno je, da ima pri vseh aktivnostih v mislih izkušnjo našega končnega uporabnika.KDO SMO?Kronoterm smo specialisti za tihe toplotne črpalke. Družinsko in razvojno naravnano podjetje, ki razvija toplotne črpalke že od leta 1976. Ekipa šteje 80 članov, skupaj z zunanjimi sodelavci pa nas je preko 100. Smo domači razvijalci in proizvajalci toplotnih črpalk in ogrevalnih sistemov in v naši družini je že preko 75.000 zadovoljnih uporabnikov preko cele Evrope – tako domačih, hišnih sistemov, kot velikih industrijskih rešitev. Smo navdušenci nad novimi tehnologijami, ki jih poskušamo vpeljati v naše toplotne črpalke in tako narediti čim bolj prijazno uporabniško izkušnjo. Več o nas VIDEO.V Kronoterm družino pa želimo sprejeti SPECIALISTA ZA DIGITALNI MARKETING (m/ž), ki se bo ki se bo pridružil dinamični ekipi strokovnjakov z vse Evrope.Smo te navdušili? Spoznajmo se!ODGOVORNOSTIIzvajanje strategije nastopa na socialnih omrežjih in dnevno urejanje socialnih omrežij.Izvajanje oglaševanja na socialnih omrežjih in oglaševalski mreži Google.Izvajanje kampanj prek elektronske pošte in e-mail avtomatizacije.Pisanje besedil po potrebi (objave na socialnih omrežjih, oglasi za Facebook, Linkedin, Youtube in Google, zapisi za spletno stran, besedila za pristajalne in druge spletne strani).Skrb za ažurnost naših spletnih strani.Sodelovanje z dizajnerji pri pripravi kreativ.Priprava analitike in poročil (Google Analytics, socialna omrežja), prilagajanje kampanj rezultatom, keyword search za spremljanje in analizo dejavnosti konkurence na digitalnem področju.Izvajanje analiz, poročil in priporočil za izboljšave.Spremljanje trendov, novosti na področju (digitalnega) oglaševanja in komuniciranja na različnih (socialnih) medijih.Nadzor nad skladnostjo procesov z GDPR predpisi in pravnimi informacijami na spletu.Pomoč pri pripravi razpisov.Ostala dela v okviru delovnega področja po navodilu nadrejenega.PRIČAKUJEMODobro poznavanje digitalnega marketinga in družbenih omrežij.Odlično poznavanje orodij Google Analytics, poznavanje orodij socialnih omrežji ter orodij Mailchimp in Wordpress je prednost.Poznavanje inbound marketinga, growth hacking in konceptov SEO je prednost. • Odlično znanje slovenščine in angleščine.Sposobnost organizacije časa in razporejanja nalog glede na njihovo pomembnost. • Sposobnost individualnega in timskega dela.Od 1 do 2 leti izkušenj na področju digitalnega marketinga.Dobre analitične sposobnosti.Ustrezno izobrazbo iz smeri marketinga, računalništva ali multimedije, odprto mišljenje, usmerjenost v rezultate in obvladovanje dela s podatki.Željo po nenehnem izpopolnjevanju in izobraževanju.NUDIMOZanimivo in dinamično delo v razgibanem, mladem in povezanem kolektivu.Veliko novega digitalnega znanja in izkušenj; možnosti za dodatno izobraževanje, napredovanje in stalen (osebni in poslovni) razvoj.Delo v hitro rastočem mednarodnem podjetju.Nudimo prijetno delovno okolje, redno stimulativno plačilo in pridobitev delovnih izkušenj.KRAJ OPRAVLJANJA DELA: Na daljavo in občasno na lokaciji podjetja.Pričetek dela – TAKOJ.Prijavijo se lahko tudi študenti, ki imajo na razpolago več časa.Za prijavo do četrtka, 30. aprila 2020, pošlji svoj CV in tri poudarke zakaj si ti ravno pravi kandidat za nas na naslov suzana.gucek@kronoterm.com s pripisom/zadevo »Sodelavec za digitalni marketing«."
Referent v pripravi dela / tehnični sektor,https://www.mojedelo.com/referent-v-pripravi-dela-tehnicni-sektor/d-493815?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,SGP ZIDGRAD Idrija d.d.,Idrija,m/ž,https://www.mojedelo.com/referent-v-pripravi-dela-tehnicni-sektor/d-493815?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Samostojni komercialist     Zadovoljstvo naročnikov je zrcalo naše uspešnostiV svoj kolektiv, kjer ustvarjamo prijazno delovno okolje,  ponujamo vodstveno delo,  zato  vabimo k sodelovanju kandidate za prosto delovno mestoReferent v pripravi dela / tehnični sektor OPIS DELOVNEGA MESTA:zbiranje in proučevanje projektne dokumentacije in druge dokumentacije v zvezi z izvedbo del ter pridobivanje ustreznih informacij,samostojna izdelava tehnično ekonomskega elaborata : TEE ( priprava splošnega opisa objekta, organizacije gradbišče ter načina izvedbe, izdelava terminskega in finančnega plana, priprava projekta izvajanja betonske konstrukcije, priprava programa preiskav notranje kontrole del in pridobivanja  dokazil o ustreznosti materiala )izdelava popisov z predizmerami in izdelava obračunskih listov gradbene knjige posameznih izvedenih del izdelava navodil za obratovanje in vzdrževanje objektov, pridobivanje in izdelava garancijskih listov, samostojna izdelava dokazila o zanesljivosti objektov  izdelava poročil o ravnanju z gradbenimi odpadki izdelava zapisnikov za primopredajo del oziroma objektov ter izvedba postopkov v zvezi z prevzemom del  ali izročitvijo objektovopravljanje drugih gradbeno – tehničnih del po navodilih in zadolžitvah tehničnega vodje delKAJ PRIČAKUJEMO:V. ali VI/ 1  stopnja strokovne izobrazbe gradbene smeri  - gradbeni tehnik ali gradbeni inženir gradbeništva, najmanj 3 leta delovnih izkušenj na enakih ali podobnih delih,odlično poznavanje MS office orodij  okvirno poznavanje predpisov, smernic in standardov s področja gradbeništva  vozniški izpit B kategorijesamostojnost, natančnost in ažurnostKAJ NUDIMO:zaposlitev je za določen čas, z možnostjo zaposlitve za nedoločen časmožnost napredovanja in dodatnega izobraževanja delo v urejenem delovnem kolektivuredno izplačilo plače in vseh drugih denarnih prejemkovPrijave z vašimi kontakti (tel. številka, elektronski naslov) z natančnim opisom dosedanjih izkušenj, zlasti na področju vodenja del na gradbišču sprejemamo na naslov: SGP Zidgrad Idrija d.d., Vojkova 8, 5 280 Idrija, ali na elektronskem naslovu: zidgrad@sgpzidgrad.si ali preko portala Mojedelo.com do zasedbe delovnega mesta."
Tehnolog strojne montaže m/ž,https://www.mojedelo.com/tehnolog-strojne-montaze-mz/d-493822?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,I.H.S. d.o.o.,Krško,m/ž,https://www.mojedelo.com/tehnolog-strojne-montaze-mz/d-493822?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Informatik    I.H.S. d.o.o. smo inovativno podjetje iz Krškega, kjer razvijamo in ponujamo celovite rešitve za avtomatizacijo proizvodnih procesov. V 30-letnem obdobju smo z inovativnimi in kvalitetnimi rešitvami ter sloganom »Our systems. Your future.« razvili blagovno znamko, ki je v Evropi in izven nje močno uveljavljena na področju transportne, pakirne in paletirne tehnike v prehrambni in mlečni industriji, industriji pijač, industriji izdelkov široke potrošnje ter tobačni in kemijski industriji. V smislu konstantnega napredka in rasti se usmerjamo k razvoju vedno novih in boljših strojev in sistemov za industrijsko avtomatizacijo.Video predstavitev podjetja:  I.H.S Corporate video. Če vidiš sebe kot del naprednega tima, si vabljen, da se prijaviš na razpisano delovno mestoTEHNOLOG STROJNE MONTAŽE m/žZaupali ti bomo:usklajevanje in vodenje izvajanja priprav za strojno montažo, skrb za celovitost in popolnost montažne dokumentacije,spremljanje poteka dela in doseganja planov,sodelovanje pri strojni montaži ter testiranjih strojev in naprav, evidentiranje napak in sodelovanje pri njihovi odpravi, sodelovanje pri odpremi projekta, izvajanje medfazne kontrole vgrajenih elementov in sistema.Pričakujemo:vsaj 6. raven izobrazbe tehnične smeri,izkušnje z delom v CAD/CAM programih, poznavanje SolidWorks/SolidCAM je prednost,dobro poznavanje računalniških orodij Windows, MS Office,znanje branja tehničnih načrtov,osnovno znanje angleškega ali nemškega jezika, samoiniciativnost, sistematičnost, iznajdljivost in fleksibilnost,timsko usmerjenost in komunikativnost,vozniški izpit B kategorije.Nudimo ti:zaposlitev za nedoločen čas s poskusno dobo 6 mesecev,konkurenčno plačilo za dobro opravljeno delo,fiksen delovni čas – pričetek dela ob 6.00 ali 7.00 uri, vplačilo dela premije za prostovoljno dodatno pokojninsko zavarovanje po uspešno zaključeni poskusni dobi, tehnično, profesionalno in ustvarjalno okolje, ki omogoča samostojnost pri delu,delodajalca, ki je družbeno odgovoren do ljudi in okolja.Prijava: kadri@ihs.systems, do 22.05.2020."
Samostojni sodelavec za IT pomoč uporabnikom m/ž,https://www.mojedelo.com/samostojni-sodelavec-za-it-pomoc-uporabnikom-mz/d-493820?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,I.H.S. d.o.o.,Krško,m/ž,https://www.mojedelo.com/samostojni-sodelavec-za-it-pomoc-uporabnikom-mz/d-493820?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Informatik    I.H.S. d.o.o. smo inovativno podjetje iz Krškega, kjer razvijamo in ponujamo celovite rešitve za avtomatizacijo proizvodnih procesov. V 30-letnem obdobju smo z inovativnimi in kvalitetnimi rešitvami ter sloganom »Our systems. Your future.« razvili blagovno znamko, ki je v Evropi in izven nje močno uveljavljena na področju transportne, pakirne in paletirne tehnike v prehrambni in mlečni industriji, industriji pijač, industriji izdelkov široke potrošnje ter tobačni in kemijski industriji. V smislu konstantnega napredka in rasti se usmerjamo k razvoju vedno novih in boljših strojev in sistemov za industrijsko avtomatizacijo.Video predstavitev podjetja:  I.H.S Corporate video. Če vidiš sebe kot del naprednega tima, si vabljen, da se prijaviš na razpisano delovno mestoSAMOSTOJNI SODELAVEC ZA IT POMOČ UPORABNIKOM m/žZaupali ti bomo:pomoč in podporo uporabnikom,nameščanje programske in strojne opreme, skrb za delovanje tiskalnikov in odpravo napak,sodelovanje pri nabavi in vzdrževanju programske in strojne opreme,iskanje in odpravo napak na programski in strojni opremi,koordiniranje dobaviteljev opreme/storitev glede dobave, vzdrževanja in odprave napak,skrb za delovanje mobilne in VoIP telefonije,urejanje in vodenje dokumentacije,skrb za delovanje ERP, pristopne kontrole, video nadzornega sistema,izvajanje postopkov varovanja podatkov,sodelovanje pri načrtovanju in izvedbo sistemskih rešitev,sodelovanje pri povezovanju informacijskih omrežij.Pričakujemo:višjo, visoko strokovno ali univerzitetno izobrazbo računalniške ali druge tehnične smeri,vsaj 3 leta delovnih izkušenj na IT področju, poznavanje strežniških sistemov in računalniškega omrežja,odlično poznavanje programske opreme Microsoft za osebne računalnike in strežnike,samoiniciativnost, iznajdljivost in natančnost,komunikacijske sposobnosti in timsko usmerjenost,vozniški izpit B kategorije,tekoče znanje angleškega jezika.Prednost bodo imeli kandidati, ki:poznajo poslovno informacijski sistem Gosoft,imajo osnovno znanje programiranja in dela s podatkovnimi bazami.Nudimo ti:zaposlitev za nedoločen čas s poskusno dobo 6 mesecev,konkurenčno plačilo za dobro opravljeno delo,fleksibilen delovni čas – pričetek dela med 7.30 in 8.30 uro, vplačilo dela premije za prostovoljno dodatno pokojninsko zavarovanje po uspešno zaključeni poskusni dobi, tehnično, profesionalno in ustvarjalno okolje, ki omogoča samostojnost pri delu,delodajalca, ki je družbeno odgovoren do ljudi in okolja.Prijava: kadri@ihs.systems, do 22.05.2020."
Zidar,https://www.mojedelo.com/zidar/d-493807?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,Trummer kadrovska agencija d.o.o.,Avstrija,m/ž,https://www.mojedelo.com/zidar/d-493807?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Se želite zaposliti v Avstriji/Nemčiji/Švici in za svoje delo prejeti odlično plačilo?       Potem se obrnite na nas. TRUMMER kadrovska agencija d.o.o. je hčerinsko  podjetje avstrijskega družinskega podjetja TRUMMER Montage & Personal GmbH,  ki že več kot 25 let uspešno deluje na področju kadrovanja.  Sodelovanje z več kot 800 podjetji iz Avstrije nam omogoča zaposlovanje različnih profilov  skozi vse leto, saj se delovna mesta konstantno zapolnjujejo in tudi odpirajo. Pošljite nam vaš življenjepis ali nas kontaktirajte preko drugih kanalov. Veselimo se vašega klica in prijave.        Zidar (m/ž) Opis delovnega mesta:  •    gradnja temeljev, zidov, stropov•    gradnja novih objektov in/ali sanacijska dela•    ometavanje zidov ter druga dela po navodilih nadrejenega•    zaželjeno je poznavanje statike, gradbenih predpisov, ni pa pogoj Kaj pričakujemo: •    pogovorno znanje nemškega jezika•    delovne izkušnje•    motiviranost, samoiniciativnost in timsko orientiranost•    natančnost in odgovornost•    izpit B kategorije in lasten prevoz•    obvezen pogoj je državljanstvo EU Kaj nudimo: •    redno zaposlitev za določen čas,•    usklajen delovni čas,•    socialno varnost,•    dodatke ter 13. in 14. plačo,•    individualno svetovanje in podporo.Mesečno plačilo po avstrijski kolektivni pogodbi.Za vse dodatne informacije nas pokličite na:MARIBORTel.št.: +386 40 696 695 (Ana)Tel.št.: +386 40 416 111 (Sanja) E-Mail: Team.Maribor@trummer.euMURSKA SOBOTATel.št.: +386 40 416 220 (Martina) E-Mail: Team.Murska-Sobota@trummer.eu   Vabimo kandidate in kandidatke, ki ste v zgornjem opisu prepoznali pravo priložnost za svoj poklicni profil,da nam svojo prijavo z življenjepisom pošljete preko e-sistema MojeDelo.com.  Več na: www.trummer.eu"
Vodja vzdrževalnega tima (m/ž),https://www.mojedelo.com/vodja-vzdrzevalnega-tima-mz/d-493787?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,ECOLAB d.o.o,Maribor,m/ž,https://www.mojedelo.com/vodja-vzdrzevalnega-tima-mz/d-493787?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Prodajni zastopnik in skrbnik ključnih kupcev    Storitve.Rešitve.Uspeh…14 milijard USD letnega prometaVeč kot 47.000 zaposlenihPrisotni v več kot 170 državahMilijon strank, ki nam zaupajo.Eno od vodilnih mednarodnih podjetij na področju proizvodov za profesionalno čiščenje, pranje in dezinfekcijo.Za našo proizvodno lokacijo v Mariboru iščemo novega sodelavca na delovnem mestuVodja vzdrževalnega tima (m/ž)Vaše odgovornosti bodo:vodenje in koordiniranje vzdrževalnega tima v skladu z Ecolabovimi standardi, zagotavljanje varnega, trajnostnega in učinkovitega dela ter vzdrževanje  infrastrukture in proizvodne opremevodenje projektov na področju vzdrževanja in koordiniranje virov za izvedbo načrtovanih vzdrževalnih nalogkoordiniranje dela zunanjih vzdrževalno-investicijskih izvajalcev v podjetjupriprava tedenskega načrta vzdrževanja, skladno z prioritetami proizvodnjepromoviranje varnostnih pravil s poročanjem potencialno nevarnih dogodkov in možnih izboljšavzagotavljanje standarda 5Snadzorovana poraba finančnih sredstev za vzdrževanje v okviru budžetaskrb za izboljšanje učinkovitosti in delovanje opreme, nabava nove opremevodenje vzdrževalne dokumentacije in sodelovanje pri pripravi investicijske dokumentacijeskrb za evidence in spremljanje osnovnih sredstevvodenje in promoviranje TPM timov ter kulture kontinuiranih izboljšav.Od vas pričakujemo:vsaj VI/0 stopnja izobrazbe (elektro, strojne, mehatronike, kemijske smeri)znanje računalništva na osnovni ravni (MS Office, e-mail, internet)znanje angleškega jezikaorganizacijske in vodstvene sposobnosti, natančnostpoznavanje zakonodaje na področju varnosti pri delu, požarne varnosti in delovnih sredstvihPonujamo vam:priložnost, da nam pomagate pri reševanju največjih svetovnih izzivov: zagotoviti strankam čisto vodo, varno hrano, dovolj energije in zdravo življenjsko okoljemožnost dela in razvoja v mednarodnem podjetjudelo v organizaciji, ki verjame, da so ključ do uspeha delo v raznolikih timih, različne ideje in perspektive, saj nam to pomaga, da delo kar najbolje opravimoDelovno mesto bo sklenjeno za nedoločen čas s poskusno dobo 6 mesecev.Vaša ponudba naj zajema CV v slovenskem in angleškem jeziku. Razpis bo odprt do 2.5.2020. Prijave sprejemamo preko portala mojedelo.com... in vi!"
Kurir/kurirka na območju Ljubljana - Center,https://www.mojedelo.com/kurirkurirka-na-obmocju-ljubljana-center/d-493624?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,General logistics systems  d.o.o. - GLS pogodbeni partner,Ljubljana Center,m/ž,https://www.mojedelo.com/kurirkurirka-na-obmocju-ljubljana-center/d-493624?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Kurir/kurirka na območju Ljubljana - Center    Kurir/kurirka na območju Ljubljana - CenterPrilagodljivost, povezovanje in zaupanje so besede, ki najbolje povzamejo vizijo in cilje poslovanja podjetja GLS. Naša prednostna naloga je kakovost dostavnih storitev. V Sloveniji smo najhitreje rastoči in drugi največji ponudnik paketne dostave. GLS kurirji so zaposleni pri GLS pogodbenem partnerju vendar delujejo za zanesljivo blagovno znamko GLS.Video predstavitev GLS: https://youtu.be/ovWXj-egz8kOpis delovnega mesta:Pogodbeni partner podjetja GLS išče kurirja ali kurirko na območju Ljubljane. GLS je eden od večjih ponudnikov za dostavo paketov v Evropi. Postanite eden od 19.000 evropskih GLS kurirjev. Zaradi hitre rasti iščemo nove sodelavce, ki bodo zastopali blagovno znamko GLS.GLS kurir-ka dostavlja in prevzema pakete z dostavnim vozilom na lokalnem terenu. Delo je dinamično, delno poteka na terenu in delno v skladišču. Delo poteka od ponedeljka do petka.Pričakujemo:Zaželene so izkušnje s paketno dostavo, niso pa pogoj. Zaželene izkušnje z upravljanje dostavnih vozil (kombi nosilnosti do 3.500 kg) in vozniško dovoljenje B kategorije. Želimo sodelavca za daljše časovno obdobje, ki bo z nami ostal več let.Najboljši GLS kurirji so:družabni in komunikativni,dinamični in hitri,samoiniciativni,urejeni,pošteni.Od vsakega posameznika v GLS se pričakuje spoštovanje predpisanih smernic in postopkov mednarodne skupine. Za opravljanje dela GLS kurirja potrebujete veljaven vozniški izpit in potrdilo o nekaznovanosti. Pri razgovoru naj kandidati predložijo potrdilo o nekaznovanosti. Nudimo:Ponujamo vam raznoliko delo ob katerem srečate veliko ljudi. Svoje delo opravljate samostojno, a ste klub temu del velike skupine. Prejmete pošteno plačilo odvisno od kvalitete vašega dela. Delo poteka izključno med tednom, vikendi in prazniki se dela prosti. Možnost dela preko s.p.Ponudbe sprejemamo na:Emir Hodžić s.p.040 172 323emir.benko@gmail.com"
"Skrbnik polic v Portorožu, Luciji in Izoli-projektno delo",https://www.mojedelo.com/skrbnik-polic-v-portorozu-luciji-in-izoli-projektno-delo/d-493619?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,PKK  d.o.o.,"Portorož, Lucija in Izola",m/ž,https://www.mojedelo.com/skrbnik-polic-v-portorozu-luciji-in-izoli-projektno-delo/d-493619?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Programer    PKK d.o.o. – podjetje z več kot 10-letno tradicijo in izkušnjami na področju pospeševanja prodaje. SKRBNIK POLIC V PORTOROŽU, LUCIJI IN IZOLI-PROJEKTNO DELOOpis delovnega mesta:Nalaganje izdelkov na police in stojala – skrb za založenost polic.Pričakujemoda ima kandidat ODPRT in AKTIVEN S.P. (klasičen ali popoldanski).Zanesljivost.Lasten prevoz.Nudimo:Dinamično in samostojno delo.Redno plačilo.PRIJAVA:Prijavite se izključno preko našega spletnega obrazca tukaj: https://forms.gle/SK7ynCUG91mqX8sHA"
Disponent (m/ž) / Logistic sales manager,https://www.mojedelo.com/disponent-mz-logistic-sales-manager/d-493618?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,HART d.o.o.,Maribor,m/ž,https://www.mojedelo.com/disponent-mz-logistic-sales-manager/d-493618?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,"Disponent (m/ž)/ Logistic sales manager      Disponent (m/ž)/ Logistic sales managerPodjetje HART d.o.o. se ponaša s 30 letno tradicijo in je uveljavljeno špedicijsko podjetje, predvsem na področju mednarodnega cestnega transporta. Visoki standardi kakovosti nam utrjujejo sodelovanje z zahtevnimi naročniki in prevozniki po Evropi, pri katerih smo si ustvarili ugled zaželjenega poslovnega partnerjaK skupnemu ustvarjanju vabimo novo sodelavko ali sodelavca na področju logistike.Glavne naloge izbranega kandidata bodo:iskanje novih kupcev in poslovnih priložnosti na območju Slovenije in zahodnoevropskih tržiščih;sodeluje pri pripravi in izvedbi logističnih storitev na navedenem območju;pripravlja ponudbe in realizira naročene storitve za naročnike;organizira in izvaja pospeševanje prodaje na prodajnem območju;servisira obstoječe kupce – pred in poprodajne aktivnosti na prodajnem območju.Kandidat/ka mora izpolnjevati naslednje pogoje:vsaj V. stopnjo izobrazbe;5 let delovnih izkušenj v transportu-logistiki;aktivno znanje angleškega in nemškega jezika;poznavanje dela z računalnikom v MS-Office;vozniško dovoljenje B kategorije, lasten prevoz.Izbranemu kandidatu/ki nudimo:Delo v stabilnem podjetju in urejene pogoje dela;Stimulativno nagrajevanje;Strokovno usposabljanje in izobraževanje;Možnost razvoja kariere in napredovanja.Z izbranim kandidatom/kandidatko bomo sklenili delovno razmerje za nedoločen čas s poskusnim delom treh mesecev.Kraj opravljanja dela: na sedežu podjetjaVse kandidate, ki ste v zgornjem opisu prepoznali novo karierno priložnost vabimo, da nam pošljete prijavo z življenjepisom in dokazili na elektronski naslov marko@hart.si do vključno 15.05.2020.hart.si"
Prodajalec/ka - BTC,https://www.mojedelo.com/prodajalecka-btc/d-493616?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,22.04.2020,09:46,22.04.2020,JONES TRGOVINA D.O.O.,Ljubljana,m/ž,https://www.mojedelo.com/prodajalecka-btc/d-493616?returnUrl=%2Fprosta-delovna-mesta%2Fvsa-podrocja%2Fvse-regije,Poslovodja
