VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Ekspert v računovodstvu (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/ekspert-v-racunovodstvu-mz-738253-738253/,02.09.2020,02:01,01.09.2020,"A1 Slovenija, d. d.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/ekspert-v-racunovodstvu-mz-738253-738253/,"A1 Slovenija je podjetje, ki želi uporabniku zagotoviti odlične storitve in podporo povsod po Sloveniji. Imate vrhunska računovodska znanja, nenehno iščete razvojne priložnosti in si želite soustvarjati nekaj izjemnega, ter vas zanima delo v telekomunikacijah? Opis delovnega mesta   Naloge in odgovornosti: knjiženje poslovnih dogodkov, MSRP 15, usklajevanje poslovnih dogodkov med sistemi, zagotavljanje pravilnih obračunov za dobavitelje, uporabnike in davčne organe (na dodeljenem področju dela), priprava različnih poročil glede na dodeljeno področje dela, zagotavljanje pravilnega izvajanja veljavne davčne zakonodaje, poročanje vodji računovodstva. Pri zaposlovanju iščemo posameznike, ki so s svojim znanjem in vedenjem blizu vrednotam in pričakovanjem A1.   Pričakujemo   Od kandidata pričakujemo: V.  ali VI. stopnja izobrazbe ekonomske smeri ali druga ustrezna izobrazba, najmanj 2 leti delovnih izkušenj na podobnih delovnih mestih, prednost imajo kandidati ki poznajo program SAP, poznavanje računovodskih standardov, davčnih predpisov, financ, uporabniško znanje uporabe osebnega računalnika, delo s preglednicami, delo z bazami podatkov – zahtevno, angleški jezik – tekoče, samoiniciativnost in natančnost.    Ponujamo   Delovno mesto ponuja: delovno razmerje za določen čas (nadomeščanje sodelavke na porodniškem dopustu) s poskusno dobo 4 mesecev, strokovni, osebni in karierni razvoj z nadgradnjo individualnih potencialov, ustvarjalno organizacijsko kulturo in timsko vzdušje, veliko priložnosti za izobraževanje in pridobivanje novih znanj, družini prijazno okolje, ki omogoča dobro ravnovesje med delom in zasebnim življenjem.           Če ste se prepoznali v opisu vas vabimo, da se prijavite prekospletnega obrazca. Ob prijavi priložite življenjepis v slovenskem in angleškem jeziku,do 1. 10. 2020."
Prodajno-servisni svetovalec za znamke VW/ Seat/ Škoda (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/prodajno-servisni-svetovalec-za-znamke-vw-seat-skoda-mz-738248-738248/,02.09.2020,02:01,01.09.2020,Špan d.o.o.,"
					Brezovica pri Ljubljani
				",https://www.optius.com/iskalci/prosta-delovna-mesta/prodajno-servisni-svetovalec-za-znamke-vw-seat-skoda-mz-738248-738248/,"Podjetje Špan d.o.o. je zasebno podjetje s 35 letno tradicijo. Naša današnja ponudba je plod vizije, ki ji sledimo že od samega začetka – lastnikom vozil ponuditi celovito paleto kakovostnih storitev na enem mestu. To je gonilo našega dela in temelj naše strategije, ki v svojih usmeritvah upošteva tako individualnost in prilagajanje željam posameznikov, kot tudi celovitost in interdisciplinarni pristop.Vse od ustanovitve dalje se osredotočamo na inovacije, kakovost storitev in zagotavljanje večje dodane vrednosti našim strankam.K sodelovanju vabimo strokovnega, energičnega, dinamičnega in odločnega sodelavca na delovno mestoProdajno-servisni svetovalec za znamke VW/ Seat/ Škoda (m/ž) Opis delovnega mesta   Naloge in odgovornosti: izdelava in posredovanje ponudb blaga in storitev, svetovanje strankam, demonstracija in prodaja blaga (avtomobilskih pnevmatik in platišč) svetovanje in prodaja nadomestnih delov in dodatne opreme za vozila, koordinacija med servisom in prodajo, odpiranje delovnih nalogov z opisom popravil v skladu z zahtevami stranke, pomoč pri reševanju reklamacij.    Pričakujemo   Od kandidata pričakujemo: najmanj IV. stopnjo izobrazbe komercialne ali tehnične smeri, vsaj 1 leto delovnih izkušenj na področju avto-servisne dejavnosti poznavanje avtomobilskega trga predstavlja prednost, komunikativnost, odlične prodajne sposobnosti, urejenost in veselje za delo s strankami kot tudi v timu, vozniški izpit B kategorije, obvladanje računalniških programov MS Office, znanje slovenskega in vsaj osnovno znanje enega tujega jezika.    Ponujamo   Delovno mesto ponuja: samostojno in dinamično delo v uspešnem kolektivu, priložnost za profesionalni razvoj in osvojitev novih znanj, delo za nedoločen čas s 3-mesečnim poskusnim delom, dobre delovne pogoje in stimulativno plačilo.          Pisne ponudbe s kratkim življenjepisom in dokazili o izpolnjevanju pogojev sprejemamo najkasneje, najkasnejedo 15. 9. 2020na e-naslov:kadrovska@span.si."
Avtoserviser – avtomehanik (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/avtoserviser-avtomehanik-mz-738247-738247/,02.09.2020,02:01,01.09.2020,Špan d.o.o.,"
					Brezovica pri Ljubljani
				",https://www.optius.com/iskalci/prosta-delovna-mesta/avtoserviser-avtomehanik-mz-738247-738247/,"Podjetje Špan d.o.o. je zasebno podjetje s 35 letno tradicijo. Naša današnja ponudba je plod vizije, ki ji sledimo že od samega začetka – lastnikom vozil ponuditi celovito paleto kakovostnih storitev na enem mestu. To je gonilo našega dela in temelj naše strategije, ki v svojih usmeritvah upošteva tako individualnost in prilagajanje željam posameznikov, kot tudi celovitost in interdisciplinarni pristop.Vse od ustanovitve dalje se osredotočamo na inovacije, kakovost storitev in zagotavljanje večje dodane vrednosti našim strankam.Zaradi večjega obsega dela vabimo novega sodelavca za prosto delovno mesto:Avtoserviser – avtomehanik (m/ž) Opis delovnega mesta   Naloge in odgovornosti: Servisiranje motornih vozil.    Pričakujemo   Od kandidata pričakujemo: Pogoji:Od kandidatov pričakujemo organizacijske sposobnosti, fleksibilnost, samoiniciativnost ter sposobnost za timsko delo, vozniški izpit B kat. Dodatno zahtevamo še:Srednjo poklicno izobrazbo (IV. stopnje) tehnične smeri ali vsaj 2 leti delovnih izkušenj na področju mehanike vozil, najmanj 2 leti delovnih izkušenj s področja servisiranja motornih vozil (izkušnje z blagovnimi znamkami Volkswagen, Seat in Škoda predstavlja prednost), osnovno znanje angleškega jezika (strokovna terminologija), poznavanje tehničnih predpisov v avtomobilski stroki.    Ponujamo   Delovno mesto ponuja: Delovno razmerje za nedoločen čas, s polnim delovnim časom in poskusno dobo, dobre delovne pogoje, stimulativno plačilo.          Pisne ponudbe s kratkim življenjepisom in dokazili o izpolnjevanju pogojev sprejemamo najkasneje, najkasnejedo 15. 9. 2020na e-naslov:kadrovska@span.si."
Avtoličar (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/avtolicar-mz-738246-738246/,02.09.2020,02:01,01.09.2020,Špan d.o.o.,"
					Brezovica pri Ljubljani
				",https://www.optius.com/iskalci/prosta-delovna-mesta/avtolicar-mz-738246-738246/,"Podjetje Špan d.o.o. je zasebno podjetje s 35 letno tradicijo. Naša današnja ponudba je plod vizije, ki ji sledimo že od samega začetka – lastnikom vozil ponuditi celovito paleto kakovostnih storitev na enem mestu. To je gonilo našega dela in temelj naše strategije, ki v svojih usmeritvah upošteva tako individualnost in prilagajanje željam posameznikov, kot tudi celovitost in interdisciplinarni pristop.Vse od ustanovitve dalje se osredotočamo na inovacije, kakovost storitev in zagotavljanje večje dodane vrednosti našim strankam.Če ste zavzeti in navdušujoči, če so vaše vrednote podobne našim – skrb za zadovoljstvo strank nam je bistvenega pomena, vas vabimo, da se pridružite uspešni in strokovni ekipi na delovnem mestu: Avtoličar (m/ž) Opis delovnega mesta   Naloge in odgovornosti: Opravljanje procesov dela v ličarski delavnici (predpriprava na končno lakiranje, obdelava pripravljalnih površin za pripravo na lakiranje, poznavanje barv ter lakiranja).    Pričakujemo   Od kandidata pričakujemo: Srednjo poklicno izobrazbo (IV. stopnje) tehnične smeri ali vsaj 2 leti delovnih izkušenj na področju avtoličarske dejavnosti, najmanj 2 leti delovnih izkušenj na enakem delovnem mestu, poznavanje in obvladovanje procese dela v ličarski delavnici, vešč uporabe orodji in pripomočkov ter materialov v ličarski delavnici, dobro poznavanje ličarskih postopkov, predpripravo na končno lakiranje, obdelavo pripravljalnih površin za pripravo na lakiranje, poznavanje barv ter lakiranje, fleksibilnost, samoiniciativnost ter sposobnost za timsko delo, organizacijske sposobnosti, vozniški izpit B kategorije.    Ponujamo   Delovno mesto ponuja: Možnost zaposlitve za nedoločen čas, s poskusno dobo in polnim delovnim časom, redno in stimulativno plačilo, delo v profesionalnem delovnem okolju, kjer je timsko delo nadvse cenjeno, možnost osebnega in poklicnega napredovanja, priložnost, da v celoti izkoristite svoj potencial.          Zainteresirane kandidate prosimo, da nam posredujete vašo ponudbo za delo z vašim življenjepisom in dokazili o formalnih izobrazbi in dodatnih znanjih, najkasnejedo 15. 9. 2020na elektronski naslov:kadrovska@span.si."
Avtokaroserist - avtoklepar (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/avtokaroserist-avtoklepar-mz-738245-738245/,02.09.2020,02:01,01.09.2020,Špan d.o.o.,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/avtokaroserist-avtoklepar-mz-738245-738245/,"Če ste zavzeti in navdušujoči, če so vaše vrednote podobne našim – skrb za zadovoljstvo strank nam je bistvenega pomena, vas vabimo, da se pridružite uspešni in strokovni ekipi na delovnem mestu:Avtokaroserist - avtoklepar (m/ž) Opis delovnega mesta   Naloge in odgovornosti: kleparske dejavnosti     Pričakujemo   Od kandidata pričakujemo: srednjo poklicno izobrazbo (IV.st) tehnične smeri ali vsaj 2 leti delovnih izkušenj na področju kleparske dejavnosti, najmanj 2 leti delovnih izkušenj na enakem delovnem mestu, poznavanje in obvladovanje procese dela v kleparski delavnici, vešč uporabe orodji in pripomočkov ter materialov v kleparski delavnici, sledenje novitetam in pripravljenost za izobraževanje. fleksibilnost, samoiniciativnost ter sposobnost za timsko delo vozniški izpit B kategorije    Ponujamo   Delovno mesto ponuja: možnost zaposlitve za nedoločen čas, s poskusno dobo in polnim delovnim časom, redno plačilo, delo v profesionalnem delovnem okolju, kjer je timsko delo nadvse cenjeno, možnost osebnega in poklicnega napredovanja, priložnost, da v celoti izkoristite svoj potencial,        Zainteresirane kandidate prosimo, da nam posredujete vašo ponudbo za delo z vašim življenjepisom in dokazili o formalnih izobrazbi in dodatnih znanjih,do 15. 9. 2020na elektronski naslov:kadrovska@span.si."
Nabavnik m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/nabavnik-mz-738232-738232/,02.09.2020,02:01,01.09.2020,"HYPEX, d.o.o.","
					Lesce
				",https://www.optius.com/iskalci/prosta-delovna-mesta/nabavnik-mz-738232-738232/,"HYPEX, d.o.o. je proizvodno-trgovsko podjetje z lastnim razvojem na področju industrijske avtomatizacije in opreme, ki deluje na domačem in tujih trgih. Vabimo vas, da se našemu uspešnemu in dinamičnemu kolektivu  pridružite na delovnem mestu NABAVNIK. Več o nas in naših produktih najdete na www.hypex.si. Opis delovnega mesta   Naloge in odgovornosti: analiza trgov, izbira optimalnega dobavitelja in nabava, naročanje materiala, blaga in izdelkov pri dobaviteljih in kooperantih, zavzemanje za pravočasne dobave materiala, doseganje maksimalnih cenovnih prihrankov in optimizacije procesov, reševanje reklamacij, stalno kontaktiranje z drugimi oddelki podjetja (prodaja, proizvodnja, razvoj), pisanje poročil oz. analiziranje dobaviteljev, reklamacij in dobav, delo poteka na sedežu podjetja.    Delovni čas polni delovni čas   Pričakujemo   Zahtevana izobrazba                                    V.                     Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: 3 leta delovnih izkušenj na področju nabave (zaželeno poznavanje področje industrijske avtomatizacije), pripravljenost za učenje in pridobivanje novih tehničnih znanj in znanj na področju nabave, računalniška pismenost - MS Office, zaželeno poznavanje informacijskega sistema SAP, obvezno znanje angleškega jezika, zmožnost samostojnega odločanja in presojanja, hitro opažanje, hitro odzivanje, visoka stopnja odgovornosti, samoiniciativnost, komunikativnost ter smisel za timsko delo, osebna urejenost.    Ponujamo   Delovno mesto ponuja: zaposlitev za nedoločen čas fleksibilni delovni čas stimulativno plačilo dinamično delo v kreativnem in perspektivnem delovnem okolju možnost dodatnega izobraževanja in osebnega razvoja    Ne zamudite karierne priložnosti in se prijavite zdaj!Če menite, da izpolnjujete pogoje za objavljeno delovno mesto, vas vabimo, da se najkasneje do  1. 10. 2020 prijavite prekoportala Optius."
Prodajno nabavni referent za trženje in marketing m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/prodajno-nabavni-referent-za-trzenje-in-marketing-mz-738230-738230/,02.09.2020,02:01,01.09.2020,Siapro d.o.o.,"
					Most na Soči
				",https://www.optius.com/iskalci/prosta-delovna-mesta/prodajno-nabavni-referent-za-trzenje-in-marketing-mz-738230-738230/,"Podjetje SIAPRO d.o.o. predstavlja mednarodno ekipo livarskih svetovalcev, inženirjev in tehnologov za livarsko opremo in peskanje, ter strokovnjake na področju obnovljivih virov energijeZaradi povečanega obsega del in širjenja svoje dejavnosti zaposlimo:Prodajno nabavnega referenta za trženje in marketing m/ž Opis delovnega mesta   Naloge in odgovornosti: prodaja standardnih rezervnih delov zbiranje ponudb, nabava in naročanje materiala, blaga, storitev spremljanje realizacije projektov ter vodenje, urejanje in arhiviranje dokumentacije organizacija prevozov, špedicija ter izdelava dokumentov za carinske postopke marketinške in promocijske aktivnosti analize uspešnosti projektov sodelovanje v teamu priprava in sodelovanje na sejmih urejanje spletne strani telefonsko, pisno in elektronsko komuniciranje s strankami urejanje poslovnih prostorov in delovnega mesta    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 4 - 5 let   Od kandidata pričakujemo: VI.-VII. stopnjo izobrazbe tehnične smeri aktivno znanje ruskega jezika (obvezno) aktivno znanje angleškega jezika poznavanje operacijskega sistema Windows in osnovnih programskih orodij izkušnje in praktična znanja na področju komerciale samostojnost, vztrajnost, vestnost, natančnost    Ponujamo   Delovno mesto ponuja: strokovno usposabljanje in izobraževanje stimulativno nagrajevanje karierno napredovanje plačilo prostovoljnega dodatnega pokojninskega zavarovanja    Oblika zaposlitve ali sodelovanja zaposlitev za nedoločen čas   Poskusno delo: 3 mesece    Pisne ponudbe z dokazili in življenjepisom sprejemamodo 15. 9. 2020na naslov: SIAPRO d.o.o., Postaja 9, 5216 Most na Soči ali po elektronski pošti nadarja.voncina@siapro.si."
PHP developer (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/php-developer-mz-738213-738213/,02.09.2020,02:01,01.09.2020,Creatim d.o.o.,"
					Šenčur
				",https://www.optius.com/iskalci/prosta-delovna-mesta/php-developer-mz-738213-738213/,"Creatim je specialist za Symfony (PHP) tehnologijo. Smo v fazi uvajanja nove ecommerce platforme na osnovi Symfony ​4. Iščemo ​izkušenega ​PHP ​developerja za delo na razvoju zahtevnejših e-commerce projektov. Opis delovnega mesta   Naloge in odgovornosti: Creatim je specialist za Symfony (PHP) tehnologijo. Smo v fazi uvajanja nove ecommerce platforme na osnovi Symfony ​4.Iščemo ​izkušenega ​PHP ​developerja za delo na razvoju zahtevnejših e-commerce projektov.   Pričakujemo   Od kandidata pričakujemo: Poznavanje e-commerce arhitekture in podatkovnih modelov (uporabniki, naročila, katalogi, promocije …). Webservice arhitektura (REST, SOAP, MQ). Poznavanje PHP in Symfony frameworka. Poznavanje sistemov za verzioniranje (GIT) in deployment postopkov. Izkušnje z razvojem in integracijami po meri. Poznavanje principov agilnega razvoja. Komunikativnost in zmožnost timskega dela. Zaželeno: Izkušnje s Symfony programskim okoljem.   Ponujamo   Delovno mesto ponuja: Strokovne izzive in sooblikovanje razvojnih rešitev. Izobraževanje na strokovnih delavnicah in mednarodnih konferencah. Prijetno delovno okolje na hitro dostopni lokaciji (nedaleč od avtoceste). Stimulativno plačilo in dodatek za učinkovitost in prizadevnost. Prilagodljiv delovni čas in možnost dela na daljavo.        Prijave zainteresiranih kandidatov sprejemamo prekospletnega obrazca,najpoznejedo 1. 10. 2020. Vse vaše podatke bomo obravnavali kot strogo zaupne."
Področni podsekretar  (m/ž) (št. A021-04),https://www.optius.com/iskalci/prosta-delovna-mesta/podrocni-podsekretar-mz-st-a021-04-738052-738052/,02.09.2020,02:01,01.09.2020,Agencija za komunikacijska omrežja in storitve Republike Slovenije,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/podrocni-podsekretar-mz-st-a021-04-738052-738052/,"Agencija za komunikacijska omrežja in storitve Republike Slovenije vabi v svoje vrste STROKOVNJAKA NA PODROČJU UPRAVLJANJA RADIOFREKVENČNEGA SPEKTRA.Za naloge v Sektorju za upravljanje radiofrekvenčnega spektra, iščemo timskega, pozitivno naravnanega, motiviranega in delavnega sodelavca, ki je učljiv in predan skupnim ciljem. Ponujamo vam strokovno izzivalno in ustvarjalno delo v dinamičnem timu strokovnjakov, aktivno sodelovanje pri zagotavljanju pogojev za hitrejši razvoj omrežij in storitev ter možnost stalnega izobraževanja in osebnega razvoja. Razpisujemo prosto delovno mesto: Področni podsekretar (m/ž) (št. A021-04) Šifra delovnega mesta: I017054 Opis delovnega mesta   Naloge in odgovornosti: Vodenje upravnih postopkov s področja upravljanja radiofrekvenčnega spektra Priprava odgovorov na splošna vprašanja v zvezi z upravljanjem radiofrekvenčnega spektra Sodelovanje/koordiniranje pri oblikovanju podatkovne baze za področje radiofrekvenčnega spektra Priprava usmeritev in navodil s področja upravljanja radiofrekvenčnega spektra Izvajanje Načrta uporabe radijskih frekvenc Izvajanje Splošnega akta o načinu izračuna plačil za uporabo radijskih frekvenc Sodelovanje in priprava predlogov predpisov in splošnih aktov z delovnega področja Priprava priporočil, strokovnih ocen oziroma poročil z delovnega področja Koordinacija izdelave računalniških programov za specifične potrebe Spremljanje zakonodaje iz delovnega področja   Samostojna priprava informacij, poročil, navodil, pojasnil, statistik in drugih gradiv z delovnega področja, Sodelovanje z drugimi sektorji Sodelovanje v domačih in mednarodnih delovnih telesih, komisijah, delovnih skupinah Opravljanje drugih potrebnih del in nalog, za katere ima javni uslužbenec primerno izobrazbo, znanje in zmožnosti po nalogu neposredno nadrejenega in/ali direktorja    Pričakujemo   Od kandidata pričakujemo: najmanj visokošolsko univerzitetno izobraževanje (prejšnje)/visokošolsko univerzitetno izobrazbo (prejšnjo) oziroma specialistično izobraževanje po visokošolski strokovni izobrazbi (prejšnje)/specializacijo po visokošolski strokovni izobrazbi (prejšnjo) oziroma magistrsko izobraževanje po visokošolski strokovni izobrazbi (prejšnje)/magisterij po visokošolski strokovni izobrazbi (prejšnji) oziroma magistrsko izobraževanje (druga bolonjska stopnja)/magistrska izobrazba (druga bolonjska stopnja) telekomunikacije, elektrotehnika in sorodne štiri (4) leta delovnih izkušenj aktivno znanje angleškega jezika (najmanj nivo znanja B2 po evropski jezikovni referenčni lestvici) strokovni izpit iz Zakona o splošnem upravnem postopku (v kolikor ga kandidat nima, ga je dolžan opraviti najkasneje v treh mesecih od sklenitve delovnega razmerja) veljavno vozniško dovoljenje B kategorije    Ponujamo   Delovno mesto ponuja: Ponujamo zaposlitev za nedoločen čas s štirimesečnim (4) poskusnim delom.       Zainteresirani kandidati, ki izpolnjujete objavljene pogoje, namdo 15. 9. 2020po elektronski pošti na naslovinfo.box@akos-rs.sipošljite svoj življenjepis v obliki Europass ter motivacijsko pismo, v katerem nam razložite svoj pogled na področje iz domene delovnega mesta, na katerega se prijavljate. Pismo naj ne bo daljše od ene A4-strani in naj vsebuje tudi razlago, zakaj se želite pridružiti agenciji, kje vidite svoj bodoči prispevek k izpolnjevanju njenih ciljev in katere so vaše glavne zaposlitvene prednosti. Vloga na razpisano delovno mesto mora OBVEZNO vsebovatinaziv s številko delovnega mestana katerega se prijavljate in izjavo o izpolnjevanju zahtevanih pogojev. Na podlagi prispelih vlog bo agencija izbrala kandidate, s katerimi bo opravila razgovore in po potrebi tudi ustrezno testiranje."
Višji svetovalec področja I (m/ž) (št. A05-08),https://www.optius.com/iskalci/prosta-delovna-mesta/visji-svetovalec-podrocja-i-mz-st-a05-08-738046-738046/,02.09.2020,02:01,01.09.2020,Agencija za komunikacijska omrežja in storitve Republike Slovenije,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/visji-svetovalec-podrocja-i-mz-st-a05-08-738046-738046/,"Agencija za komunikacijska omrežja in storitve Republike Slovenije vabi v svoje vrste STROKOVNJAKA NA PODROČJU MERITEV IN NADZORA RADIOFREKVENČNEGA SPEKTRA.Za naloge v Sektorju za meritve in nadzor radiofrekvenčnega spektra, iščemo timskega, pozitivno naravnanega, motiviranega in delavnega sodelavca, ki je učljiv in predan skupnim ciljem. Ponujamo vam strokovno izzivalno in ustvarjalno delo v dinamičnem timu strokovnjakov, aktivno sodelovanje pri zagotavljanju pogojev za hitrejši razvoj omrežij in storitev ter možnost stalnega izobraževanja in osebnega razvoja. Razpisujemo prosto delovno mesto: Višji svetovalec področja I (m/ž) (št. A05-08)Šifra delovnega mesta: I017159 Opis delovnega mesta   Naloge in odgovornosti: Izvajanje meritev v radiofrekvenčnem spektru (tudi izven sedeža) Sodelovanje pri obdelavi merilnih rezultatov in formiranju poročil Sodelovanje pri reševanje radijskih motenj Skrb za nemoteno delovanje radijskega nadzorno-merilnega sistema Upravljanje z merilnimi vozili Sodelovanje pri nadgradnjah merilne in programske opreme Pridobivanje znanj o novih tehnologijah Sodelovanje z drugimi organizacijskimi enotami na področju dela Pomoč sodelavcem v inšpekcijskih postopkih skladno s veljavno zakonodajo Pomoč pri sodelovanju z domačimi in tujimi institucijami Pomoč pri vodenju postopkov javnih naročil Spremljanje zakonodaje iz delovnega področja   Pomoč pri pripravi informacij, poročil, navodil, pojasnil, statistik in drugih gradiv z delovnega področja, Sodelovanje z drugimi sektorji Opravljanje drugih potrebnih del in nalog, za katere ima javni uslužbenec primerno izobrazbo, znanje in zmožnosti po nalogu neposredno nadrejenega in/ali direktorja    Pričakujemo   Od kandidata pričakujemo: najmanj visokošolsko univerzitetno izobraževanje (prejšnje)/visokošolsko univerzitetno izobrazbo (prejšnjo) oziroma specialistično izobraževanje po visokošolski strokovni izobrazbi (prejšnje)/specializacijo po visokošolski strokovni izobrazbi (prejšnjo) oziroma magistrsko izobraževanje po visokošolski strokovni izobrazbi (prejšnje)/magisterij po visokošolski strokovni izobrazbi (prejšnji) oziroma magistrsko izobraževanje (druga bolonjska stopnja)/magistrska izobrazba (druga bolonjska stopnja) elektrotehnika, telekomunikacije, informatika, strojništvo in sorodne tri (3) leta delovnih izkušenj aktivno znanje angleškega jezika (najmanj nivo znanja B2 po evropski jezikovni referenčni lestvici) veljavno vozniško dovoljenje B kategorije     Ponujamo   Delovno mesto ponuja: Ponujamo zaposlitev za nedoločen čas s trimesečnim (3) poskusnim delom.       Zainteresirani kandidati, ki izpolnjujete objavljene pogoje, namdo 15. 9. 2020po elektronski pošti na naslovinfo.box@akos-rs.sipošljite svoj življenjepis v obliki Europass ter motivacijsko pismo, v katerem nam razložite svoj pogled na področje iz domene delovnega mesta, na katerega se prijavljate. Pismo naj ne bo daljše od ene A4-strani in naj vsebuje tudi razlago, zakaj se želite pridružiti agenciji, kje vidite svoj bodoči prispevek k izpolnjevanju njenih ciljev in katere so vaše glavne zaposlitvene prednosti. Vloga na razpisano delovno mesto mora OBVEZNO vsebovatinaziv s številko delovnega mestana katerega se prijavljate in izjavo o izpolnjevanju zahtevanih pogojev. Na podlagi prispelih vlog bo agencija izbrala kandidate, s katerimi bo opravila razgovore in po potrebi tudi ustrezno testiranje."
