VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
2D/3D Artist - Game Designer m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/2D3D-Artist---Game-Designer-89724.php,02.05.2018,04:01,03.04.2018,Samo Umer d.o.o.,Ankaran,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/2D3D-Artist---Game-Designer-89724.php,"Freshproduce je podjetje specializirano za igre na srečo. Več o podjetju   Samo Umer d.o.o. Število zaposlenih 2 - 4    Opis delovnega mesta  Naloge in odgovornosti:  oblikovanje in zasnova iger, 3D modeliranje, teksturiranje, senčenje, animacija.   Pričakujemo  Zahtevana izobrazba: I., II., III., IV., V., VI/1., VI/2., VII.   Zahtevane delovne izkušnje: Niso pomembne   Pričakujemo:  strast do video iger, kreativnost, samoiniciativnost.   Ponujamo  Ponujamo:   zaposlitev za nedoločen čas s 3 mesečnim poskusnim obdobjem, zaposlitev za polni delovni čas, prilagodljiv delovni urnik.  Reference: www.freshproduce.si/zaposlimo.html    Oblika zaposlitve ali sodelovanja: zaposlitev za nedoločen čas   Mesečno plačilo: 2000 - 2500 € bruto"
Analitik mehanskih preiskav (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Analitik-mehanskih-preiskav-mz-91463.php,02.05.2018,04:00,30.04.2018,Impol d.o.o.,Slovenska Bistrica,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Analitik-mehanskih-preiskav-mz-91463.php,"Skupina Impol se ukvarja z izdelavo aluminija v aluminijske polizdelke. Je šesti največji slovenski izvoznik, ki je v zadnjih dvajsetih letih 5-kratno povečal svoj obseg poslovanja. Družbe skupine Impol delujejo na treh lokacijah: Slovenija, Hrvaška in Srbija. Skupina trenutno zaposluje 2300 ljudi. Naša prednost je stabilno delovno okolje s številnimi poslovnimi izzivi. Veljamo za enega najbolj cenjenih delodajalcev v Podravju, kar dokazujejo tudi številni kazalniki: visoka zavzetost zaposlenih, izjemno nizka fluktuacija in stimulativna plačna politika. V družbi Impol R in R, d. o. o., iščemo kandidata za delovno mesto analitik mehanskih preiskav – m/ž.  Več o podjetju   Impol d.o.o.    Opis delovnega mesta  Naloge in odgovornosti:  sprejem, označevanje, razrez in priprava vzorcev za analizo in preizkuse, izvajanje mehanskih preiskav vzorcev, izvajanje tlačnih in upogibnih preizkusov, umerjanje dolžinskih meril, skrb za urejeno delovno okolje in čiščenje ter vzdrževanje delovne opreme.   Pričakujemo  Pričakujemo:  srednješolska izobrazba (metalurška in strojna smer), splošna računalniška pismenost (Word, Excel, uporaba spleta in elektronske pošte) in delo z informacijskim sistemom, iznajdljivost, natančnost, poštenost in občutek za vestno opravljanje dela, izpit B-kategorije.   Ponujamo  Ponujamo:  zaposlitev za obdobje treh mesecev z možnostjo podaljšanja, zaposlitev za polni delovni čas, stimulativno delovno okolje, sodelovanje s pozitivnim, ambicioznim timom.  Delo poteka v štirih izmenah.    Mesečno plačilo: po dogovoru"
Arhitekt m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-90155.php,02.05.2018,04:01,09.04.2018,GIV GRADNJE d.o.o.,celje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-90155.php,"Smo manjše mlado podjetje, ki se ukvarja z projektiranjem (PGD, PZI, PID, NOV) vseh vrst objektov (stan., nestan. kmetijskih, poslovnih, industrijskih,inženirskih...) tako visokih kot nizkih gradenj. Zaradi povečanja dela želimo zaposliti novega sodelavca/sodelavko. Več o podjetju   GIV GRADNJE d.o.o."
Arhitekt informacijskih sistemov (m/ž) - 2 prosti delovni mesti,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-informacijskih-sistemov-mz---2-prosti-delovni-mesti-90775.php,02.05.2018,04:00,18.04.2018,Zavarovalnica Sava d.d.,Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-informacijskih-sistemov-mz---2-prosti-delovni-mesti-90775.php,"Želite razgibano in interaktivno delo v timu ene največjih in najuspešnejših zavarovalnic v Sloveniji? Vam veliko pomeni stimulativno delovno okolje, v katerem razvijamo vaš talent? Pričakujete, da bodo vaši dosežki visoko cenjeni in nagrajeni? Potem vas vabimo k poslovnemu sodelovanju.  Več o podjetju   Zavarovalnica Sava d.d.    Opis delovnega mesta  Naloge in odgovornosti: V Zavarovalnici Sava iščemo dva nova sodelavca/sodelavki na delovnem mestu:  ARHITEKT INFORMACIJSKIH SISTEMOV (m/ž) – za razvoj aplikacij ARHITEKT INFORMACIJSKIH SISTEMOV (m/ž) – za poslovno obveščanje   Pričakujemo  Pričakujemo:  najmanj visokošolska strokovna izobrazba (VI/2. stopnja), poznavanje poslovnih in informacijskih procesov na področju zavarovalništva, poglobljeno poznavanje tehnologije baz podatkov, poglobljeno poznavanje in samostojna uporaba orodij za razvoj aplikativne programske opreme, zaželeno poglobljeno poznavaje podatkovnega modela informacijskega sistema, znanje angleškega ali nemškega jezika, vozniški izpit B kategorije, 3 leta delovnih izkušenj, sposobnost analiziranja in organiziranja, samoiniciativnost, komunikativnost in inovativnost.  Če imate dobre komunikacijske sposobnosti, ste skrbni, natančni, samoiniciativni in inovativni, vas vabimo k sodelovanju.  Ponujamo  Ponujamo:  Delo v velikem in uspešnem podjetju, priložnost graditi in razvijati kariero, vrhunsko izobraževanje in usposabljanje, odlične delovne pogoje, osebno in strokovno rast.  Delovno razmerje bo sklenjeno za nedoločen čas s polnim delovnim časom."
Arhitekt informacijskih sistemov (m/ž) - 3 prosta delovna mesta,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-informacijskih-sistemov-mz---3-prosta-delovna-mesta-90777.php,02.05.2018,04:00,18.04.2018,Zavarovalnica Sava d.d.,Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Arhitekt-informacijskih-sistemov-mz---3-prosta-delovna-mesta-90777.php,"Želite razgibano in interaktivno delo v timu ene največjih in najuspešnejših zavarovalnic v Sloveniji? Vam veliko pomeni stimulativno delovno okolje, v katerem razvijamo vaš talent? Pričakujete, da bodo vaši dosežki visoko cenjeni in nagrajeni? Potem vas vabimo k poslovnemu sodelovanju. Več o podjetju   Zavarovalnica Sava d.d.    Opis delovnega mesta  Naloge in odgovornosti: V Zavarovalnici Sava iščemo tri nove sodelavce/sodelavke na delovnem mestu  RAZVIJALEC PROGRAMSKE OPREME (m/ž) – poslovno obveščanje, razvijalec programskih rešitev, razvijalec spletnih aplikacij, razvijalec Sharepoint.   Pričakujemo  Pričakujemo:  najmanj visokošolsko strokovno izobrazbo (VI/2. stopnja), poznavanje tehnologije baz podatkov, poznavanje in samostojna uporaba orodij za razvoj aplikativne programske opreme, zaželena dodatna znanja iz razvoja programske opreme, znanje angleškega ali nemškega jezika, vozniški izpit B kategorije, 3 leta delovnih izkušenj, samoiniciativnost, komunikativnost, inovativnost, natančnost in doslednost.  Če imate dobre komunikacijske sposobnosti, ste skrbni, natančni, samoiniciativni in inovativni, vas vabimo k sodelovanju.  Ponujamo  Ponujamo:  Delo v velikem in uspešnem podjetju, priložnost graditi in razvijati kariero, vrhunsko izobraževanje in usposabljanje, odlične delovne pogoje, osebno in strokovno rast.  Delovno razmerje bo sklenjeno za nedoločen čas s polnim delovnim časom. "
Asistent prodaje in marketinga (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-prodaje-in-marketinga-mz-90673.php,02.05.2018,04:01,17.04.2018,"Trgotur, d.o.o.",Krško,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-prodaje-in-marketinga-mz-90673.php,"Kot zunanja kadrovska služba za številna uspešna podjetja vam nudimo direktno zaposlitev v številnih uglednih podjetjih. Več o nas najdete na www.trgotur.si  Imate izkušnje na področju prodaje in marketinga? Ste naravnani k iskanju rešitev, samostojni in samoiniciativni? Si želite biti del mlade, zagnane in ambiciozne skupine ter biti za svoje delo tudi ustrezno nagrajeni? Potem se prijavite na prosto delovno mesto Asistent(ka) prodaje in marketinga Podjetje I.H.S. d.o.o. iz Krškega nastopa na tržišču s ponudbo celovitih rešitev na področju transportne, pakirne in paletirne tehnike, ki je plod lastnega znanja in dolgoletnih izkušenj. Zaposlujejo več kot 120 ljudi, zaradi povečanega obsega dela pa iščejo tudi nove sodelavce. Več o podjetju   Trgotur, d.o.o. Leto ustanovitve 1990 Predstavitev podjetja Smo družinsko podjetje, ki v vaše zadovoljstvo in zadovoljstvo vaših zaposlenih kadrovsko funkcijo izvaja že od leta 1990.Strokovno in celovito urejamo organizacijsko-kadrovsko področje in imamo zanesljive strokovnjake z znanji in izkušnjami na organizacijsko-kadrovskem, delovnopravnem, ekonomskem in psihološkem področju. Naše poslanstvo Ponudba vseh kadrovskih storitev na enem mestu. Z najvišjo stopnjo strokovnosti in predanosti rešimo vsa vaša kadrovska vprašanja, da lahko vi usmerite energijo v svoje delo. Naše vrednote Zanesljivost, lojalnost, kakovost in konkurenčnost. Te se odražajo v strateškem in individualnem pristopu do strank, kjer so njene specifične potrebe upoštevane do najvišje možne mere. Naša vizija Biti aktiven tvorec pozitivnih sprememb delovnopravne zakonodaje, ki bo v osnovi izhajala iz pozicije, da naj bosta zaščitena tako dober in pošten delodajalec kot tudi dober in pošten delavec. Prizadevamo si, da je naš prispevek družbi pravilno združevanje delavcev in delodajalcev, saj lahko le tako dosežemo naše individualne in kolektivne potenciale ter izboljšujemo družbo v kateri živimo. Naš cilj Vidno prispevati k izboljšanju našega gospodarstva in ostati vodilni kadrovski outsourcing v Sloveniji, svoje delovanje pa razširiti tudi preko meja v druge države EU in širše.    Opis delovnega mesta  Naloge in odgovornosti:  izvajanje in izpolnitev marketinških in prodajnih planov ter aktivnosti; izvajanje in koordiniranje marketinških in prodajnih projektov; oblikovanje in skrb za promocijski material (prospekti, brošure, predstavitve, grafike ipd.); upravljanje kampanj ter pisanje vsebin in objav (novic, člankov); priprava trženjskih materialov, predlogov in izvedba promocijskih aktivnosti; upravljanje spletne strani podjetja; organizacija sejmov in dogodkov; skrb za celotni CGP podjetja; administrativna dela; pomoč pri pripravi raznih dokumentov, poročil in analiz v prodaji in marketingu.   Pričakujemo  Pričakujemo:  visoko strokovno ali univerzitetno izobrazbo s področja ekonomije; izkušnje na področju marketinga in prodaje; sposobnost kreativnega pisanja in odlične komunikacijske sposobnosti; sposobnost in veselje do navezovanja poslovnih stikov; sposobnost reševanja problemov, samoiniciativnost in sposobnost timskega dela; analitične sposobnosti, pozitiven odnos do sprememb in zavzetost za stalno učenje; vozniški izpit B kategorije; tekoče znanje slovenskega in angleškega jezika; odlično računalniško pismenost; veselje do ustvarjanja tržnih gradiv in občutek za oblikovanje; zanimanje in pripravljenost za hitro pridobivanje novih znanj; pripravljenost na občasna potovanja; zanesljivost in doslednost.  Prednosti imajo kandidati:  izkušnje na področju B2B marketinga in prodaje; odlično znanje drugih tujih jezikov (nemščina, španščina, poljščina, ruščina); interdisciplinarni izobrazbeni profil (ekonomsko in tehnično znanje); dobro poznavanje avtomatizacije in robotike.   Ponujamo  Ponujamo:  redno zaposlitev za nedoločen čas s poskusno dobo 6 mesecev; stimulativno plačilo; urejeno in moderno delovno okolje; kreativno in dinamično delo v mednarodnem okolju; priložnost prevzeti ključno vlogo v hitro rastočem podjetju; možnost dodatnega izobraževanja; možnost napredovanja, profesionalne in osebne rasti."
Asistent v marketingu m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-v-marketingu-90343.php,02.05.2018,04:01,11.04.2018,Hermi d.o.o.,Celje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-v-marketingu-90343.php,"Več o podjetju   Hermi d.o.o. Glavna dejavnost Proizvodnja drugih električnih naprav. Leto ustanovitve 2002 Predstavitev podjetja HERMI je kupcem naravnana družba, ki proizvaja izdelke najvišje kakovosti in ponuja rešitve.  HERMI je prvo slovensko podjetje in podjetje na področju bivše Jugoslavije, ki se celostno ukvarja z zaščito pred udarom in delovanjem strele. Celostno zaščito zagotavljajo NEOPAZNI STRELOVODI in PRENAPETOSTNA ZAŠČITA HERMI.  Tako kot drugje po svetu, je tudi v Sloveniji vedno večja skrb za zaščito posameznikove varnosti in premoženja. HERMI-jeva blagovna znamka postaja vse bolj prepoznavna širše v Evropi, kjer NEOPAZNI STRELOVODI in PRENAPETOSTNA ZAŠČITA rešujeta zahteve najzahtevnejših projektov in objektov.  Osnovna dejavnost HERMI-ja je razvoj, proizvodnja, inženiring in svetovanje. Osnovne dejavnosti oz. njihov glavni del predstavlja proizvodnja STRELOVODNE OPREME (Lightning protection) in PRENAPETOSTNE ZAŠČITE (Surge protection). HERMI rešitve so narejene tako za komercialno kot tudi individualno rabo. Primerni so za samostojne stanovanjske objekte kakor tudi za najzahtevnejše energetske in ostale objekte.   Izdelki proizvedeni v HERMI-ju so izdelani v skladu z Evropskimi in mednarodnimi standardi in nacionalnimi standardi usklajenimi z njimi, so uspešno opravili testiranja in pridobili vse potrebne mednarodne certifikate, med drugim v skladu s IEC 62305, EN 50164.   Prednosti HERMI-ja izvirajo iz mnogih in raznolikih aktivnosti podjetja. Te so naredile HERMI močan in zanesljiv poslovni partner z vidno vlogo na trgu. Dolgoročno ima HERMI konkurenčno prednost optimalnega razmerja med ceno in kvaliteto, saj lahko zgolj oboje skupaj jamči zadovoljstvo kupcev.  Podjetje HERMI je zelo aktivno na področju Standardizacije in je član več nacionalnih tehničnih odborov na področju zaščite pred udarom in delovanjem strele. Na ta način aktivno sodelujemo pri razvoju področja in prenašamo tehnične novosti na naše partnerje in kupce, prav tako pa nam omogoča nenehen tehnični razvoj in napredek naših produktov NEOPAZNI STRELOVODI in PRENAPETOSTNA ZAŠČITA HERMI. Število zaposlenih 20 - 49 Poslanstvo in vizija Vizija – Hermi najbolj prepoznaven ponudnik rešitev za zunanjo in notranjo prenapetostno zaščito na področju bivše Jugoslavije in širše. Storitve ali proizvodi - Neopazni strelovodi. - Prenapetostna zaščita.    Opis delovnega mesta  Naloge in odgovornosti: -          organizacija in priprava prospektov in letnega kataloga v sodelovanju z oblikovalcem, -          načrtovanje in izvajanje reklamnih kampanj, -          znanje s področja digitalnega marketinga, pripravo digitalnih promocijskih orodij, izkušnje z delom s spletnimi / novimi mediji, še posebej s facebookom, linkedinom, v sodelovanju z oglaševalsko agencijo, -          urejanje spletnih strani podjetja ter pisanje besedil za spletne strani za zagotavljanje dobre umeščenosti v spletnih brskalnikih in sicer optimizacijo obstoječih besedil s ključnimi besedami, -          spremljanje oglaševalskih medijev na osnovi sistema, -          strokovno prilagoditev besedil ciljni publiki, prilagoditev besedil glede na namen spletne strani, -          organizacija sejmov, -          priprava in upravljanje letnega marketinškega načrta, načrtovanje in izvajanje tržno prodajnih aktivnosti, -          sodelovanje z zunanjimi partnerji in notranjimi službami.   Pričakujemo  Pričakujemo: -          odlično poznavanje MS Office paketa in osnovno poznavanje grafičnih programov (Indesign, Photoshop), -          dobre komunikacijske sposobnosti, analitičnost, fleksibilnost, samoiniciativnost , -          osnovno poznavanje SEO optimizacije, -          kreativnost, komunikativnost, samoiniciativnost in sposobnost timskega dela, -          vozniški izpit B kategorije ter tekoče znanje slovenskega in angleškega jezika. POGOJI ZA ZASEDBO DELOVNEGA MESTA: -          vsaj VI. stopnja izobrazbe -          najmanj 2 leti izkušenj v marketingu  Ponujamo  Ponujamo: -          zaposlitev za določen čas z možnostjo dolgoročne zaposlitve, -          dinamično delo v prijetnem in ambicioznem kolektivu, -          delo v mednarodnem okolju, -          redno plačilo in nagrajevanje, -          možnost dodatnih izobraževanj, -          možnosti strokovnega in osebnega razvoja ter napredovanja.   Mesečno plačilo:"
Asistent v oddelku razvoja kadrov m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-v-oddelku-razvoja-kadrov-90553.php,02.05.2018,04:01,16.04.2018,Deichmann d.o.o.,Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistent-v-oddelku-razvoja-kadrov-90553.php,"Največji prodajalec obutve v Evropi Deichmann išče novega sodelavca/sodelavko na upravi v Ljubljani. Več o nas: deichmann.com Več o podjetju   Deichmann d.o.o. Predstavitev podjetja Podjetje Deichmann je že od leta 1913 naprej družinsko podjetje, ki tudi v prihodnosti želi ostati neodvisno. Skoraj stoletna zgodba se je pričela v Essnu, v osrčju Porurja. Še danes se tam nahaja sedež podjetniške skupine. Skupina Deichmann SE je danes z več kot 3.857 poslovalnicami aktivna v 26 državah in po vsem svetu zaposluje okrog 38.200 ljudi.   Deichmann je vodilni na trgu na področju prodaje čevljev v Nemčiji in ostalih evropskih državah. Z našo veliko ponudbo čevljev za vse starostne skupine smo najverjetneje najboljši na tem področju. Ne pazimo pa samo na izjemno razmerje med ceno in storitvijo, temveč skušamo prav tako slediti aktualnim modnim trendom. Naši iskalci novih modnih trendov so vedno na preži in takoj povzamejo aktualne modne smernice za kolekcije.   Poleg tradicionalnih znamk, kot so Elefanten, Gallus ali Medicus, nudijo naše moderne trgovine elegantne in kakovostne čevlje znamke 5th Avenue. Zelo aktualna je tudi mlada kolekcija Graceland. Za mnoge športnike predstavljajo športni copati znamke Victory medtem osnovno opremo. Naša ponudba je dopolnjena z znanimi znamkami, kot so Adidas, Nike, Puma in Kappa. Našim strankam ne obljubljamo samo mode za ugodne cene, temveč tudi kakovost in varnost pri nakupu čevljev.  Poslanstvo in vizija Vizija podjetja Deichmann je podrejena sloganu ""Podjetje mora služiti ljudem"". S tem so najprej mišljene stranke, pa tudi sodelavci, ki želijo doživeti človeški način vodenja, in seveda tudi dobavitelji. To je osnova za dobre storitve za stranke. Zraven spada: Gospodarski uspeh podjetju omogoča, da podpira projekte pomoči na treh kontinentih.    Opis delovnega mesta  Naloge in odgovornosti:  prevajanje gradiv iz nemškega jezika v slovenski in hrvaški ali srbski jezik organizacija dogodkov administrativna dela   Pričakujemo  Zahtevane delovne izkušnje: 1 - 3 let   Pričakujemo:  najmanj V. stopnjo ustrezne izobrazbe aktivno znanje slovenskega, nemškega in hrvaškega ali srbskega jezika poznavanje standardnih PC orodij (MS Word, MS Excel, PowerPoint, Outlook, Internet Explorer) dobre komunikacijske sposobnosti natančnost, odgovornost in fleksibilnost   Ponujamo  Ponujamo:  zaposlitev za določen čas (nadomeščanje porodniškega dopusta) strokovno uvajanje in mentorstvo razgibano delo v strokovnem in dinamičnem timu zelo uspešnega mednarodnega podjetja možnost strokovnega izpopolnjevanja in osebne rasti"
Asistent/ka m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistentka-90473.php,02.05.2018,04:01,13.04.2018,Finančna hiša d.o.o.,Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Asistentka-90473.php,"Pozor! Zaposlujemo! FINANČNA HIŠA išče prijazno osebo, ki želi postati del priznanega in vrhunskega podjetja z zlato bonitetno odličnostjo! Več o podjetju   Finančna hiša d.o.o. Glavna dejavnost Finančno svetovanje, naložbeno svetovanje, pokojninsko svetovanje  Naslov poslovalnice v Mariboru: Ulica talcev 15, 2000 Maribor Naslov poslovalnice v Ljubljani: Dunajska 156, 1000 Ljubljana, WTC-pritličje Leto ustanovitve 2004 Predstavitev podjetja Spadamo med 0,7% vseh podjetij v Sloveniji, kateri  smo pridobili ZLATO BONITETNO ODLIČNOST! Število zaposlenih 20 - 49 Storitve ali proizvodi Pokojninske rešitve, naložbe, aktivno upravljanje premoženja, investicijski skladi, kreditne zaščite, nezgodna in zdravstvena zavarovanja,  podjetniške rešitve, pravna zaščita.... Delovno okolje         Opis delovnega mesta  Naloge in odgovornosti:  administrativna in tajniška dela v vrhunski pisarni v centru mesta, na sedežu podjetja v Mariboru, telefonska podpora strankam, vodenje opominjevalnih postopkov, reševanje reklamacij, stornacij, druga pisarniška in operativna dela, ki popestrijo vsakdan in še kaj se bo našlo.    Delovni čas: polni delovni čas  Pričakujemo  Zahtevana izobrazba: V., VI/1., VI/2.   Zahtevane delovne izkušnje: 1 - 3 let   Pričakujemo: Ujeli se bomo, če:  dobro ""vrtiš jezik"", torej si komunikativen, prijazen, samozavesten, da znaš delati z exelom in z računalnikom nasploh, in rad delaš tudi z ljudmi.     Ponujamo  Ponujamo:  motivirano, predano in pozitivno okolje, polno novih izzivov, zaposlitev za polni delovni čas, najprej za določen čas, nato za nedoločen čas.    Oblika zaposlitve ali sodelovanja: zaposlitev za določen čas   Poskusna doba: 2 meseca   Mesečno plačilo: 900 - 1200 € bruto"
Avtoelektričar - diagnostik m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Avtoelektricar---diagnostik-89953.php,02.05.2018,04:01,05.04.2018,"Avtotransporti Kastelec, Kastelec Lado s.p.",Grosuplje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/Avtoelektricar---diagnostik-89953.php,"Glavna dejavnost podjetja Avtotransporti Kastelec iz Grosuplja so prevozi avtomobilov. Zavedamo se pomembnosti kakovostnih in hitrih prevozov ter upoštevamo potrebe in želje strank. K sodelovanju vabimo strokovno, energično in samoiniciativno osebo, ki je pri svojem delu natančna, odgovorna in si želi novega znanja na delovno mesto Avtoelektričar - diagnostik (m/ž). Več o podjetju   Avtotransporti Kastelec, Kastelec Lado s.p. Glavna dejavnost Cestni tovorni promet in selitvena dejavnost.   Naslov podjetja:  Adamičeva cesta 57 1290 Grosuplje Leto ustanovitve 1992 Predstavitev podjetja ""Korenine podjetja Avtotransporti Kastelec segajo v leto 1979, ko sem kot samostojni podjetnik k hiši pripeljal prvi kamion, od mene starejši pet let"", se spominja lastnik podjetja Lado Kastelec. ""Ukvarjal sem se predvsem s prevozi razsutega tovora, žitaric in cementa. Leta 1988 sem zaposlil prvega voznika. Dve leti pozneje se je ponudila odlična priložnost za prevoz avtomobilov. Bil sem med prvimi. Stranke so mi zaupale, pri delu sem spoštoval načelo strokovnosti in kakovosti.""  S trudom in trdim delom so prvemu tovornjaku kmalu sledili novi, odpirala so se nova delovna mesta, zdaj nas je več kot sto.  Glavna dejavnost podjetja so prevozi avtomobilov, zato je leta 1994 dobilo naziv ""AvtoTransporti Kastelec, Kastelec Lado s.p."" Sedež podjetja je v Grosupljem na Adamičevi 57. Zaradi vse večjih potreb po dobri organizaciji in vse bolj raznolikih želja naših strank se je dejavnost podjetja v zadnjih letih razširila na druga področja, kot so: carinsko skladišče, parkirno servisni center za pripravo vozil pred prodajo in razgradnja izrabljenih motornih vozil  ""Pot do danes ni bila lahka, na njej je bilo veliko ovir, toda želja po uspehu in boljšem življenju je bila močnejša; kot nevidna vez me je potegnila za sabo"", pravi Lado Kastelec. Število zaposlenih 150 -199 Cilji in usmeritve V našem podjetju se zavedamo pomembnosti kakovostnih in hitrih prevozov ter upoštevamo potrebe in želje strank. V času globalizacije in sodobnih komunikacijskih sredstev je še kako pomemben hiter odziv na naročila naših cenjenih strank. Zato smo pri logistiki uvedli sodoben pripomoček - sistem GPS. Naša vozila tako ves čas nadzorujemo, tako smo še bolj konkurenčni in izboljšujemo rezultate. Seveda organizacija tako kompleksnih prevozov ne bi bila možna brez visoko strokovno usposobljenih uslužbencev, ki področje logistike neprestano nadgrajujejo z novimi zamislimi. Storitve ali proizvodi - Prevoz vozil. - Razgradnja izrabljenih motornih vozil (IMV). - Carinsko skladišče. - Parkirno servisni center za pripravo vozil pred prodajo - itd.    Opis delovnega mesta  Naloge in odgovornosti:  popravila elektro napeljave na tovornih in priklopnih vozilih, delo s testerji, diagnosticiranjem in programiranjem elektro napeljave.   Pričakujemo  Pričakujemo:  kandidat mora imeti znanje dela s testerji, diagnosticiranem in programiranjem, 1-3 let delovnih izkušenj na področju elektro popravil, izobrazbo iz področja avtoelektrike, vozniški izpit B kategorije.   Ponujamo  Ponujamo:  zaposlitev za nedoločen čas s poskusno dobo, stimulativno, redno plačilo, delo za polni delovni čas, delo se po potrebi izvaja tudi na terenu.  Delo v urejenem delovnem okolju v podjetju z dolgoletno tradicijo na področju prevozov vozil in vzdrževanju lastnega voznega parka. "
