VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
 Vzdrževalec vodovodnih napeljav m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/-vzdrzevalec-vodovodnih-napeljav-100918.php,10.10.2018,04:00,09.10.2018,Tosama d.o.o.,Vir pri Domžalah,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/-vzdrzevalec-vodovodnih-napeljav-100918.php,"Tosama d.o.o. je podjetje z lastno proizvodnjo, ki se nenehno posodablja in razvija. K sodelovanju vabimo kandidatke in kandidate za prosto delovno mesto: Vzdrževalec vodovodnih napeljav (m/ž). Več informacij o podjetju: www.tosama.si. Več o podjetju   Tosama d.o.o. Predstavitev podjetja Tosama, tovarna sanitetnega materiala, je podjetje z dolgoletno proizvodno tradicijo. Program je razdeljen v tri področja: medicinski pripomočki, privatne blagovne znamke in široka potrošnja. Med medicinske pripomočke sodijo izdelki za oskrbo rane, sanitetni izdelki in storitve, kjer je težišče na setih, ter izdelki za zdravstveno in preventivno nego s poudarkom na izdelkih za inkontinenco. V programu privatnih blagovnih znamk tržimo higienske tampone, v programu široke potrošnje pa izdelke iz bombažne vate, higienske vložke in tampone ter izdelke na nego otrok in doma.  Sedež podjetja je na Viru pri Domžalah, kjer poteka tudi proizvodnja, hčerinska podjetja in predstavništva pa imamo na Hrvaškem, v Srbiji ter Bosni in Hercegovini. Poslovni sistem Tosama s 509 zaposlenimi realizira letno 31 milijonov EUR prodaje. Dobro tretjino te vsote realiziramo v Sloveniji, ostalo pa izvozimo - na vse kontinente sveta. Naši izvozno najuspešnejši izdelki so higienski tamponi. Število zaposlenih nad 500 Poslanstvo in vizija Poslanstvo Tosama je podjetje, ki izdeluje in trži izdelke za naravno higiensko in zdravstveno oskrbo ljudi, s katerimi ljudem zagotavlja izboljšano kakovost življenja v vseh življenjskih obdobjih.  Vizija Tosama bo svetovno prepoznaven, inovativen in cenjen ponudnik higienskih in medicinskih pripomočkov pod lastnimi ali tujimi blagovnimi znamkami.    Opis delovnega mesta  Naloge in odgovornosti:  redno vzdrževanje in opravljanje nujnih popravil na vodovodnih napeljavah, sistemu centralnega ogrevanja in cevovodih za komprimirani zrak; druga vodovodarska in vodoinštalaterska popravila ter različna pomožna dela na stavbah.   Pričakujemo  Pričakujemo:  IV. stopnjo izobrazbe monter vodovodnih naprav ali druga sorodna izobrazba; delovne izkušnje na področju vzdrževanja napeljav; zaželeno je znanje avtogenega varjenja; strokovnost pri delu, zanesljivost in prilagodljivost.   Ponujamo  Ponujamo:  dolgoročno zaposlitev v stabilnem in perspektivnem podjetju, delo v dopoldanski izmeni."
Account manager / vodja kupcev (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/account-manager--vodja-kupcev-mz-100143.php,10.10.2018,04:02,26.09.2018,MANPOWER d.o.o.,Slovenija,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/account-manager--vodja-kupcev-mz-100143.php,"Več o podjetju   MANPOWER d.o.o. Glavna dejavnost Manpower so vodilni na področju zaposlovanja, posredovanja dela in upravljanja s človeškimi viri. Predstavitev podjetja Družba ManpowerGroup je vodilna družba na področju storitev zaposlovanja in posredovanja dela. Ustvarjamo in dobavljamo visokokvalitetne storitve, ki našim strankam omogočajo zmagovati v spreminjajočem se svetu dela. Delodajalcem nudimo širok spekter storitev za celoten zaposlovalni in poslovni ciklus. Z več kot 60 letnimi izkušnjami omogočamo 19 milijardam podjetij stalno in začasno zaposlovanje, iskanje in selekcijo specializiranega kadra, testiranje in izobraževanje kandidatov ter svetovanje  Svetovna mreža družbe ManpowerGroup, s 4.000 poslovalnicami v 82 državah, omogoča družbi izpolnjevati potrebe 400.000 strank letno, kar vključuje tako majhna, srednje velika podjetja na vseh poslovnih področjih kot tudi največje multinacionalne korporacije. Delo družbe ManpowerGroup se osredotoča na višanje delovne storilnosti z izboljševanjem kakovosti in učinkovitosti ter z zmanjševanjem stroškov pri celotni delovni sili. S tem strankam omogočamo, da vse svoje napore usmerijo v svoje bistvene poslovne dejavnosti in kadrovanje prepustijo nam Poslanstvo in vizija Naša vizija je voditi pri ustvarjanju in zagotavljanju inovativnih rešitev in storitev, ki omogočajo našim strankam zmagovati v spreminjajočem se svetu dela. Storitve ali proizvodi Več o podjetju Manpower si preberite na www.manpower.si.    Opis delovnega mesta  Naloge in odgovornosti:  Zagotavljanje dobrih odnosov s strankami in doseganje prodajnih ciljev, optimizacija poslovanja, analiza poslovne statistike, priprava ponudb,  načrtovanje, organiziranje in iskanje strank, za doseganje kratkoročnih in dolgoročnih prodajnih ciljev, odgovornost za razvoj podjetja in poslovnih odnosov s strankami.   Pričakujemo  Pričakujemo:  Odlične komunikacijske in pogajalske sposobnosti, izredno močna prodajna usmerjenost v doseganje prodajnih ciljev, 2-3 leta izkušenj, dobro poznavanje MS Office in CRM, odlično pisno in ustno razumevanje angleškega in hrvaškega jezika, sposobnost prodaje celotnega portfelja izdelkov, samo motiviranost, osredotočenost na stranke in ciljna usmerjenost, močna timska naravnanost in strateško razmišljanje.   Ponujamo  Ponujamo:  Izpostavljenost mednarodnemu znanju in izkušnjam, priložnost za profesionalno rast in razvoj, delo v mladi in dinamični ekipi, redno plačilo."
Administrator m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-100139.php,10.10.2018,04:02,26.09.2018,K-NORMA d.o.o.,Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-100139.php,"K-NORMA d.o.o. je slovensko podjetje, ki se ukvarja s prehrambno industrijo. Primarno dejavnost predstavlja izvajanje prehranskih in drugih storitev na srednjih šolah po Ljubljani. Prav tako proizvajamo domače tradicionalne jedi za večje naročnike (kot so Spar, Mercator, Hofer) in tako pojem tradicionalnosti združujemo s pojmom modernosti. Veljamo za fleksibilno podjetje, ki sledi prehrambnim trendom in je vedno odprte za nove izzive. Več o podjetju   K-NORMA d.o.o.    Opis delovnega mesta  Naloge in odgovornosti:  sprejemanje naročil urejenje dokumentacije enostavna knjigovodska dela    Delovni čas: polni delovni čas  Pričakujemo  Zahtevana izobrazba: IV.   Zahtevane delovne izkušnje: 0 - 1 leto   Pričakujemo:  točnost natančnost zanesljivost prilagodljivost poznavanje osnov Microsoft Office   Ponujamo  Ponujamo:  delo v novem, modernem okolju delo v prijetnem kolektivu dolgoročno sodelovanje možnost izobraževanja možnost osebnega razvoja    Oblika zaposlitve ali sodelovanja: zaposlitev za nedoločen čas   Poskusna doba: 2 meseca"
Administrator m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-99296.php,10.10.2018,04:03,12.09.2018,Prašno barvanje Travnik d.o.o.,Grosuplje,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-99296.php,"Prašno barvanje travnik smo družinsko podjetje z bogatimi izkušnjami na področju površinske obdelave in prašnega barvanja kovin. Za okrepitev naše ekipe iščemo sodelavca/ko, ki si želi dolgoročnega, resnega in zaupanja vrednega sodelovanja.  Več o podjetju   Prašno barvanje Travnik d.o.o.    Opis delovnega mesta  Naloge in odgovornosti:  komunikacija s strankami izdelava ponudb, prejem in izdaja računov priprava dokumentov za sprejemanje in izdajanje materiala usklajevanje in realizacija naročil spremljanje zalog in skrb za stanje zaloge na skladišču    Delovni čas: po dogovoru  Pričakujemo  Zahtevana izobrazba: IV., V., VI/1., VI/2.   Pričakujemo:  dokončana srednja šola urejenost odgovornost zanesljivost komunikativnost računalniška pismenost   Ponujamo  Ponujamo:  delo v pirjetnem kolektivu urejeno delovno okolje redna zaposlitev    Mesečno plačilo: po dogovoru"
Administrator (m/ž),https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-mz-100505.php,10.10.2018,04:03,03.10.2018,Založba Karantanija Et Orbis d.o.o.,Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-mz-100505.php,"Predstavljamo eno prvih neodvisnih zasebnih založb v Sloveniji pri kateri je vse od začetkov izšlo nekaj tisoč knjig. Danes ustvarjamo kvalitetne mladinske in otroške knjige, različne leposlovne knjige, zgodovinske priročnike in priročnike za osebno rast. Kot založba se trudimo promovirati mnoge danes znane slovenske pisatelje in pesnike ter več ilustratorjev in karikaturistov. Poslanstvo Založbe Karantanija je ustvarjati dobre knjige za domače bralce. Več o podjetju   Založba Karantanija Et Orbis d.o.o."
Administrator s prodajnimi veščinami m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-s-prodajnimi-vescinami-mz-99499.php,10.10.2018,04:03,14.09.2018,"Trgotur, d.o.o.","Nova cerkev, teren",https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-s-prodajnimi-vescinami-mz-99499.php,"Kot zunanja kadrovska služba za številna uspešna podjetja vam nudimo direktno zaposlitev v številnih uglednih podjetjih. Več o nas najdete na www.trgotur.si  Osnovna dejavnost podjetja ŠEŠKO d.o.o. je razvoj, proizvodnja, prodaja in montaža vlečnih naprav za osebna in lažja tovorna vozila, prav tako pa se ukvarjamo z izdelavo najrazličnejših prosto kovanih izdelkov. Podjetje je majhno, a zato fleksibilno in prilagodljivo za spremembe na tržišču. Naša odlika je medsebojna pomoč in skupno reševanje problemov. Ponosni smo lahko na našo zgodovino in izdelke, ki jih je naše podjetje že ponudilo trgu. Iz te tradicije črpamo izkušnje za stalen napredek v kvaliteti, saj se zavedamo, da vse, kar delamo ni nikoli tako dobro, da ne bi moglo biti še boljše. V svoj tim vabimo kandidata na delovno mesto: Administrator s prodajnimi veščinami m/ž   Več o podjetju   Trgotur, d.o.o. Leto ustanovitve 1990 Predstavitev podjetja Smo družinsko podjetje, ki v vaše zadovoljstvo in zadovoljstvo vaših zaposlenih kadrovsko funkcijo izvaja že od leta 1990.Strokovno in celovito urejamo organizacijsko-kadrovsko področje in imamo zanesljive strokovnjake z znanji in izkušnjami na organizacijsko-kadrovskem, delovnopravnem, ekonomskem in psihološkem področju. Naše poslanstvo Ponudba vseh kadrovskih storitev na enem mestu. Z najvišjo stopnjo strokovnosti in predanosti rešimo vsa vaša kadrovska vprašanja, da lahko vi usmerite energijo v svoje delo. Naše vrednote Zanesljivost, lojalnost, kakovost in konkurenčnost. Te se odražajo v strateškem in individualnem pristopu do strank, kjer so njene specifične potrebe upoštevane do najvišje možne mere. Naša vizija Biti aktiven tvorec pozitivnih sprememb delovnopravne zakonodaje, ki bo v osnovi izhajala iz pozicije, da naj bosta zaščitena tako dober in pošten delodajalec kot tudi dober in pošten delavec. Prizadevamo si, da je naš prispevek družbi pravilno združevanje delavcev in delodajalcev, saj lahko le tako dosežemo naše individualne in kolektivne potenciale ter izboljšujemo družbo v kateri živimo. Naš cilj Vidno prispevati k izboljšanju našega gospodarstva in ostati vodilni kadrovski outsourcing v Sloveniji, svoje delovanje pa razširiti tudi preko meja v druge države EU in širše.    Opis delovnega mesta  Naloge in odgovornosti:  svetovanje in nudenje podpore strankam; pripravljanje kalkulacij, ponudb, prodajnih pogodb; skrb za izvedbo storitev po pogodbah; aktivno razvijanje oddelek prodaje (predlaganje ukrepov, načrtovanje in razvijanje strategije); preverjanje natančnosti dokumentov in drugih zapisov, ki se nanašajo na plačila, prihodke in druge finančne transakcije; knjiženje poslovnih dogodkov vidnih iz knjigovodskih listin - le-te pregleda in vpiše v poslovno knjigo; sodelovanje z zunanjim računovodstvom; izstavljanje računov; ostala administrativna dela.   Pričakujemo  Pričakujemo:  vsaj V. stopnjo izobrazbe tehniške ali ekonomsko-komercialne smeri; vsaj 3 leta delovnih izkušenj; dobro znanje nemškega jezika; dobro znanje uporabe MS office programov; doslednost in natančnost pri izvajanju nalog v povezavi s standardi kakovosti; prevzemanje odgovornosti, pravočasno obveščanje nadrejenih in usmerjenost k iskanju rešitev za tekoče probleme; samostojnost, komunikativnost in timsko delo.   Ponujamo  Ponujamo:  pogodbo za nedoločen čas s poskusnim obdobjem 3 mesecev, delo v sodobnem in urejenem podjetju, ki sledi certificiranim standardom kakovosti ISO 9001:2008."
Administrator z znanjem nemškega jezika m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-z-znanjem-nemskega-jezika-100450.php,10.10.2018,04:01,02.10.2018,Kariera d.o.o.,Koper,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-z-znanjem-nemskega-jezika-100450.php,"Za našega naročnika, uspešno podjetje v Sloveniji, iščemo nove sodelavce za delovno mesto Administrator m/ž. Več o podjetju   Kariera d.o.o. Glavna dejavnost V Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.  Če iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.  Sodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.  Karierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna. Leto ustanovitve 2005 Predstavitev podjetja Kaj nas dela drugačne?  Strokovnjaki prepoznavamo strokovnjake Naše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.  Projektne rešitve Poiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.    Opis delovnega mesta  Naloge in odgovornosti:  Odpiranje potnih nalogov, kontrola in registracija faktur zunanjih agencij, kontrola potnih nalogov na podlagi pravilnika podjetja, registracija in arhiviranje potnih nalogov, podpora zaposlenim.   Pričakujemo  Zahtevana izobrazba: IV., V., VI/1., VI/2.   Pričakujemo:  Znanje nemškega jezika na nivoju B1, izkušnje iz administracije predstavljajo prednost, znanje italijanskega jezika ni pogoj, je pa prednost, izobrazba najmanj IV. stopnje.   Ponujamo  Ponujamo:  Zaposlitev za nedoločen čas, delo v eni izmeni, najvišje dodatke, stimulativno plačilo."
Administrator za italijanski trg m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-za-italijanski-trg-mz-99602.php,10.10.2018,04:03,17.09.2018,Kariera d.o.o.,Koper,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-za-italijanski-trg-mz-99602.php,"Več o podjetju   Kariera d.o.o. Glavna dejavnost V Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.  Če iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.  Sodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.  Karierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna. Leto ustanovitve 2005 Predstavitev podjetja Kaj nas dela drugačne?  Strokovnjaki prepoznavamo strokovnjake Naše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.  Projektne rešitve Poiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.    Opis delovnega mesta  Naloge in odgovornosti: Vam jezik teče kot namazan poleg slovenskega tudi v italijanskem jeziku?Imate sposobnost hitrega preklapljanja iz teme na temo?Ste proaktivni in se v vas skriva ravno prava mera empatije in razumevanja? Če je vaš odgovor na vsa tri vprašanja pritrdilen, se prijavite na spodnji oglas in se pridružite podjetju s 135-letno tradicijo :)  podpora strankam, kontrola in ažuriranje podatkov, telefonsko pridobivanje podatkov, prodaja višjega standarda storitev že obstoječim strankam.     Delovni čas: polni delovni čas  Pričakujemo  Zahtevana izobrazba: V., VI/1., VI/2., VII.   Zahtevane delovne izkušnje: 0 - 1 leto   Pričakujemo:  odlično znanje italijanskega jezika (tako ustno kot pisno), logično in fleksibilno razmišljanje, komunikativnost, poznavanje osnov Microsoft Office, pripravljenost na delo v dveh izmenah.    Ponujamo  Ponujamo:  delo v podjetju z dolgoletno tradicijo, dolgoročno sodelovanje, možnost osebnega razvoja, delo v dobrem kolektivu.    Oblika zaposlitve ali sodelovanja: zaposlitev za nedoločen čas   Poskusna doba: 6 mesecev"
Administrator za nemški trg m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-za-nemski-trg-100229.php,10.10.2018,04:02,28.09.2018,Kariera d.o.o.,Maribor,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/administrator-za-nemski-trg-100229.php,"Za našega naročnika, uspešno in stabilno mednarodno podjetje, iščemo kandidate z dobrim znanjem nemškega jezika, za zaposlitev na delovnemu mestu Administrator za nemški trg m/ž. Več o podjetju   Kariera d.o.o. Glavna dejavnost V Karieri že od samega začetka v letu 2005 verjamemo v konstanten razvoj ter izboljšave, na kar nenazadnje kaže tudi stalna rast prihodkov ter poslovanja v zadnjih 6 letih.  Če iščete pravo osebo ali pravo delovno mesto, se najprej posvetujte s Karierinim strokovnjakom.  Sodelovanje s Kariero vam omogoča dostop do najrazličnejših informacij s področja trga dela in zaposlitvenih priložnosti, saj smo eno od najbolj uspešnih slovenskih kadrovskih podjetij. Zaposleni v podjetju smo namreč specializirani in usmerjeni vsak v svoje strokovno področje trga dela. Zaradi objektivnega in celostnega pogleda, ki nam ga naše delo omogoča, zelo dobro (pre)poznamo vloge, ljudi, priložnosti in talente.  Karierin strokovnjak tako točno ve, kakšne so zahteve na delovnem mestu in kakšne so želje podjetja. Po drugi strani pa ves čas vzpostavljamo in vzdržujemo stike s široko mrežo nadarjenih ljudi s posameznih področij. Kombinacija poznavanja zahtev in želja podjetij ter znanj in sposobnosti ljudi je pri kadrovanju zmagovalna. Leto ustanovitve 2005 Predstavitev podjetja Kaj nas dela drugačne?  Strokovnjaki prepoznavamo strokovnjake Naše metode dela in tehnike ocenjevanja nam omogočajo, da prepoznamo strokovnjaka za katero koli področje. Zaradi naših lokalnih in globalnih znanj vam lahko pomagamo zadovoljiti vaše individualne kadrovske potrebe, bodisi da gre za kratkoročno delo, dolgoročno sodelovanje ali contracting.  Projektne rešitve Poiskati znamo usposobljen kader, ki bo vpet v vaš delovni proces neposredno ali na daljavo, da bo vaš zaposlitveni team lahko svež in aktiven, vaš delovni proces pa nemoten. Vsaka rešitev je prilagojena vašim potrebam, saj z našimi metodami, postopki ravnanja, spremljanjem in analiziranjem kadra v delovnem procesu stremimo k napredku in izboljšavam.    Opis delovnega mesta  Naloge in odgovornosti:  splošno in celovito preverjanje podjetij v programu (splošni in finančni podatki), kontrola in ažuriranje podatkov, pridobivanje dokumentov preko različnih javnih portalov, priprava poročil in analiz iz pridobljenih podatkov, komunikacija s sodelavci in nadrejenimi.    Delovni čas: polni delovni čas  Pričakujemo  Zahtevana izobrazba: III., IV., V., VI/1., VI/2.   Zahtevane delovne izkušnje: 1 - 3 let   Pričakujemo:  dobro znanje nemškega jezika, poznavanje računalniških programov MS Office, veselje do administrativnega dela s številkami, dobre komunikacijske sposobnosti, odgovornost in zanesljivost.   Ponujamo  Ponujamo:  ustreznim kandidatom bomo ponudili sodelovanje za nedoločen čas, enoizmenski delovni čas, z možnostjo prilagajanja, možnost napredovanja in dodatnega izobraževanja, delo v uspešnem mednarodnem podjetju, kjer le-to ne posega v zasebno življenje.    Oblika zaposlitve ali sodelovanja: zaposlitev za nedoločen čas   Poskusna doba: 6 mesecev"
Agent za predpripravo v IT razvoju m/ž,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/agent-za-predpripravo-v-it-razvoju-99971.php,10.10.2018,04:02,24.09.2018,CAR TARGET GROUP d.o.o.,Ljubljana,https://www.mojazaposlitev.si/Iskanje/Pregled-oglasa/agent-za-predpripravo-v-it-razvoju-99971.php,"Smo uspešno, hitro rastoče mednarodno podjetje, ki deluje v več kot 80-ih državah, s sedežem v Sloveniji, ki se ukvarja z posredništvom pri najemu vozil. Zaradi širitve in velikega obsega dela iščemo več novih sodelavcev. Več o podjetju   CAR TARGET GROUP d.o.o.    Opis delovnega mesta  Naloge in odgovornosti:  predpriprava podatkov za razvijalce, pregledovanje, analiza in usklajevanje dokumentacije za namen implementacije, izvedba testnih rezervacij, validacija testnih rezervacij ter komunikacija z dobavitelji.    Delovni čas: polni delovni čas  Pričakujemo  Zahtevana izobrazba: V.   Zahtevane delovne izkušnje: 1 - 3 let   Pričakujemo:  samostojnost pri delu, odgovornost, samoiniciativnost, strukturirani pristop k delu, dobre komunikacjske sposobnosti, dobro govorno in pisno znanje angleškega jezika, odlično poznavanje ms office orodij, vključevanje v proces izoljšav in optimizacije, sposobnost timskega dela, sposobnost logičnega razmišljanja.   Ponujamo  Ponujamo:  odličen kolektiv, sproščeno delovno okolje, možnost zaposlitve za nedoločen čas, izobraževanje, možnost osebne rasti in napredovanja.  Z delom je možno pričeti takoj.   Oblika zaposlitve ali sodelovanja: zaposlitev za določen čas   Poskusna doba: 3 mesece   Mesečno plačilo: po dogovoru"
