VacancyPost,LinkToJV,ScrapeDate,ScrapeTime,PostDate,Firm,VacancySite,SourceLink,Content
Hostesa za delo na blagajni (m/ž) ,https://www.optius.com/iskalci/prosta-delovna-mesta/hostesa-za-delo-na-blagajni-mz-736121-736121/,05.08.2020,22:01,05.08.2020,Rudnidis d.o.o.,"
					Ljubljana, Rudnik
				",https://www.optius.com/iskalci/prosta-delovna-mesta/hostesa-za-delo-na-blagajni-mz-736121-736121/,"Mednarodna trgovska veriga E.Leclerc v Ljubljani vabi nove sodelavke(ce), da se nam pridružijo v naši družbi.Zaposlimo predane in ustrežljive osebe, ki imajo posluh za stranke. Možnost zaposlitve za skrajšani (30h) ali polovični delovni čas (20h).  Opis delovnega mesta   Naloge in odgovornosti: Kakšne so vaše zadolžitve?Kot oseba z veseljem do dela s strankami delate izključno na blagajni (brez polnjenja in urejanja prodajnih polic na ostalih oddelkih).   Delovni čas skrajšani delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: Kakšna so naša pričakovanja?Od vas pričakujemo vljudnost in ustrežljivost, v želji, da bi se stranka počutila kar najbolje. Pogoj je odlično znanje slovenskega jezika.   Ponujamo   Delovno mesto ponuja: Kaj vam lahko ponudimo?Možnost zaposlitve za skrajšani (30h) ali polovični delovni čas (20h).  Izjemna prilagodljivost delovnega časa: po vaši želji lahko preidete iz enega na drugi delovni čas (20h/30h/40h), delovni čas prilagodimo v dogovoru z vami. 2 ali 3 prosta dneva na teden pri skrajšanem ali polovičnem delovnem času. Stanoviten dvoizmenski urnik brez dela na praznike. Mentorstvo in stalna podpora sodelavcem na blagajni. Zelo enostaven blagajniški sistem. Za ambiciozne sodelavce nudimo možnost napredovanja tudi na vodilna mesta. Poleg rednega plačila vas lahko še dodatno nagradimo. Delo vam omogoča samostojnost pri delu in razvoj osebnih kompetenc. Zaposlitev je za določen čas z možnostjo podaljšanja za nedoločen čas. Dodatno: druženje na letnem družinskem pikniku ipd. Lahek in hiter dostop z osebnim vozilom ter brezplačen parkirni prostor.        Pričakujemo vašo prošnjo za zaposlitev z življenjepisomdo 4. 9. 2020preko ponujene e-prijavne možnostiportala Optius."
Vzdrževalec (elektro) m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-elektro-mz-736107-736107/,05.08.2020,22:01,05.08.2020,Skupina Impol,"
					Slovenska Bistrica
				",https://www.optius.com/iskalci/prosta-delovna-mesta/vzdrzevalec-elektro-mz-736107-736107/,"Skupina Impol se ukvarja z izdelavo aluminija v aluminijske polizdelke. Je šesti največji slovenski izvoznik, ki je v zadnjih dvajsetih letih 5-kratno povečal svoj obseg poslovanja. Veljamo za enega najbolj cenjenih delodajalcev v Podravju, kar dokazujejo tudi številni kazalniki: visoka zavzetost zaposlenih, izjemno nizka fluktuacija in stimulativna plačna politika.V družbi Impol PCP, d. o. o., iščemo kandidata za delovno mesto VZDRŽEVALEC (elektro) m/ž. Opis delovnega mesta   Naloge in odgovornosti: izvajanje preventivnih in kurativnih vzdrževalnih posegov na strojih in napravah, s poudarkom na elektro področju, hitra popravila ob nepredvidenih okvarah in poškodbah strojev, sestavljanje ekipe za hitre posege, iskanje optimalnih rešitev, razna popravila po delovnih nalogih, kontrolni pregledi, izvajanje izboljšav na strojih in napravah, izvajanje kontrolnih pregledov, sodelovanje pri montaži novih strojev, nadzor ustreznosti strojev, izdelava rezervnih delov, ukrepanje v nujnih primerih, dežurstvo na domu, druga dela po navodilih nadrejenega.    Delovni čas polni delovni čas   Pričakujemo   Od kandidata pričakujemo: srednješolska izobrazbo tehnične smeri ali triletno poklicno izobraževanje (elektrotehnik, elektromehanik, strojni tehnik, strojni mehanik...), vsaj 6 mesecev delovnih izkušenj, splošno računalniško pismenost (Windows, Word, Excel, uporaba spleta in elektronske pošte) in delo z informacijskim sistemom, iznajdljivost, natančnost, poštenost in občutek za vestno opravljanje dela, kandidate z delovnimi izkušnjami s sorodnih področij dela, izpit B-kategorije.    Ponujamo   Delovno mesto ponuja: zaposlitev za nedoločen čas, s šest - mesečnim poskusnim delom, zaposlitev za polni delovni čas, ob plači še nagrade za dosežene poslovne rezultate - božičnica in 13. plača, izplačilo regresa nad državnim povprečjem, druge ugodnosti za zaposlene - nagrajevanje koristnih predlogov, dodatek za pokojninsko varčevanje, organizacija dogodkov (zimske in poletne športne igre, obdarovanje otrok ob božiču, podelitve priznanj inovatorjem in jubilantom, dan družin…), mentorstvo in možnost izobraževanja ter razvoja kompetenc na delovnem mestu, stimulativno delovno okolje, sodelovanje s pozitivnim, ambicioznim timom.    Mesečno plačilo                                       po dogovoru                                                                       Prijava naj obvezno vsebuje: motivacijsko pismo (z navedenimi vašimi kontaktnimi podatki- tel. št. in e-poštni naslov), življenjepis (priporočena oblika je Europass). Prijave sprejemamo preko ponujene prijavne možnostiportala Optius. Rok za prijavo:12. 8. 2020 Kontakt za vprašanja: direktorica za kadre, gospa Brigita Juhart Lesnik, tel. št. 02 845 39 17."
Administrator šolske prehrane m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/administrator-solske-prehrane-mz-736072-736072/,05.08.2020,22:01,05.08.2020,K-NORMA d.o.o.,"
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/administrator-solske-prehrane-mz-736072-736072/,"V podjetju K-NORMA d.o.o. iščemo sodelavca za delovno mesto »ADMINISTRATOR ZA ŠOLSKO PREHRANO«. Delovne naloge obsegajo predvsem sprejem in vnos naročil na dnevni bazi, obdelava in priprava dokumentov v programu Pantheon in komunikacijo s strankami. Delo poteka na sedežu podjetja, od ponedeljka do petka. Obvezne predhodne izkušnje s podobnega področja (vsaj 3 leta). Opis delovnega mesta   Naloge in odgovornosti: - vnos in pregled naročil- uporaba računovodskega programa Pantheon- uporaba programov eAsistent, Lo.Polis in lastni program podjetja- obdelava podatkov in priprava delovnih nalogov- zaključevanje delovnih nalogov- priprava mesečnih obračunov- vnos jedilnika na spletne portale- telefonska in elektronska komunikacija s strankami (vodstvo šole, končne stranke) - ostale zadolžitve po navodilu nadrejenega   Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 4 - 5 let   Od kandidata pričakujemo: - izredna natančnost - poštenost - odgovornost in zanesljivost - spoštljiv odnos do dela - poznavanje osnovnih funkcij programov Microsoft Office - hitro tipkanje  - obvezne predhodne izkušnje s področja administracije, računovodstva, knjigovodstva in podobno - slovenski jezik kot materni jezik - prednost imajo kandidati z znanjem angleščine in nemščine   Ponujamo   Delovno mesto ponuja: - delo od ponedeljka do petka (izjema so občasne delovne sobote), v časovnem okviru med 8.00 - 17.00- delo v moderni »open Office« pisarni- delo v mladem in prijetnem kolektivu- možnost osebne rasti skozi izobraževanja- možnost zaposlitve za nedoločen čas- možnost brezplačnega parkiranja   Poskusno delo: 6 mesecev   Mesečno plačilo                       plača je odvisna od predhodnega znanja in učinkovitosti                             Prijave sprejemamo na elektronski naslov:zaposlitev@knorma.com, najkasnejedo petka 14. 8. 2020.Prijava mora vsebovati vaše kontaktne podatke s priloženim CV-jem."
Blagovni manipulant na oddelku pijač (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/blagovni-manipulant-na-oddelku-pijac-mz-736103-736103/,05.08.2020,22:01,05.08.2020,Rudnidis d.o.o.,"
					Ljubljana, Rudnik
				",https://www.optius.com/iskalci/prosta-delovna-mesta/blagovni-manipulant-na-oddelku-pijac-mz-736103-736103/,"Mednarodna trgovska veriga E. Leclerc v Ljubljani vabi nove sodelavce, da se nam pridružijo v naši družbi.Na oddelku pijač iščemo zanesljive in odgovorne sodelavce, ki imajo veselje do dela. Vabimo vas, da na nam pošljete svoj življenjepis. Opis delovnega mesta   Naloge in odgovornosti: Izbrani kandidat bo:zlagal artikle na prodajne police, pripravljal in opremljal blago z ustreznimi deklaracijami, sortiral blago v skladišču, spremljal roke artiklov, svetoval kupcem o prodajnih artiklih.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: uresničevanje načrtovanih obveznosti, skrb za urejeno, čisto in varno okolje, pripravljenost za dvigovanje težjih bremen, zanesljivost, iznajdljivost, natančnost, odgovornost, fleksibilnost.    Ponujamo   Delovno mesto ponuja: polni delovni čas (40h), dopoldanski stanoviten delovnik, brez dela na praznike in nedelje, zaposlitev za določen čas z možnostjo podaljšanja za nedoločen čas, redno plačilo socialna varnost, priložnost za razvoj osebnih kompetenc. Zaposlenim je na voljo dostopno in brezplačno parkirišče.       Če se želite pridružiti naši ekipi in izpolnjujete navedene pogoje, vas vabimo, da se prijavitedo 4. 9. 2020, preko ponujene prijavne možnostiportala Optius."
Pripravljalec sušija (m/ž) - dopoldanski delovnik,https://www.optius.com/iskalci/prosta-delovna-mesta/pripravljalec-susija-mz-dopoldanski-delovnik-736102-736102/,05.08.2020,22:01,05.08.2020,Rudnidis d.o.o.,"
					Ljubljana, Rudnik
				",https://www.optius.com/iskalci/prosta-delovna-mesta/pripravljalec-susija-mz-dopoldanski-delovnik-736102-736102/,"E. Leclerc ribarnica z najkakovostnejšo ponudbo morske hrane v Sloveniji Vas vabi, da se nam pridružite v strokovni in utečeni ekipi pripravljalcev, prodajalcev in svetovalcev. Če imate veselje do dela s pripravo sušijev oz. bi se radi naučili pripravljati sušij, nam pošljite svoj življenjepis in z veseljem Vas povabimo na razgovor.Več o nas: www.e-leclerc.si. Opis delovnega mesta   Naloge in odgovornosti: priprava in kuhanje živil za suši, pakiranje sušija v embalažo, svetovanje kupcem o prodajnih artiklih, pripravljanje prodajnega prostora za prodajo, skrb za čistočo in higieno delovnega prostora.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: kakovostno storitev, timski duh, organiziranost in urejenost, skrb za čisto in varno delovno okolje, uresničevanje načrtovanih obveznosti, upoštevajoč navodil nadrejenih.    Ponujamo   Delovno mesto ponuja: dopoldanski delovnik od torka do sobote (5h-13h), brez dela na praznike, zaposlitev za določen čas z možnostjo podaljšanja za nedoločen čas, zaposlitev za polni delovni čas (40h), uvajanje na delo in usposabljanje za pripravo sušija, redno plačilo z možnostjo pridobitve dodatne nagrade, socialno varnost, priložnost za razvoj osebnih kompetenc. Dodatno: druženje na letnem družinskem pikniku ipd. Lahek in hiter dostop z osebnim vozilom ter brezplačen parkirni prostor.         Če se želite pridružiti naši ekipi, vas vabimo, da se prijavitedo 4. 9. 2020, preko ponujene prijavne možnostiportala Optiusali po elektronski poštizaposlitev@rudnidis.si."
Mesar - prodajalec (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-736099-736099/,05.08.2020,22:01,05.08.2020,Spar Slovenija d.o.o.,"
					Lenart
				",https://www.optius.com/iskalci/prosta-delovna-mesta/mesar-prodajalec-mz-736099-736099/,"Mesar - prodajalec (m/ž)   Vaše prijave pričakujemodo 20. 8. 2020na mailzaposlitevspar@spar.si,prekoklasične pošteali preko prijavne možnostiportala Optius.  Spar Slovenija d.o.o. Letališka cesta 26 1000 Ljubljana Kadrovska služba"
Monter - elektro m/ž,https://www.optius.com/iskalci/prosta-delovna-mesta/monter-elektro-mz-736105-736105/,05.08.2020,22:01,05.08.2020,GEA VIPOLL d.o.o.,"
					Delo na sedežu družbe in na terenu
				",https://www.optius.com/iskalci/prosta-delovna-mesta/monter-elektro-mz-736105-736105/,"V podjetju VIPOLL, Oprema za industrijo tekočin d.o.o. želimo zaposliti novega sodelavca za zasedbo delovnega mesta Monter elektro (m/ž). Opis delovnega mesta   Naloge in odgovornosti: izvaja elektro montažna dela,na območju družbe in na terenu, priključevanje senzorjev, motorjev in podobnih naprav (industrijska avtomatizacija), priključevanje in povezovanje omrežnih naprav (Ethernet, Profibus, Profinet), sledi navodilom vodje montažne skupine.    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: V. stopnja izobrazbe vsaj 1 leto izkušenj z delom na montaži zanesljivost, samostojnost, organiziranost, izkušenost in odgovornost osnovno znanje enega tujega jezika osnovno znanje računalništva    Ponujamo   Delovno mesto ponuja: zaposlitev za določen čas, kasneje možnost redne zaposlitve za nedoločen čas dinamično delovno mesto s širokim spektrom delovnih nalog stimulativen in reden osebni dohodek možnost za nadaljnji osebni razvoj        Vabimo kandidate in kandidatke, ki ste v zgornjem opisu prepoznali pravo priložnost za svoj poklicni profil, da nam svojo prijavo z življenjepisom pošljete preko ponujenee-prijavne možnostiportala Optius, najkasnejedo 4. 9. 2020."
Varnostnik intervent (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-intervent-mz-736095-736095/,05.08.2020,22:01,05.08.2020,"FIT varovanje, d.d.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-intervent-mz-736095-736095/,"Smo podjetje z več kot 30 letno tradicijo dejavnosti fizičnega in tehničnega varovanja ljudi in premoženja, svetovanja, zagotavljanja alarmnih in požarnih sistemov visoke kakovosti, ustrezne strokovne usposobljenosti zaposlenih, servisiranja alarmnih sistemov in kvalitetnega opravljanja storitev na vseh ravneh našega poslovanja. Naše poslovanje je ocenjeno z najboljšo bonitetno oceno. Zaposlujemo več kot 180 zaposlenih. Mi ne upravljamo, mi ne čistimo, MI VARUJEMO! Opis delovnega mesta   Naloge in odgovornosti: varovanje ljudi in premoženja intervencije z osebnim avtomobilom pregled terena in ogled objektov varovanja prevoz gotovine opravljanje varovanja v skladu s standardi in zahtevami naročnikov pisanje poročil    Delovni čas polni delovni čas   Pričakujemo   Zahtevana izobrazba                                    III.,                                    IV.                     Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: strokovno in zdravstveno sposobnost opravljena nacionalna poklicna kvalifikacija (NPK) varnostnik nekaznovanost in državljanstvo Republike Slovenije opravljen izpit za uporabo strelnega orožja in reševanje iz dvigal možnost dela v izmenah prijavite se lahko tudi kandidati, ki imate opravljen NPK varnostnik in bi si želeli delati v intervenciji    Ponujamo   Delovno mesto ponuja: redno plačilo in izplačilo vseh zakonsko določenih dodatkov delo za določen čas z možnostjo zaposlitve za nedoločen čas možnost usposabljanja prijeten delovni kolektiv    Poskusno delo: 1 mesec    Veseli bomo vaše prijave z življenjepisom nae-naslov:zaposlitev@fitvarovanje.siali prekoportala Optius do 4. 9. 2020."
Varnostnik prevoznik gotovine (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-prevoznik-gotovine-mz-736094-736094/,05.08.2020,22:01,05.08.2020,"FIT varovanje, d.d.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-prevoznik-gotovine-mz-736094-736094/,"Smo podjetje z več kot 30 letno tradicijo dejavnosti fizičnega in tehničnega varovanja ljudi in premoženja, svetovanja, zagotavljanja alarmnih in požarnih sistemov visoke kakovosti, ustrezne strokovne usposobljenosti zaposlenih, servisiranja alarmnih sistemov in kvalitetnega opravljanja storitev na vseh ravneh našega poslovanja. Naše poslovanje je ocenjeno z najboljšo bonitetno oceno. Zaposlujemo več kot 180 zaposlenih. Mi ne upravljamo, mi ne čistimo, MI VARUJEMO! Opis delovnega mesta   Naloge in odgovornosti: varovanje ljudi in premoženja opravljanje prevozov gotovine z osebnim avtomobilom opravljanje varovanja v skladu s standardi in zahtevami naročnikov pisanje poročil    Delovni čas polni delovni čas   Pričakujemo   Zahtevana izobrazba                                    III.,                                    IV.                     Zahtevane delovne izkušnje 1 - 3 let   Od kandidata pričakujemo: strokovno in zdravstveno sposobnost opravljena nacionalna poklicna kvalifikacija (NPK) varnostnik nekaznovanost in državljanstvo Republike Slovenije opravljen izpit za uporabo strelnega orožja možnost dela v izmenah prijavite se lahko tudi kandidati, ki imate opravljen NPK varnostnik in bi si želeli pridobiti dodatno kvalifikacijo prevoznik gotovine    Ponujamo   Delovno mesto ponuja: dobro redno plačilo in izplačilo vseh zakonsko določenih dodatkov delo za določen čas z možnostjo zaposlitve za nedoločen čas možnost usposabljanja prijeten delovni kolektiv    Poskusno delo: 1 mesec    Veseli bomo vaše prijave z življenjepisom nae-naslov:zaposlitev@fitvarovanje.siali prekoportala Optius do 4. 9. 2020."
Varnostnik (m/ž),https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-mz-736090-736090/,05.08.2020,22:01,05.08.2020,"FIT varovanje, d.d.","
					Ljubljana
				",https://www.optius.com/iskalci/prosta-delovna-mesta/varnostnik-mz-736090-736090/,"Smo podjetje z več kot 30 letno tradicijo dejavnosti fizičnega in tehničnega varovanja ljudi in premoženja, svetovanja, zagotavljanja alarmnih in požarnih sistemov visoke kakovosti, ustrezne strokovne usposobljenosti zaposlenih, servisiranja alarmnih sistemov in kvalitetnega opravljanja storitev na vseh ravneh našega poslovanja. Naše poslovanje je ocenjeno z najboljšo bonitetno oceno. Zaposlujemo več kot 180 zaposlenih.Mi ne upravljamo, mi ne čistimo, MI VARUJEMO! Opis delovnega mesta   Naloge in odgovornosti: opravljanje varnostnih del in nalog varovanja ljudi in premoženja izvajanje varnostno-receptorskih del vodenje evidenc opravljanje varovanja v skladu s standardi varovanja in zahtevami naročnikov    Delovni čas polni delovni čas   Pričakujemo   Zahtevane delovne izkušnje 0 - 1 leto   Od kandidata pričakujemo: minimalno osnovnošolska izobrazba opravljena nacionalna poklicna kvalifikacija (NPK) varnostnik nekaznovanost in državljanstvo Republike Slovenije možnost dela v izmenah    Ponujamo   Delovno mesto ponuja: redno plačilo in izplačilo vseh zakonsko določenih dodatkov delo za določen čas z možnostjo zaposlitve za daljše obdobje  možnost usposabljanja prijeten delovni kolektiv    Poskusno delo: 1 mesec    Vaše prijave s kratkim življenjepisom pošljite na e-naslov:zaposlitev@fitvarovanje.siali preko ponujene prijavne možnostiportala Optius,do 4. 9. 2020."
